id,p_WDR,p_days_to_head
S1A_7281143,0.032632220535850145,0.1092035777157279
S1A_7658855,0.0968309730468921,0.40550352153797764
S1A_8108580,0.0799647761231118,0.23246997419422802
S1A_8137938,0.21681959899472766,0.9639570656893974
S1A_8152172,0.041089384489730076,0.150124972414388
S1A_8174650,0.02433194321235325,0.1100227500254102
S1A_8174678,0.06456545605662138,0.6226167404830527
S1A_8295817,0.6899142867570365,0.44336406866669764
S1A_8297293,0.7147532115254366,0.6725310735876187
S1A_8320421,0.7428009271616964,0.17656753981520593
S1A_8320460,0.589489980772284,0.4182109328066892
S1A_8401041,0.7659592309173915,0.27073339844332545
S1A_8434128,0.16224236104147138,0.6055763578501806
S1A_8435419,0.015982318381546897,0.12219705091416193
S1A_8500746,0.34709310873261734,0.163990322945094
S1A_8515990,0.8732372581796224,0.09626947356487132
S1A_8516115,0.47042586321088964,0.11210097257146731
S1A_8574911,0.5251038026060859,0.7198982944436007
S1A_8574914,0.32109244676082144,0.96359813043454
S1A_8574966,0.7502568872722397,0.6970195333670643
S1A_8575021,0.8816212959268257,0.5322643398751705
S1A_8633498,0.1060709427663233,0.07406449600819456
S1A_8668367,0.17992573788524194,0.7543376313014734
S1A_8688915,0.5779864652026945,0.4988634321020333
S1A_8688923,0.4466840021071884,0.5966138739230274
S1A_8704379,0.23088550901147142,0.9537683771068136
S1A_8717129,0.41512723412169505,0.47719872004982833
S1A_8719018,0.16494735827078472,0.9572945416831127
S1A_9104582,0.5420863760728671,0.05710961280704593
S1A_9213998,0.0015273582457212488,0.13200414417006723
S1A_9236441,0.5527870621120188,0.09974555400139141
S1A_9236464,0.32593790337998707,0.30794288745184445
S1A_9236474,0.3965243638883006,0.5062644218887608
S1A_9236507,0.023154915283746167,0.031123005590843727
S1A_9236518,0.792915523229907,0.5044475089249485
S1A_9236540,0.21030559114954142,0.8960174167317313
S1A_9544932,0.6794691688698535,0.0686190390876331
S1A_9558860,0.9993050957740179,0.6997474145560029
S1A_9565863,0.06932624550385397,0.038126848006322815
S1A_9582910,0.7878221828469055,0.5391700515874023
S1A_9600607,0.7549336817867033,0.7752924325457541
S1A_9605976,0.5106733740957423,0.8772325917725292
S1A_9763236,0.010820373746370324,0.23163909754982825
S1A_9940119,0.8843825698161935,0.950206913362694
S1A_9954146,0.8475419301024227,0.21464185585466
S1A_9968711,0.08984394795298094,0.18481969480517627
S1A_9971970,0.005408044404463846,0.019014188668016782
S1A_9972042,0.01861579734356571,0.053953599767139246
S1A_9972049,0.02179010572930798,0.057975000895419924
S1A_9973220,0.07970955365891379,0.41643594257409877
S1A_10122169,0.041291135282523615,0.10182375027691638
S1A_10132752,0.027707000143829506,0.16825822557994985
S1A_10151390,0.5714798284894272,0.35371020387275987
S1A_10210891,0.004556690285988753,0.0885545212704769
S1A_10214692,0.6259419528297561,0.07725969752340085
S1A_10214731,0.45113795422398684,0.3663829042095105
S1A_10223986,0.2926581803452872,0.46031715932683026
S1A_10249458,0.2860484653504635,0.7465886325204406
S1A_10406996,0.02601598000745795,0.7621871830436489
S1A_10407007,0.10797612084155273,0.2626366374642593
S1A_10423143,0.10590955982253616,0.26031123588232524
S1A_10423167,0.81453695307775,0.3305697461254451
S1A_10428084,0.5398330060677604,0.24229022770895764
S1A_10483505,0.9947981897278184,0.5757308621868114
S1A_10483518,0.07371737443963759,0.423557362169947
S1A_10605048,0.0474412073453434,0.10280330658137879
S1A_10605061,0.028976518466962767,0.1024448642835645
S1A_10607256,0.004685186229031192,0.03453356010780128
S1A_10607278,0.7159299672952941,0.6319665469089508
S1A_10714858,0.9968206583890237,0.35597781364136194
S1A_10714875,0.7124742215541402,0.28766644631801086
S1A_10844708,0.21735437412633735,0.21006260114626962
S1A_11066887,0.10841261501974735,0.09616816832304644
S1A_11160656,0.013082270091379364,0.08987110774598361
S1A_11207629,0.8430646562221223,0.28177507739677987
S1A_11207721,0.8602416671093236,0.15063390164279827
S1A_11207781,0.04710997004500453,0.026895459968899103
S1A_11208352,0.0021557430298351256,0.010540366889829653
S1A_11208433,3.638237807713411e-4,0.0075685202812956
S1A_11718023,0.42369891038572394,0.5816334941806993
S1A_12011526,0.41245750632464884,0.8338453684374838
S1A_12092096,0.3331723740892243,0.3858257004678103
S1A_12130329,0.3858597646225651,0.4256371337120841
S1A_12172907,0.626086831656107,0.7199738779125557
S1A_12192364,0.5658035809251204,0.8563844761297753
S1A_12219139,0.7028589487352275,0.4107989777570419
S1A_12223694,0.7028589487352275,0.4107989777570419
S1A_12375870,0.6258679362535233,0.8817877158211677
S1A_12375898,0.11557484406533797,0.08916994408028293
S1A_12568339,0.5372834517250286,0.8857732836396317
S1A_12587918,0.5384217103337507,0.8482829740803204
S1A_12770438,0.3391016059900692,0.7967904018091
S1A_12770492,0.3832034174935547,0.5796239378300674
S1A_12772631,0.6568731100224798,0.551380156598233
S1A_12822045,0.47688369014452425,0.9109127335650055
S1A_12856045,0.2817099947718527,0.609390885442141
S1A_12919680,0.022573273827203685,0.32079103618482446
S1A_13270454,0.6449825331411831,0.6633720870101067
S1A_13350168,0.6382894087103439,0.7481973024902369
S1A_13382820,0.41771406321206184,0.6983495843459802
S1A_13417684,0.7270043902125307,0.5617215586785955
S1A_13417699,0.9768614158467042,0.43847027971463925
S1A_13456724,0.03575330313491032,5.9050803025437154e-5
S1A_13666679,0.6594845898105323,0.9454062018960608
S1A_13666694,0.8585111661914915,0.9170330884633462
S1A_13666702,0.0920202122277846,0.33101960507853767
S1A_13667563,0.5707620989384884,0.5408347537477494
S1A_13767805,0.5406674909234006,0.5668589044487072
S1A_13767832,0.2575138683471918,0.9927731488725462
S1A_13806217,0.8485410241488865,0.42092480578538083
S1A_13861936,0.35748176277382016,0.17379657819528196
S1A_13940761,0.32996708495925464,0.16822750086112942
S1A_13943348,0.7088744014998314,0.031901597006592404
S1A_14189306,0.12368768907514337,0.5903825791648462
S1A_14189450,0.4556189795117085,0.9553015661998301
S1A_14233808,0.08935607390725357,0.5516686409477032
S1A_14427918,0.8775866517198567,0.20813576584622262
S1A_14430145,0.18667943519313862,0.5273306960416129
S1A_14468537,0.30252554230598466,0.26977312131620806
S1A_14472289,0.7463808026613902,0.697251488719669
S1A_14520423,0.17310173474632273,0.8507969801061688
S1A_14520449,0.5756274952240101,0.5765200767834031
S1A_14593199,0.6066131911943428,0.9413666461649102
S1A_14593220,0.6827982846313894,0.29974325513327144
S1A_14614704,0.14775484440079575,0.6258951869970604
S1A_14614818,0.5762949049713588,0.9535441861367633
S1A_14614832,0.08935607390725357,0.5516686409477032
S1A_14805693,0.42826425674417257,0.11003878502709029
S1A_14805697,0.22178256196389276,0.281118831435649
S1A_14805742,0.5323082992982568,0.8941255235082485
S1A_14805815,0.884414257102621,0.7954840130777983
S1A_14840437,0.3353877101525432,0.5768554434589245
S1A_15034885,0.8194679160708453,0.4792619289454053
S1A_15036494,0.5158719390682791,0.8919220790054834
S1A_15036506,0.3353877101525432,0.5768554434589245
S1A_15036514,0.3353877101525432,0.5768554434589245
S1A_15078283,0.3239670550682544,0.007867292778485437
S1A_15122208,0.8205638520453654,0.6118490748993981
S1A_15182249,0.3353877101525432,0.5768554434589245
S1A_15191232,0.7346933439802421,0.27553535142189717
S1A_15328329,0.5919718588125586,0.8901336186868771
S1A_15516712,0.3353877101525432,0.5768554434589245
S1A_15516825,0.4158561778812637,0.5688904209805183
S1A_15516839,0.8659893192216441,0.7184849362690664
S1A_15686346,0.3353877101525432,0.5768554434589245
S1A_15790766,0.7325174402693224,0.9218375597485094
S1A_15807387,0.9466456614296264,0.8180761925045965
S1A_15955019,0.34097641572411774,0.32634983963393616
S1A_15955034,0.40385152057671225,0.6105558115496612
S1A_15955039,0.46636036977956286,0.7447140347148875
S1A_15978850,0.6245552953585572,0.9768505154264839
S1A_15978865,0.6245552953585572,0.9768505154264839
S1A_15978870,0.346466738535116,0.1753971293488011
S1A_15978903,0.409913495369715,0.7394665115050097
S1A_16023092,0.6659720073906168,0.576287537919181
S1A_16040619,0.3353877101525432,0.5768554434589245
S1A_16280408,0.6944000271566992,0.8675925622634794
S1A_16331030,0.8248655894555417,0.7084791345962592
S1A_16417367,0.6019249845219521,0.7097695740161565
S1A_16852356,0.838432458084444,0.663509864664738
S1A_16914014,0.3353877101525432,0.5768554434589245
S1A_16933262,0.9891043032891036,0.6407398031176869
S1A_16933335,0.9837412429208912,0.8743380046026805
S1A_18458819,0.7383324000748923,0.892493625838481
S1A_18461833,0.9666989001609788,0.5250438605619676
S1A_20028685,0.7276276184075572,0.14540726290761594
S1A_20119369,0.15152753871742403,0.722647249676492
S1A_20158773,0.2143095284422372,0.023733674395323874
S1A_20212520,0.45423033001939295,0.9212948576600675
S1A_20272724,0.34709310873261734,0.163990322945094
S1A_20317965,0.7282845509111777,0.7012771432420417
S1A_20415627,0.8531679243092793,0.9615884640847786
S1A_20415634,0.30891306279029485,0.8420639432901442
S1A_20420194,0.48758116978604205,0.5121513074653024
S1A_20460782,0.9898000013237593,0.4380493346390285
S1A_20745160,0.34709310873261734,0.163990322945094
S1A_20745169,0.6842383632045834,0.7829555632694095
S1A_20745179,0.9968906818130077,0.45037467443747936
S1A_20865030,0.7543892441354049,0.18274834462024503
S1A_20886731,0.5047424733360634,0.16558870104027962
S1A_20889093,0.33283284030115046,0.5834842498427864
S1A_20907484,0.4452180561612439,0.9701323412025734
S1A_20922019,0.7062509166059738,0.678991017115129
S1A_21098850,0.16013789282470742,0.6869481313898186
S1A_21098868,0.554479561058174,0.6063679284705442
S1A_21477986,0.10280441920720139,0.9150155285128012
S1A_21483397,0.536367331525176,0.6316871720450502
S1A_21483452,0.13034643219373293,0.9991088809722743
S1A_21645252,0.010882033091512783,0.0014980379329055922
S1A_21674684,0.18156180206807382,0.013810617647857161
S1A_21674975,0.550320095591521,0.7040256079103216
S1A_22331274,0.15903535015032413,0.012049708885676795
S1A_22535000,0.29189130530318413,0.6089449374922313
S1A_22612418,0.9711963418127982,0.2573996766959632
S1A_22639327,0.5013124328286109,0.7757664618517666
S1A_22661606,0.5013124328286109,0.7757664618517666
S1A_22922588,0.21727657856068963,0.7756673651519991
S1A_23138343,0.15813674464259103,0.03815658364932783
S1A_23152703,0.024666647312373235,0.01898998443787588
S1A_23155641,0.5557915466359956,0.10049028509763172
S1A_23155708,0.5671911386566492,0.7324241152996432
S1A_23155865,0.1359411933527568,0.49216480447498767
S1A_23164133,0.5014293016867426,0.7818152171996324
S1A_23442272,0.5014293016867426,0.7818152171996324
S1A_24247126,0.7293065908611094,0.256222735981171
S1A_24395999,0.22293800273774148,0.020648487805118368
S1A_24428086,0.26078554016830224,0.6831871631279399
S1A_24428106,0.7816890891988475,0.8564329216848012
S1A_24561914,0.7606230768636382,0.28568796336267926
S1A_24772778,0.4454503954404908,0.9457968392054505
S1A_24778651,0.8007383486155473,0.2734400636132057
S1A_24826522,0.25867513992418056,0.01854992673739762
S1A_24946667,0.5463885472116804,0.12799140133863401
S1A_25289361,0.43423916146638863,0.4655002458619065
S1A_25289518,0.8091857088475232,0.38753709862341956
S1A_25289557,0.7209202135457,0.12060253752513217
S1A_25542313,0.7466850980974573,0.2712243931133767
S1A_25704167,0.43423916146638863,0.4655002458619065
S1A_25725731,0.2372653018690436,0.022104287105299623
S1A_25804599,0.12766463503881217,0.02300148831214087
S1A_25938292,0.7567330337169034,0.26650723742689303
S1A_26488669,0.7567330337169034,0.26650723742689303
S1A_26598441,0.2372653018690436,0.022104287105299623
S1A_26598468,0.2961373980194723,0.05093998499430554
S1A_26961879,0.9190896821080503,0.3163623721427184
S1A_27043787,0.08269104344835498,0.0029477242223824667
S1A_27139601,0.38584137512184913,0.1007324325318524
S1A_27192043,0.6602699721888334,0.8327529774524144
S1A_27257601,0.6846347984210488,0.5639281364739084
S1A_28610421,0.9190896821080503,0.3163623721427184
S1A_28663814,0.6602699721888334,0.8327529774524144
S1A_28663820,0.39765994219844414,0.10103130818389124
S1A_28663893,0.015415692978869537,0.675379422198612
S1A_28717259,0.43423916146638863,0.4655002458619065
S1A_28762153,0.3298868769839798,0.07190498915294662
S1A_28894088,0.6675621273588234,0.8296996000671631
S1A_29116428,0.4000824749371241,0.9803860760408212
S1A_29122284,0.07356920334107246,0.002417471981078593
S1A_29789944,0.4693431340672084,0.2665916434236927
S1A_29799231,0.07356920334107246,0.002417471981078593
S1A_30015422,0.6403203139375246,0.8254974356243089
S1A_30118988,0.6514052360668263,0.894242042301453
S1A_30119067,0.7345768227934906,0.3730903357587658
S1A_30191476,0.4148239415620537,0.4556020300895607
S1A_30321888,0.9741011915101082,0.8463517694897411
S1A_30336747,0.6923164756759603,0.6292237358940951
S1A_31254950,0.9139692465743532,0.5683539667558035
S1A_31918096,0.9940223581770736,0.8785773425614745
S1A_31974210,0.6659208861214092,0.7074751786594348
S1A_32282191,0.6659208861214092,0.7074751786594348
S1A_32533905,0.12353571450346154,0.555147697629615
S1A_33369383,0.6659208861214092,0.7074751786594348
S1A_33618583,0.9940223581770736,0.8785773425614745
S1A_33893501,0.7096298847368503,0.10228392094533674
S1A_34656333,0.09768031143681623,0.7117007909766291
S1A_34851632,0.24404192522288282,0.9145153688903734
S1A_34878333,0.7447257469083395,0.3868994208047367
S1A_34881232,0.5180908371330617,0.7073243897488486
S1A_34942089,0.5357334804140259,0.2538274681200499
S1A_34979346,0.6726744173581887,0.8584371532565045
S1A_35111248,0.3458763855156086,0.5038495544528364
S1A_35112952,0.39765921542729854,0.16103637228930073
S1A_35455716,0.9892463229330429,0.32563759455477137
S1A_35530415,0.9570685420988244,0.27298225582743924
S1A_36173814,0.48489212452620545,0.2787074607287171
S1A_36562581,0.27725236614272414,0.1260535001344542
S1A_36605423,0.9190896821080503,0.3163623721427184
S1A_36612835,0.844068722840621,0.26719291036342224
S1A_36824553,0.5114513996068275,0.22106788095942115
S1A_37489975,0.5114513996068275,0.22106788095942115
S1A_37507495,0.6339469637359751,0.39770068724787644
S1A_38715697,0.5009676088886124,0.3351126587812151
S1A_38718101,0.473221072535016,0.1834212935870722
S1A_39183260,0.30802089996954296,0.11877420168599624
S1A_39183475,0.5933792711042729,0.6503053563236221
S1A_39409265,0.1131091658548185,0.804097745446009
S1A_39409268,0.3107631486750175,0.7553801067926003
S1A_39409365,0.9198561283491232,0.279555321588941
S1A_39652795,0.5674157767163103,0.46384520550224084
S1A_39793056,0.20674669656869057,0.2975265111825034
S1A_39896355,0.8336690688524523,0.6803323905579286
S1A_39918639,0.6494634341801593,0.6867974450904946
S1A_40498794,0.589437129859659,0.40378414797296536
S1A_40917621,0.8829690341923898,0.908907244863067
S1A_41074089,0.43473159585030197,0.11840133772833332
S1A_41368108,0.5595700535998478,0.2068818047206473
S1A_41375014,0.4347315235466078,0.12079203298613937
S1A_41393391,0.11740738855138355,0.4593106487422398
S1A_41743658,0.5893413562367529,0.36296661394203433
S1A_41897428,0.24831892008518125,0.45807927589467845
S1A_41901221,0.10419520031249878,0.728200916216621
S1A_42118911,0.2246909424285554,0.5092773743778063
S1A_42151456,0.13980701667716786,0.4666067893323891
S1A_42253306,0.050981079589007314,0.9459681702388834
S1A_43573807,0.7687295882889518,0.9888924521522677
S1A_45588946,0.3708923794161113,0.6742745008713331
S1A_45609712,0.4347315235466078,0.12079203298613937
S1A_45834648,0.4748793553719648,0.8520723388968638
S1A_45855275,0.13289186091950816,0.9580221770115598
S1A_46222270,0.9411739445689044,0.5404741384474536
S1A_46222311,0.4569393031038711,0.36448248792510207
S1A_46276720,0.4120187945485345,0.2303295204372415
S1A_47521369,0.5090724039268024,0.3505188761231002
S1A_47816996,0.2757401615786659,0.722636911719484
S1A_47824957,0.30721861179479076,0.5644667916565438
S1A_48757494,0.5223061524776571,0.7501417522927477
S1A_48793315,0.15243524613167433,0.9635468259220646
S1A_48793364,0.4376441355913476,0.8824203004983987
S1A_48994281,0.522848724078872,0.6277371334209689
S1A_48998793,0.942658470754046,0.41482270849325975
S1A_49004285,0.36860168462306053,0.10607810116630835
S1A_49111238,0.4814278143711507,0.8726904989173553
S1A_49245446,0.6042082850239872,0.4724357031618881
S1A_49254503,0.943608313672507,0.8415920482161136
S1A_49281757,0.62519006654351,0.31963190596861324
S1A_49361479,0.1594594519535159,0.946300098012093
S1A_50915649,0.7000513553112766,0.42217618935641976
S1A_51221934,0.8094481894097671,0.23443433807887218
S1A_51681656,0.8094481894097671,0.23443433807887218
S1A_51692032,0.6368793353554069,0.7464858399681464
S1A_52231514,0.3883411805607577,0.5334620532301857
S1A_52440317,0.6769054696199492,0.3441159164319414
S1A_53437762,0.3689889493384835,0.5869602300568462
S1A_53903789,0.3761399443510416,0.5688133899081713
S1A_54460009,0.32403715601411176,0.8409005052046132
S1A_54460442,0.3761399443510416,0.5688133899081713
S1A_54856729,0.3924108520228343,0.5360376183791125
S1A_56148313,0.3924108520228343,0.5360376183791125
S1A_56164122,0.897695100755921,0.8213895893432731
S1A_57204953,0.3924108520228343,0.5360376183791125
S1A_57399833,0.3813870854275132,0.4734902593119127
S1A_58020065,0.5604803189821908,0.09948117513696306
S1A_58168226,0.19732498281397745,0.8143741780792375
S1A_58479260,0.20525618941296941,0.765658636759459
S1A_58840457,0.9310701314743968,0.293437301790062
S1A_58840466,0.9165075109216063,0.08860494788796412
S1A_59111458,0.884132320988865,0.3474093302636544
S1A_59111490,0.16297386052433566,0.9152251832269402
S1A_60145684,0.40428577531144194,0.16155360776286226
S1A_61006243,0.4070573961958599,0.1273171740585067
S1A_62010013,0.4062367914488245,0.7431954071902933
S1A_62010091,0.16297386052433566,0.9152251832269402
S1A_62010152,0.16823685190354326,0.7268681210169186
S1A_62614546,0.16823685190354326,0.7268681210169186
S1A_64548817,0.5423565916401499,0.9987718051330198
S1A_64835777,0.6347138982853096,0.9714541548960343
S1A_66176037,0.13631196978079463,0.9528162906295223
S1A_66176109,0.14288103584041564,0.7377417220687041
S1A_67467673,0.13631196978079463,0.9528162906295223
S1A_68536174,0.5917502831017132,0.9982577554412861
S1A_71445206,0.413492031898555,0.4970915779001992
S1A_71775630,0.4487632180268335,0.6985743753162623
S1A_71775643,0.6822259529869645,0.9339106818729535
S1A_72554075,0.6663899523125985,0.6608485248805125
S1A_73310721,0.5612676309639771,0.6323072184908864
S1A_73321370,0.413492031898555,0.4970915779001992
S1A_76031032,0.5472151668278442,0.6548921947203443
S1A_76365563,0.4575399302666262,0.17676662263322074
S1A_78330704,0.21275429418244698,0.8677216269405961
S1A_78964544,0.5381729320417683,0.8348383919999824
S1A_78964546,0.2869365557335705,0.9465327557083112
S1A_79111900,0.15500490687163462,0.6487233795843995
S1A_82184943,0.0023365948181550394,0.02076326122613404
S1A_85337432,0.7712631786972737,0.13241404193972192
S1A_85903707,0.3566594451977616,0.5260408130362102
S1A_89547820,0.7191537712274392,0.40138593786965404
S1A_90108210,0.3566594451977616,0.5260408130362102
S1A_91175575,0.3566594451977616,0.5260408130362102
S1A_91413161,0.43825769525955227,0.6687098797620897
S1A_95055013,0.443888495001049,0.4518583945132134
S1A_95313767,0.2652640457959227,0.5130305546082068
S1A_95833703,0.6534341463865162,0.11662764791010019
S1A_96312262,0.5211023173157856,0.16261030581339458
S1A_98524891,0.5544440190363198,0.18547565187536955
S1A_98524914,0.3055913684908919,0.5530235379850228
S1A_99009761,0.4741193992000543,0.45475559990072667
S1A_99663780,0.5467784785490264,0.9802824240748391
S1A_99753936,0.8869650840269565,0.7510433431725403
S1A_99867642,0.253000042802285,0.6205580067193314
S1A_99867645,0.4645497861907769,0.9120503394979934
S1A_99869655,0.3751296466466105,0.2785903849419325
S1A_99912918,0.36630825184194027,0.8489929027122567
S1A_100272316,0.4356637903519177,0.4746190815959269
S1A_101243214,0.50153607567562275,0.5949425125984042
S1A_101243366,0.12960105255681767,0.6934825194724981
S1A_101379465,0.3783186651063476,0.4908450787279014
S1A_102252708,0.3567037345998969,0.11289739714751028
S1A_102889522,0.3341923781845787,0.4527139657263538
S1A_103629939,0.5606649406447201,0.48377732051552325
S1A_104208322,0.20676741571211546,0.8294791771398724
S1A_104222428,0.3783186651063476,0.4908450787279014
S1A_104921251,0.20676741571211546,0.8294791771398724
S1A_106217988,0.19369285095329733,0.8633360614442714
S1A_107103997,0.7279253401458068,0.09828601400369973
S1A_108912343,0.8261625355987436,0.21112391004028963
S1A_118848158,0.3088520922489969,0.6598300972653997
S1A_119710934,0.15224965919428973,0.7075162605302917
S1A_124479544,0.34598348404850754,0.5205349253928151
S1A_125146886,0.34598348404850754,0.5205349253928151
S1A_126515565,0.7854819595394675,0.03551503425241075
S1A_133414652,0.001608923732556291,0.012785287137903507
S1A_150546706,0.9320965458782943,0.7445916218315342
S1A_155708291,0.6464411498799174,0.41245958026977114
S1A_162883674,0.06628585721941754,0.32054619864074313
S1A_171194602,0.26972096502625925,0.26731985217152987
S1A_171194605,0.11822377818101966,0.36086498052463234
S1A_171797188,0.03599335468164145,0.011679316451445255
S1A_173272168,0.1349398936411719,0.1333169394325341
S1A_175076200,0.11310413194607402,0.48338427697198416
S1A_176898771,0.02717043231923241,0.04482549844569317
S1A_177513636,0.31618443010226976,0.3525806810497285
S1A_180001065,0.4627281967495338,0.604208889718463
S1A_181886331,0.08329444062726821,0.030251736397573312
S1A_192592225,0.13426084047755774,0.14491367264664373
S1A_208718132,0.6848355697189236,0.27185591862557595
S1A_208718176,0.5809126017895363,0.6582872447834442
S1A_213605752,0.09101103096157583,0.6333036862094085
S1A_219369883,0.38556570642569354,0.49856557643057264
S1A_220176480,0.9791650705850758,0.2604707051954322
S1A_221755123,0.3941418944828017,0.49211415644734713
S1A_221795939,0.9190896821080503,0.3163623721427184
S1A_230726899,0.3941418944828017,0.49211415644734713
S1A_237613227,0.8173309006464661,0.9170383656741792
S1A_238691007,0.3941418944828017,0.49211415644734713
S1A_243749582,0.6516498800840123,0.8847593989570859
S1A_244496871,0.3941418944828017,0.49211415644734713
S1A_252094907,0.7028604219493294,0.08446893417021521
S1A_255875099,0.30588345138510725,0.06790252166315897
S1A_256921241,0.7900628933788696,0.1641987458783635
S1A_256928919,0.9791650705850758,0.2604707051954322
S1A_258451347,0.5652991609281002,0.018963861838028576
S1A_259478516,0.5449521776453251,0.3428495117233509
S1A_261746066,0.5449521776453251,0.3428495117233509
S1A_262128453,0.5449521776453251,0.3428495117233509
S1A_262443087,0.7158828961816481,0.13674636298576273
S1A_264627084,0.16679800853601445,0.7509327771642861
S1A_264984531,0.5449521776453251,0.3428495117233509
S1A_266198813,0.6075521265386741,0.7368484257904093
S1A_267186876,0.5449521776453251,0.3428495117233509
S1A_268120982,0.5449521776453251,0.3428495117233509
S1A_268930562,0.5449521776453251,0.3428495117233509
S1A_270575281,0.5449521776453251,0.3428495117233509
S1A_273506828,0.5449521776453251,0.3428495117233509
S1A_274207546,0.5449521776453251,0.3428495117233509
S1A_275765978,0.11245415645865402,0.18049399231582625
S1A_278230314,0.5449521776453251,0.3428495117233509
S1A_279293102,0.5449521776453251,0.3428495117233509
S1A_283855283,0.9019770331875884,0.22230694341233986
S1A_285206887,0.6418492018368764,0.2979998239435318
S1A_285351710,0.9980392374410636,0.26904377475163793
S1A_285635261,0.6418492018368764,0.2979998239435318
S1A_287297753,0.5020801293336357,0.09344472160347782
S1A_288479310,0.629018328173728,0.30971143364071907
S1A_289268398,0.629018328173728,0.30971143364071907
S1A_289914836,0.8850759936400157,0.0985236184226649
S1A_290588945,0.9842435582400474,0.28254776734578735
S1A_290732234,0.629018328173728,0.30971143364071907
S1A_290955784,0.5402551957511728,0.4193840163152198
S1A_291616981,0.2571089304968798,0.33013012286485666
S1A_291617008,0.24388411779456495,0.09529400634142982
S1A_292360052,0.4962040839228994,0.4818950574135996
S1A_293246145,0.46948743370112045,0.16369903278414988
S1A_294513533,0.4922841276869495,0.5938640762330507
