id,p_WDR,p_SNB,p_days_to_head
S1A_8152172,0.3749713655289024,0.4518539007690707,0.4343787721458078
S1A_8174650,0.6835851331971123,0.513862541435876,0.5313798640428704
S1A_8174678,0.3536909693672359,0.9294627078220302,0.5703352646342794
S1A_8295817,0.14672843170426603,0.901564788874775,0.9559715621629634
S1A_8297293,0.08711227894555068,0.8505710656098373,0.1504731274841108
S1A_8320421,0.8021341373488908,0.3781827195314591,0.36245246023955324
S1A_8320460,0.835587877350529,0.7241719626388241,0.3403756833603434
S1A_8401041,0.6047665086362501,0.6783920583317267,0.55178714660154915
S1A_8434128,0.7614255249899415,0.7759412909318846,0.6730762305556681
S1A_8435419,0.524761635042018,0.8330395173466016,0.5432577182562461
S1A_8500746,0.36171520336505225,NA,0.901593144978666
S1A_8515990,0.04827663479696585,0.48759867607666363,0.4667644119640998
S1A_8516115,0.19665260124253994,0.40414557902717796,0.7959862872013413
S1A_8574911,0.24389405939047093,0.7555380000201174,0.7344921582601391
S1A_8574914,0.3949927944278703,NA,0.7878930851470687
S1A_8574966,0.7749211028043974,0.6050055050517648,0.5483774102632206
S1A_8575021,0.05948525735434498,NA,0.24934791880619647
S1A_8633498,0.22420881000535042,0.09290525749663375,0.6624575431245652
S1A_8668367,0.5067463545945614,0.8330395173466016,0.2824727074933819
S1A_8688915,0.550344968434513,0.41455068046065824,0.26698441281105234
S1A_8688923,0.3130328629367682,0.6987184282858472,0.5149087867261051
S1A_8704379,0.5171719675089802,0.8330395173466016,0.25732857783190066
S1A_8717129,0.3973036727754794,0.48759867607666363,0.7259819853859585
S1A_8719018,0.47289300015380387,0.9286061430213675,0.18283897749136535
S1A_9104582,0.5528961433511068,0.07330114262045,0.9113145390104851
S1A_9213998,0.1659220200654899,0.8683669719110747,0.19603185698815337
S1A_9236441,0.9305341538894123,0.30264340704120196,0.5499131195704534
S1A_9236464,0.3666607058140615,0.6996010052371555,0.4939836261253838
S1A_9236474,0.39098356841381654,0.48759867607666363,0.7004496649085477
S1A_9236507,0.08977390842978054,0.07994940376297195,0.14441565956100422
S1A_9236518,0.5249262311028206,0.4532789412082051,0.9040175144217321
S1A_9236540,0.8855689539808493,0.8050347994520024,0.7819559841658525
S1A_9544932,0.3361024200678582,0.5178131839878104,0.4556683105572519
S1A_9558860,0.4323233425093861,0.47524964141620885,0.40894843196575337
S1A_9565863,0.8295623698681016,0.47524964141620885,0.5725441666000692
S1A_9582910,0.06976680863241656,0.8032597450354328,0.97498368790497425
S1A_9600607,0.07027645242936616,NA,0.6243400693640551
S1A_9605976,0.1600589962375853,NA,0.6615395720050989
S1A_9763236,0.43720844130078274,0.832639938751071,0.521497888904159
S1A_9940119,0.08659452513249391,0.8032597450354328,0.719511183555408
S1A_9954146,0.5524552798120179,NA,0.6522772886637223
S1A_9968711,0.6875803739676409,0.3391082351936182,0.4809667699165976
S1A_9971970,0.6748065535387484,0.3083884391148449,0.1487892126428229
S1A_9972042,0.5957123100920624,0.45912922499380837,0.4010210497922081
S1A_9972049,0.4231776238008983,0.5341542009940039,0.390866700095589
S1A_9973220,0.45119812139921645,0.5589481947593428,0.4813778620728215
S1A_10122169,0.22367254531734906,0.425097899447189,0.7698102439212301
S1A_10132752,0.192393802775434,0.27824094995992227,0.7342887428533075
S1A_10151390,0.1501436424757857,NA,0.9893028016626588
S1A_10210891,0.11573978633019191,0.4826736679700431,0.38038946348889024
S1A_10214692,0.5132075224733981,NA,0.15368975370427831
S1A_10214731,0.026643854407218195,0.375168121336629,0.5676609586717246
S1A_10223986,0.6710436238808173,0.804554957376565,0.21268797183201957
S1A_10249458,0.09911371133812194,0.39826661888380754,0.6098544346003437
S1A_10406996,0.15896888361216263,0.5867757216244898,0.9960207265713097
S1A_10407007,0.1308184893046785,0.4488283836397734,0.34861584118099875
S1A_10423143,0.04675659725751747,0.17140986372206235,0.5852028684941388
S1A_10423167,0.2506040476156652,0.8081583642252431,0.408749420532437
S1A_10428084,0.9782139213208279,NA,0.2320751165281915
S1A_10483505,0.46152528959293726,0.9464764440767793,0.6326713249432163
S1A_10483518,0.9619936584118641,0.46139858615882845,0.35113218175801764
S1A_10605048,0.7557521119519426,0.3930822475029617,0.2007589447565546
S1A_10605061,0.6975551776456357,0.278240950007482,0.4818465538847354
S1A_10607256,0.06531720059586867,0.4779523418035607,0.18430807516156425
S1A_10607278,0.011294899668803926,0.9380778009955032,0.44717378731917856
S1A_10714858,0.06937007933229769,0.4510159812234259,0.7154426384137926
S1A_10714875,0.4678099025374136,NA,0.7687759429536462
S1A_10844708,0.007401854662413925,0.26907281518353426,0.7278673881935638
S1A_11066887,0.4131235963408747,0.3431077166754323,0.15255417545017466
S1A_11160656,0.06727666599777009,0.500958828073337,0.36547188573219547
S1A_11207629,0.4669742843522632,NA,0.7947375895862545
S1A_11207721,0.03910056466890279,0.26907281518353426,0.3198033376020276
S1A_11207781,0.13447999572359648,0.06781442398763068,0.2874759427556411
S1A_11208352,0.051893474566765956,0.20380669477624314,0.040098849557042085
S1A_11208433,0.20194090975730877,0.8050347994520024,0.048921656198854205
S1A_11718023,0.16483360619039408,NA,0.6334508363397586
S1A_12011526,0.18500264649558573,0.7348316820903642,0.27094472944260706
S1A_12092096,0.015741864189856448,0.7129229927991865,0.9436099923253017
S1A_12130329,0.31566436155173877,0.4487210249806518,0.1007255811781774
S1A_12172907,0.3523522656447775,0.3976461595014775,0.16894960460851266
S1A_12192364,0.14644075055385258,NA,0.5251323142972799
S1A_12219139,0.08450514512054903,0.5723618171784536,0.706939358908901
S1A_12223694,0.08450514512054903,0.5723618171784536,0.706939358908901
S1A_12375870,0.3091778694045171,0.907401883212829,0.8354577904696279
S1A_12375898,0.5698551737635181,0.9796729833227199,0.6015764467607605
S1A_12568339,0.16111764630773448,NA,0.47309012558212904
S1A_12587918,0.5456132214095972,0.34648047974883955,0.8942777464497046
S1A_12770438,0.6552024813873193,0.8050347994520024,0.4431002629479651
S1A_12770492,0.4163934694398963,0.5723618171784536,0.2817446164935957
S1A_12772631,0.964845654850718,NA,0.8626834722217753
S1A_12822045,0.45518945580599934,0.99462243039319,0.15984569613851446
S1A_12856045,0.16611322670868314,NA,0.6169766516863066
S1A_12919680,0.06993844550162855,NA,0.17141319963073368
S1A_13270454,0.8035790687157875,0.8153140592993537,0.3907632628296638
S1A_13350168,0.7173563334541608,0.7202173514288259,0.6925945816537682
S1A_13382820,0.294609068941988,0.99462243039319,0.41010188243568624
S1A_13417684,0.5726277027763362,0.5167539583389634,0.2301292054530984
S1A_13417699,0.18707155220625926,0.5167539583389634,0.394700653730908
S1A_13456724,0.26512993952273567,0.0068860700770150335,0.040440838982533554
S1A_13666679,0.7139945522900063,0.7011557320608974,0.8613169579729114
S1A_13666694,0.024719859377439105,0.6256254743423196,0.8091019524051123
S1A_13666702,0.9009581841413367,0.8050347994520024,0.4409586100068127
S1A_13667563,0.25717033306142123,0.8050347994520024,0.19528212261890232
S1A_13767805,0.2245495299856596,0.6207708367530453,0.16272885477111526
S1A_13767832,0.8414284927387279,0.5592075567719922,0.6031786048929415
S1A_13806217,0.26284566140716314,0.5850238155386733,0.7488427589021158
S1A_13861936,0.1759311451804799,0.22684693672822145,0.4189203307038004
S1A_13940761,0.1823065555945425,0.2674698671081981,0.42403095889636677
S1A_13943348,0.23868649088232308,0.1426674389707134,0.9846342507208953
S1A_14189306,0.08194608069955925,NA,0.24908932386590946
S1A_14189450,0.04127613983570132,0.477072916715356,0.9472400983940752
S1A_14233808,0.16336255309796047,NA,0.22647833979134255
S1A_14427918,0.4424103224380843,0.477072916715356,0.5980044751424374
S1A_14430145,0.8179029773224368,0.6561575131932127,0.27311382614250806
S1A_14468537,0.5513718264866652,0.2423719846846911,0.12845172283141634
S1A_14472289,0.24898577500882654,0.2423719846846911,0.27247991628924745
S1A_14520423,0.6397524062226996,0.546617335186621,0.4524709803505046
S1A_14520449,0.18544117303397212,0.546617335186621,0.8814891821465494
S1A_14593199,0.4749884746852492,NA,0.6699857255051681
S1A_14593220,0.018933236685161614,0.14601028761750529,0.7450319444895763
S1A_14614704,0.328809751767109,NA,0.4358450810836597
S1A_14614818,0.7887789887759624,0.5592075567719922,0.24778810416298794
S1A_14614832,0.16336255309796047,NA,0.22647833979134255
S1A_14805693,0.15643668435627672,0.8078139345305035,0.04106398843103051
S1A_14805697,0.0830566984397335,0.743859099073309,0.08443873597474999
S1A_14805742,0.8309524943999882,NA,0.9043045520268131
S1A_14805815,0.4355991214737047,0.9197389958831235,0.5466876879157532
S1A_14840437,0.2411574674174915,NA,0.8715255208712964
S1A_15034885,0.16235627157928273,0.4618579921540632,0.7945877482657495
S1A_15036494,0.44342968582719033,0.9553328982739319,0.5476357808426282
S1A_15036506,0.2411574674174915,NA,0.8715255208712964
S1A_15036514,0.2411574674174915,NA,0.8715255208712964
S1A_15078283,0.9988530633034892,0.009651465316895428,0.013787811417615047
S1A_15122208,0.7838552439124893,0.6925181935275146,0.9649048172634089
S1A_15182249,0.2411574674174915,NA,0.8715255208712964
S1A_15191232,0.3935868526076246,0.13278652593445633,0.9006707972213781
S1A_15328329,0.06257359770227544,0.43426198533869387,0.8585886255985715
S1A_15516712,0.2411574674174915,NA,0.8715255208712964
S1A_15516825,0.5692834021517439,0.8050347994520024,0.9671536890313924
S1A_15516839,0.17597371456552544,0.9078857821901589,0.566663504297488
S1A_15686346,0.2411574674174915,NA,0.8715255208712964
S1A_15790766,0.08300287709905785,0.4593858462281183,0.9328531707526775
S1A_15807387,0.1404053016202498,0.459385845733288,0.9147237378905917
S1A_15955019,0.028809516731887065,0.15919646458957465,0.7230525941276446
S1A_15955034,0.06484130424358317,0.18584114747215352,0.868855513326091
S1A_15955039,0.049968680567575974,0.18584114747215352,0.7109172252598653
S1A_15978850,0.009073526392082915,0.5870397259968387,0.6071640814895587
S1A_15978865,0.009073526392082915,0.5870397259968387,0.6071640814895587
S1A_15978870,0.6778842511172759,0.6108257921916043,0.1252068255089602
S1A_15978903,0.7447979048822817,0.7554477101181389,0.3755219786399471
S1A_16023092,0.31800845496756364,0.8502644455282184,0.7390218299154317
S1A_16040619,0.2411574674174915,NA,0.8715255208712964
S1A_16280408,0.2973031065734893,0.021597746404761836,0.2829540601811176
S1A_16331030,0.16939188604482378,0.4593858462281183,0.6010977593836848
S1A_16417367,0.8595545377707751,0.5592075567719922,0.5916789885557212
S1A_16852356,0.11520716597156022,0.49224343655607816,0.8274505623221384
S1A_16914014,0.2411574674174915,NA,0.8715255208712964
S1A_16933262,0.17861822375851336,0.49224343655607816,0.7450938617015994
S1A_16933335,0.2775502842392007,0.3747175626249222,0.4948935464518116
S1A_18458819,0.544460078940096,0.38749914808670927,0.7146017696824213
S1A_18461833,0.153103122522137,0.4282797320521158,0.5952067181547337
S1A_20028685,0.8513910434348363,0.06860267002862773,0.3807097680422955
S1A_20119369,0.8823782772116411,0.6666571578842095,0.3406526924967638
S1A_20158773,0.050253090138725844,0.1519643691959843,0.0918208885817932
S1A_20212520,0.12741331216714066,0.4003808503738354,0.8372106443703078
S1A_20272724,0.36171520336505225,NA,0.901593144978666
S1A_20317965,0.8525268836180644,0.7011859642939384,0.7673194674817386
S1A_20415627,0.1437684733703375,0.7360122339469513,0.9034096167063244
S1A_20415634,0.32942148680056915,0.7360122337577704,0.8281328001815673
S1A_20420194,0.29434540970467565,NA,0.7130932675602453
S1A_20460782,0.5796193007279382,NA,0.8945977108496116
S1A_20745160,0.36171520336505225,NA,0.901593144978666
S1A_20745169,0.4767345027720492,NA,0.87317361383279
S1A_20745179,0.735385140177939,NA,0.906990187090666
S1A_20865030,0.49432176288836116,0.5235373253872584,0.08108629104630045
S1A_20886731,0.11365440606755373,0.5325149789259838,0.6266341114143827
S1A_20889093,0.9333482555962991,0.4542290303621701,0.9656687653306384
S1A_20907484,0.17377874225902645,0.4361925013541086,0.9717914324983215
S1A_20922019,0.6812201427223379,0.7140761963670768,0.6243435554460091
S1A_21098850,0.28971701923243315,NA,0.46651699198194263
S1A_21098868,0.28727928532508734,NA,0.6271713696209056
S1A_21477986,0.08832624724093181,0.19914062540937763,0.19074584360415286
S1A_21483397,0.26637610395287026,NA,0.6278789124867714
S1A_21483452,0.07587612959901258,NA,0.7100040349973649
S1A_21645252,5.180332640561859e-6,0.401540036566459,0.05157543140334522
S1A_21674684,0.002001173395194308,0.3430639002480267,0.10184250894050038
S1A_21674975,0.23147885433470042,NA,0.5926074659283634
S1A_22331274,6.023481935137875e-4,0.9188206441728844,0.1193718623415665
S1A_22535000,0.4161659305858475,0.5802136743165711,0.7608782060527804
S1A_22612418,0.04681868654568026,0.5802136743165711,0.8266438510405818
S1A_22639327,0.12584719533466202,NA,0.8048368640884177
S1A_22661606,0.12584719533466202,NA,0.8048368640884177
S1A_22922588,0.5417673229628326,NA,0.9095772388753716
S1A_23138343,0.478195331945808,0.47854029663902586,0.5151984027613175
S1A_23152703,0.018410804649170966,0.47854029663902586,0.5224710839302373
S1A_23155641,0.5610799299276694,0.5802136743165711,0.7347082594709502
S1A_23155708,0.229042328963673,0.17478841662148856,0.3935448770434422
S1A_23155865,0.8305376130413354,0.7947810875390071,0.4652088801560007
S1A_23164133,0.10818103260895491,NA,0.7644387739327577
S1A_23442272,0.10818103260895491,NA,0.7644387739327577
S1A_24247126,0.6237236711751364,NA,0.6961863551679217
S1A_24395999,0.34964239820576015,0.10135559476946199,0.365219083607646
S1A_24428086,0.49031618117852616,0.48734564847947126,0.3635337449890198
S1A_24428106,0.3187058575105936,0.4688310897799842,0.2732231786015744
S1A_24561914,0.09478061445968428,0.48759867607666363,0.9925626131934513
S1A_24772778,0.2689446365713601,0.8050347994520024,0.7563298049256053
S1A_24778651,0.6019016533653787,NA,0.705077640276438
S1A_24826522,0.23688040696659446,0.024348148497085293,0.26389949579042815
S1A_24946667,0.7921582184831302,NA,0.8161096011391809
S1A_25289361,0.40366487225528647,0.48759867607666363,0.743111285176948
S1A_25289518,0.9960434916288794,NA,0.5441405667735374
S1A_25289557,0.20640692590317095,0.8908433948127154,0.4387987758198375
S1A_25542313,0.6590942241193364,0.22331196445418067,0.969035670194659
S1A_25704167,0.40366487225528647,0.48759867607666363,0.743111285176948
S1A_25725731,0.3222270375108993,0.09476720256642891,0.426627644597413
S1A_25804599,0.02410807620968246,0.09476720256642891,0.31017415075930255
S1A_25938292,0.624803716985842,NA,0.8344376565619847
S1A_26488669,0.624803716985842,NA,0.8344376565619847
S1A_26598441,0.3222270375108993,0.09476720256642891,0.426627644597413
S1A_26598468,0.12770912401590348,0.3596156186312257,0.48199691174673576
S1A_26961879,0.05934583508292218,0.48759867607666363,0.8263269074059847
S1A_27043787,0.041261875479622026,0.24904340756653626,0.20012778978606963
S1A_27139601,0.7513442883060846,0.2873229574230572,0.953313942256519
S1A_27192043,0.2425096276398331,NA,0.9813141903866145
S1A_27257601,0.4956595839649355,NA,0.7560172849348112
S1A_28610421,0.05934583508292218,0.48759867607666363,0.8263269074059847
S1A_28663814,0.2425096276398331,NA,0.9813141903866145
S1A_28663820,0.2844409451868074,0.10365488194671538,0.4541637873012503
S1A_28663893,0.8358109822407205,0.7670522877828454,0.8852516283395422
S1A_28717259,0.40366487225528647,0.48759867607666363,0.743111285176948
S1A_28762153,0.7309244639147262,0.2873229574230572,0.9116012590088113
S1A_28894088,0.5596676907538356,0.22331196445418067,0.5267819069913466
S1A_29116428,0.36984563895880407,NA,0.670002775771571
S1A_29122284,0.054117121456809615,0.12109755967691167,0.32421593865894593
S1A_29789944,0.13503798006216328,0.48759867607666363,0.8796571159000509
S1A_29799231,0.054117121456809615,0.12109755967691167,0.32421593865894593
S1A_30015422,0.24205741224474397,NA,0.688224284136097
S1A_30118988,0.29111662103745983,0.8050347994520024,0.3959190570338469
S1A_30119067,0.24590101045763313,0.9506571784173714,0.535762733029179
S1A_30191476,0.4439289816703784,0.48759867607666363,0.7866547615059044
S1A_30321888,0.2938345839210679,NA,0.7215166729993885
S1A_30336747,0.2746276601090046,0.8050347994520024,0.6138576569011611
S1A_31254950,0.5782711911887248,NA,0.6899892557775739
S1A_31918096,0.274407931961778,NA,0.8703914387039348
S1A_31974210,0.5278147194435685,NA,0.8443426537029399
S1A_32282191,0.5278147194435685,NA,0.8443426537029399
S1A_32533905,0.5069333238566678,0.3422498015733153,0.8726417958655079
S1A_33369383,0.5278147194435685,NA,0.8443426537029399
S1A_33618583,0.274407931961778,NA,0.8703914387039348
S1A_33893501,0.03505669941489276,0.48759867607666363,0.6499676053838781
S1A_34656333,0.20170461694775002,NA,0.6578163816979554
S1A_34851632,0.3005108156405241,NA,0.7372250927655277
S1A_34878333,0.5873201021119436,NA,0.6790240231269381
S1A_34881232,0.5357725375153097,NA,0.775629189280425
S1A_34942089,0.7550716680556177,NA,0.8271384822397908
S1A_34979346,0.7797628047244065,0.9201532870086699,0.6755170349167591
S1A_35111248,0.5301407907509988,0.8050347994520024,0.5202011890618916
S1A_35112952,0.9463871134143945,NA,0.9471683585255462
S1A_35455716,0.240859441204047,0.8050347994520024,0.43869147059380176
S1A_35530415,0.8052731091415624,NA,0.7438767543826181
S1A_36173814,0.4936640039737812,NA,0.917894349922282
S1A_36562581,0.8143247023658844,NA,0.9626710646897091
S1A_36605423,0.05934583508292218,0.48759867607666363,0.8263269074059847
S1A_36612835,0.4349213612793821,0.0036582521302934005,0.6898954534050933
S1A_36824553,0.3506393393323838,0.256618898155135,0.29280637888891253
S1A_37489975,0.3506393393323838,0.256618898155135,0.29280637888891253
S1A_37507495,0.883089061183445,0.5240933598846355,0.24453439579805916
S1A_38715697,0.8180157427518782,0.19191641137290938,0.46755384549261525
S1A_38718101,0.3211214277635595,0.256618898155135,0.3291131898494607
S1A_39183260,0.6412156568234786,0.15708678518576252,0.4956184687334717
S1A_39183475,0.4229417660862519,0.36341196125218445,0.880094505722252
S1A_39409265,0.9800666351865581,NA,0.9001566800781124
S1A_39409268,0.7095076987951309,0.8050347994520024,0.9931441183663546
S1A_39409365,0.8467548349505569,0.18278526189342217,0.7184050051764094
S1A_39652795,0.46561901754619606,0.5439231817533988,0.18802860485220624
S1A_39793056,0.7305428958519712,0.007927223012785681,0.8795034605518719
S1A_39896355,0.4067644687280718,0.02529060732322458,0.2580896105214843
S1A_39918639,0.6393682484828065,0.2220490238586031,0.3456248609978867
S1A_40498794,0.8211536166414354,0.1049794028668782,0.0575530362789317
S1A_40917621,0.6563225666202165,0.34807559800396914,0.6890962896566243
S1A_41074089,0.9166554014971939,NA,0.8228871822904125
S1A_41368108,0.34636659676452797,0.24872100288964089,0.2919384338103215
S1A_41375014,0.9166554014971939,NA,0.8493820847322467
S1A_41393391,0.7734866165960688,0.029666624225051764,0.15975701067769632
S1A_41743658,0.3329212064828381,0.5180390732219584,0.8031726542764346
S1A_41897428,0.49451958955129516,0.015187268595691975,0.21681746434900448
S1A_41901221,0.9142696089027665,NA,0.7875596277837896
S1A_42118911,0.6544423550074299,0.012971123810790328,0.23808903769370002
S1A_42151456,0.8933154054858383,0.012971123810790328,0.21678324575297223
S1A_42253306,0.15206515350516817,0.10564408803275376,0.914739226971849
S1A_43573807,0.7838987738152178,NA,0.5466159297705822
S1A_45588946,0.4399799242577913,0.05816094684220826,0.4559754175427104
S1A_45609712,0.9166554014971939,NA,0.8493820847322467
S1A_45834648,0.2698080870342033,0.03507053070803025,0.7312248010547815
S1A_45855275,0.6851050291493099,0.4584792101186961,0.4375871533581134
S1A_46222270,0.44885605454142474,0.03465752362566667,0.2901923359228536
S1A_46222311,0.8890393547875781,0.0349754377999234,0.06398232569496315
S1A_46276720,0.6093201448311185,0.05552805103939098,0.3463340948225164
S1A_47521369,0.9770377303154111,0.0416278313916916,0.08229693319556541
S1A_47816996,0.5194843203684006,0.2115307560011022,0.8833488264853228
S1A_47824957,0.4879302829079132,0.48759867607666363,0.7137344189688766
S1A_48757494,0.3879958846766778,0.05459555704686868,0.22973558332054153
S1A_48793315,0.6071793173992902,0.48759867607666363,0.3140775169530836
S1A_48793364,0.7688387170238214,0.05459555702120331,0.12748162501905805
S1A_48994281,0.47438913444349406,0.06950293350283156,0.223562520100969
S1A_48998793,0.9179437482390322,0.7894599626299648,0.582087135603601
S1A_49004285,0.877520481408024,NA,0.8375739559662572
S1A_49111238,0.7741438810546233,0.10426944651671786,0.12465088381511209
S1A_49245446,0.9947818096964312,0.10426944651671786,0.06360368115973362
S1A_49254503,0.8280029414140094,0.10426944651671786,0.10866027193486927
S1A_49281757,0.8332540367474548,0.755077948114335,0.47049873624899075
S1A_49361479,0.6349326302995695,0.48759867607666363,0.364496239556406
S1A_50915649,0.8253312795638157,0.0904176032503397,0.13655975594308525
S1A_51221934,0.7647759423692612,NA,0.8428423040270216
S1A_51681656,0.7647759423692612,NA,0.8428423040270216
S1A_51692032,0.6135313812116818,NA,0.9643356313979479
S1A_52231514,0.2469478158167213,NA,0.4164403128453704
S1A_52440317,0.4086293583324606,0.6269531609322077,0.28583668602707296
S1A_53437762,0.2383612225400345,NA,0.4253518457827813
S1A_53903789,0.23165085060548515,NA,0.4696864728610286
S1A_54460009,0.5672376842475895,0.957481895999825,0.6648657839647565
S1A_54460442,0.23165085060548515,NA,0.4696864728610286
S1A_54856729,0.2739408018758081,NA,0.4930794239940379
S1A_56148313,0.2739408018758081,NA,0.4930794239940379
S1A_56164122,0.5072087683424572,NA,0.5107152532365393
S1A_57204953,0.2739408018758081,NA,0.4930794239940379
S1A_57399833,0.4029753831788814,0.48759867607666363,0.875252591493366
S1A_58020065,0.9380255851638613,NA,0.9810362760250149
S1A_58168226,0.80830424372731,0.8050347994520024,0.9618036344191894
S1A_58479260,0.8493491240917594,0.8050347994520024,0.9531839027024208
S1A_58840457,0.5251202762690209,0.04258271966964204,0.14530683008031886
S1A_58840466,0.5671907667252073,0.1707230145048416,0.4655492232794165
S1A_59111458,0.06907765381336735,0.48759867607666363,0.8555120426198208
S1A_59111490,0.6089236622369816,0.48759867607666363,0.4432121130894001
S1A_60145684,0.6503128113996044,NA,0.6028224211104349
S1A_61006243,0.3386651554995366,NA,0.6824611140161527
S1A_62010013,0.23771284906673348,NA,0.2418050372382769
S1A_62010091,0.6089236622369816,0.48759867607666363,0.4432121130894001
S1A_62010152,0.8620366929814739,0.8050347994520024,0.9556813494081049
