id,p_days_to_head,p_Height,p_Awns
S1A_118848158,0.8792275243479946,0.8451427876459817,0.6107340955196605
S1A_119710934,0.9400313031489764,0.3540371914623168,0.979008141471798
S1A_125146886,0.6357391061293972,0.3300191984537726,0.6120291793593551
S1A_131521539,0.7711312819713846,0.288214578409136,0.46556310992477445
S1A_170503438,0.39828634438327715,0.13218355262071385,0.6163088138968933
S1A_219369883,0.9721354399583428,0.48696572515660697,0.2872509972581009
S1A_220176480,0.829816984055567,0.3186909542520169,0.44455189802795014
S1A_221795939,0.9659190998294782,0.4445034869528047,0.19079692358377084
S1A_227196936,0.14492421849036136,0.8172638595045448,0.07410012156602623
S1A_238691007,0.9038173079091357,0.5483744477777808,0.3293864777678108
S1A_255875099,0.20234982671108978,0.030364539265145336,0.029847486846335865
S1A_256921241,0.5741509740362439,0.4237612242111606,0.31998942173809525
S1A_259478516,0.7810143135228913,0.5657321029263918,0.2694010205639522
S1A_262443087,0.6867452880588436,0.7154652815173637,0.0741414343285198
S1A_264984531,0.9577860475155853,0.7720766983027584,0.18119752625118526
S1A_268930562,0.7596975589925935,0.8064559388582626,0.13720098225829816
S1A_270575281,0.8309941891087166,0.39547153894215337,0.2330941072197084
S1A_273506828,0.696430326420657,0.5271383694171031,0.2120170344862738
S1A_278230314,0.7077899998751056,0.6828162177485215,0.1718665413766044
S1A_285351710,0.9060481489941281,0.5365031348420399,0.23410905511717
S1A_285635261,0.9938280743815444,0.6396376993414534,0.5863567200677772
S1A_288479310,0.8229136138651295,0.739304427283154,0.3112982880222708
S1A_289268398,0.9647240810808415,0.524914872844533,0.15030311217389314
S1A_290588945,0.9187084861188031,0.5497734449868391,0.30110282714494935
S1A_290955784,0.6370456093532608,1.2007858677144759e-4,0.11162678956235486
S1A_292625090,0.15902911327506628,0.5440970555444924,0.6425056441517656
S1A_294734915,0.7247822904328758,0.6994600045094614,0.13549908176339104
S1A_294735020,0.06392836407770966,0.6890070745215546,0.10591632079866059
S1A_294736741,0.265884711855377,0.291765356955605,0.7875619473028617
S1A_295464805,0.7721948074835457,0.40403765360745203,0.28253913290394245
S1A_296244133,0.04399433757166136,0.6797653882289691,0.23993586963753852
S1A_297738248,0.06778657220566114,0.5957836787557167,0.1571270498904866
S1A_297884677,0.9286421325411334,0.39605240562082344,0.22467837955602063
S1A_298108848,0.20970642716926202,0.96683047543657,0.02971479251913328
S1A_298108877,0.3019627036117111,0.39441912626200304,0.8886977957852867
S1A_298628845,0.5500603648048443,0.661140248998674,0.5210060364847207
S1A_298646355,0.22455025583824867,0.2989276505403107,0.9721156258306951
S1A_300002943,0.27918169529903364,0.4139391064701964,0.4252091550804753
S1A_302939347,0.9686005953039689,0.34268513217829555,0.21482988824593346
S1A_303728178,0.5286654260703558,0.1437339243677542,0.6961195551678632
S1A_305110930,0.23498107035277732,0.9908319202335241,0.03695882938574607
S1A_306143327,0.7164698550306308,0.5144444110061228,0.11270430202696531
S1A_309760861,0.8671759212178161,0.3782618760539267,0.18256833863769018
S1A_309760960,0.17273604769349846,0.4566866683141949,0.7793718005238878
S1A_310247417,0.8589657677547916,0.382890429148417,0.18406671901401134
S1A_310870124,0.831126787462213,0.419498662570323,0.2460170104651439
S1A_317815070,0.8044255505558716,0.6257524735429492,0.08104702241142843
S1A_319774851,0.5850035904896953,0.25889946739536635,0.13387436887884643
S1A_320331200,0.9698959857968497,0.22744842891718248,0.3542528820179669
S1A_335545655,0.8027517102741597,0.5185262947347498,0.1848195578506307
S1A_335994472,0.8428084209078042,0.5589003875463596,0.25041265741073915
S1A_336476310,0.7098911537444774,0.6056014705962893,0.2549995982752245
S1A_337630441,0.8793091787392918,0.7635686954054468,0.10005660894198441
S1A_338746404,0.7840707133844176,0.34343959030238713,0.05804970588268287
S1A_339927670,0.8781296935641858,0.6036166187569248,0.2261207984020957
S1A_342385338,0.8759242667365768,0.7488435378055702,0.10463953687954435
S1A_345531464,0.8379546060137462,0.5201623203639871,0.22374373158338523
S1A_347648337,0.9309813260748747,0.490266098268637,0.2621231705989194
S1A_347922930,0.7095206127340294,0.8922761782467475,0.20848809597104206
S1A_348300842,0.9147101852833055,0.3947925852432075,0.23625361839845124
S1A_351340522,0.9533463300889796,0.5521204913567646,0.210047236305325
S1A_351882595,0.9594194793788637,0.5377831454402977,0.2072400929157328
S1A_352137657,0.9929542829737853,0.5477953617117046,0.10918735148471749
S1A_353912420,0.6110328557291098,0.25556886035475496,0.24873202092963984
S1A_353922106,0.6869637219808427,0.6800008248038565,0.24762900684079428
S1A_357065886,0.9083249582829991,0.7763606934069274,0.10226982027991385
S1A_358151433,0.7911217428542734,0.7539055394925126,0.1328013131428227
S1A_362063808,0.918383650040097,0.34611971313738865,0.20099513901434551
S1A_366276276,0.9678975355745754,0.5914906583068432,0.1523667407159956
S1A_366589354,0.6615161004307757,0.563141420778873,0.0976299327950785
S1A_367011454,0.7993170737779596,0.4056761826700511,0.2555985212867856
S1A_367438009,0.794718604004553,0.34808041969721737,0.28687374264782234
S1A_368452245,0.16964320472045363,0.38378747843962446,0.24025761033802698
S1A_368801860,0.6907390413617296,0.17533314399082262,0.30571737184986236
S1A_368801905,0.8645938843488552,0.7542469046271849,0.18882024666868033
S1A_369272583,0.8145128510459219,0.5484935595129845,0.16161876608135947
S1A_371949336,0.8677268341329827,0.8987547482546958,0.2624225511068396
S1A_373765465,0.8043647842917342,0.8819042308985792,0.25898798497109793
S1A_374257495,0.22826012121005346,0.2399389468029465,0.8133942503798808
S1A_374952154,0.34062455928191415,0.6581517534103172,0.12431568618605122
S1A_375468477,0.6636522832858666,0.9428081778249908,0.26599589575385696
S1A_376476374,0.7218425329344836,0.8635452921723394,0.32453079845351884
S1A_378566172,0.7409088385123648,0.9519768448856188,0.3087297863533638
S1A_379860859,0.35947360342930434,0.7901140882312507,0.39087838339369274
S1A_382247260,0.7273270744256556,0.9776270437024537,0.24391572319881238
S1A_384336344,0.9721011547211006,0.9828654403901064,0.26908963724931406
S1A_387519796,0.7117533808584036,0.43143535925029786,0.19879972287836797
S1A_391669510,0.9199698076137155,0.5438861432583486,0.303473118408035
S1A_392044194,0.779328774824701,0.980768488041375,0.16670749485511013
S1A_394260776,0.2567590128089039,0.8802274175481886,0.16666228675804967
S1A_394533130,0.3623445023193269,0.019013218957141073,0.39380011910552204
S1A_394817980,0.8237534447756738,0.6259057093085358,0.1581699967815586
S1A_395204847,0.7626379152728818,0.6548139423413885,0.14298252780265067
S1A_396455873,0.7472166169023677,0.45080689465068235,0.19470940276952217
S1A_399232216,0.8482745310530753,0.633270335036918,0.1318801007385726
S1A_402236557,0.5369500477777394,0.8476322414977467,0.24925222606864272
S1A_403654793,0.14723687164720678,0.46776394734197124,0.5368628107814231
S1A_403654820,0.8587351483102983,0.1836399543282762,0.14699806900561777
S1A_408492952,0.3125927811871306,0.045552285766962956,0.4049500999154553
S1A_431973271,0.8587351483102983,0.1836399543282762,0.14699806900561777
S1A_459177303,0.12812891840233998,0.029481486206513658,0.9663283773458176
S1A_462699022,0.6004321000418292,0.5083320817838327,0.11467877475020816
S1A_464855761,0.24203245432006612,0.008430464248170724,0.6285336264296059
S1A_467184972,0.16374755343285197,0.006391630055294591,0.5112467882846177
S1A_468829856,0.20429616450973592,0.00820266312891892,0.512989270204522
S1A_469486527,0.19411241057386225,0.0031466043028181303,0.5083081345553468
S1A_475408855,0.02440589744336664,0.11912004563074038,0.9585167702413515
S1A_475408896,0.18144898031661114,0.023132699551002483,0.4049500999154553
S1A_475708681,0.02440589744336664,0.11912004563074038,0.9585167702413515
S1A_475709265,0.12812891840233998,0.029481486206513658,0.9663283773458176
S1A_476982450,0.02440589744336664,0.11912004563074038,0.9585167702413515
S1A_477935558,0.02440589744336664,0.11912004563074038,0.9585167702413515
S1A_478261764,0.5316238774364532,0.044103322630992654,0.013875974731725527
S1A_480750379,0.12812891840233998,0.029481486206513658,0.9663283773458176
S1A_481518816,0.12812891840233998,0.029481486206513658,0.9663283773458176
S1A_483605087,0.12812891840233998,0.029481486206513658,0.9663283773458176
S1A_484300076,0.12812891840233998,0.029481486206513658,0.9663283773458176
S1A_486052839,0.11940470441817393,0.04922302311071238,0.9680937080579575
S1A_488108987,0.12812891840233998,0.029481486206513658,0.9663283773458176
S1A_488634286,0.12812891840233998,0.029481486206513658,0.9663283773458176
S1A_489171124,0.12812891840233998,0.029481486206513658,0.9663283773458176
S1A_494799791,0.8587351483102983,0.1836399543282762,0.14699806900561777
S1A_497221127,0.16648593959252875,0.014292841581248676,0.43687883874962496
S1A_497221140,0.8587351483102983,0.1836399543282762,0.14699806900561777
S1A_497489735,0.1443442640144595,0.07526769202992602,0.824216860249082
S1A_497779817,0.043658884135038475,0.02434246769673272,0.9171944041377238
S1A_497863932,0.22177862146871882,0.05352682550929441,0.7421456866777396
S1A_498287359,0.09178268379270074,0.004028969761322316,0.6611521320390261
S1A_498539570,0.12812891840233998,0.029481486206513658,0.9663283773458176
S1A_498539597,0.04517478690138089,0.0030511912317938744,0.7076245422358665
S1A_499808950,0.14113056919566336,0.0068523481927783144,0.7450514239615043
S1A_500074551,0.02440589744336664,0.11912004563074038,0.9585167702413515
S1A_500961323,0.0306041591782219,0.5105400786964662,0.9663283769128221
S1A_500980841,0.135781875855926,0.0041945232067295704,0.754307647327492
S1A_501031655,0.02440589744336664,0.11912004563074038,0.9585167702413515
S1A_503381311,0.4906210295590213,0.0010577643755212854,0.9530100085285782
S1A_504089999,0.14943791324230987,0.5720950957195273,0.5056277467214237
S1A_504091240,0.03337315808178339,0.7927717285393424,0.38832825772173507
S1A_504420080,0.09469038813535449,0.895411439704725,0.41814004685828965
S1A_504703030,0.05612194335752568,0.4964471322938847,0.6199452653280701
S1A_507936949,0.6624502963969043,0.0010687156273072975,0.7579666390530445
S1A_508184636,0.5851553193705321,0.00808253116368106,0.47552147424825475
S1A_508184675,0.2617483568284454,0.07960897375031134,0.81599673497383
S1A_508202200,0.6382469555629948,0.0017548860356133057,0.6851935747486594
S1A_508571601,0.327517279807495,0.05272078106864125,0.7817171516823251
S1A_508720387,0.9834476937569911,0.021023043112975003,0.6149807032014267
S1A_509676242,0.663037327874342,0.007856311735072617,0.18222500701325425
S1A_510292911,0.4124898849005979,0.2270353730604268,0.740840273389271
S1A_510830701,0.4903611597183273,0.1291469032335197,0.7412755889739542
S1A_511152083,0.10606702382925273,0.11980541789746806,0.9102088307353242
S1A_511410444,0.24813241254365842,0.26568197606716043,0.12830851683435018
S1A_511614427,0.776483836042479,0.4339467488471733,0.5930611241616977
S1A_512491739,0.19306399808578945,0.7680615763377883,0.4120850843322287
S1A_512666143,0.20344234269013986,0.03721053891596103,0.27467883832593004
S1A_513209096,0.3911023934461676,0.0048373950971665755,0.5813421514114565
S1A_514115822,0.8961770432756841,0.001065963923314056,0.5017371297651352
S1A_514115825,0.23479412096655397,0.028418197844067287,0.0480645285527756
S1A_514115849,0.1895686124210738,0.21135319910968184,0.215101698973688
S1A_515759602,0.17913342524389933,0.13418514893372463,0.13128018190748555
S1A_516064856,0.9435690069534884,1.4023344720462874e-4,0.8485338149608429
S1A_516164892,0.07340788479326517,0.08210202421230749,0.6606085259740523
S1A_516584271,0.9262496562643505,0.0019390892288370543,0.6360267725414718
S1A_516739574,0.7331211949870902,0.5718943276929249,0.04232975958254416
S1A_517409836,0.8587351483102983,0.1836399543282762,0.14699806900561777
S1A_517762268,0.8587351483102983,0.1836399543282762,0.14699806900561777
S1A_518659077,0.8587351483102983,0.1836399543282762,0.14699806900561777
S1A_518935012,0.8587351483102983,0.1836399543282762,0.14699806900561777
S1A_519892941,0.8587351483102983,0.1836399543282762,0.14699806900561777
S1A_519892954,0.7310732135830671,1.7241969397825284e-4,0.865126380840773
S1A_519992162,0.7829238942283635,0.0016923346613035332,0.8654277042742275
S1A_520792209,0.9797470098457367,4.853868114714442e-5,0.30691931334125505
S1A_520868179,0.4364161438827978,0.1879857411025683,0.404010957764509
S1A_520939783,0.939297831788313,0.6172145499043833,0.4848725999293284
S1A_521227646,0.5681990966766093,0.015461551846997733,0.3599219754084535
S1A_521933660,0.8987657883196642,0.05268446377958594,0.37549219437801795
S1A_521982343,0.5681990966766093,0.015461551846997733,0.3599219754084535
S1A_522189542,0.5656803345365733,2.4558710312008497e-4,0.49309029346661803
S1A_522189599,0.7620443339627543,0.47624964035579664,0.5715021862993932
S1A_522519240,0.6678859592090292,0.3436917543807483,0.5675482334269409
S1A_523111437,0.7732493186242309,0.257723302896578,0.560035575012828
S1A_524389483,0.6057364116984927,0.297159440771033,0.5600355750128372
S1A_525021260,0.7403901915311486,0.046813747181061356,0.17693400283705057
S1A_526758145,0.7000559646398721,0.5141436289262334,0.7793718005238838
S1A_526908615,0.7444298179832609,0.29412981474948524,0.5556172146874336
S1A_529249759,0.5681990966766093,0.015461551846997733,0.3599219754084535
S1A_530178155,0.5681990966766093,0.015461551846997733,0.3599219754084535
S1A_531326794,0.4329319732983272,7.021375046890717e-5,0.9655463970987963
S1A_531680865,0.7053836194162343,0.0018810534903621503,0.16195809409624873
S1A_531680875,0.23358933270485466,0.0880859225979287,0.030376809360480327
S1A_532432969,0.6611236763539792,3.3381481786793325e-4,0.600809535115219
S1A_532487814,0.8136357315761301,0.018606688061311636,0.2758926993177652
S1A_532668674,0.7003816270465146,0.05270579449624737,0.525117933292594
S1A_532759501,0.8276055375860861,0.06801032273874341,0.9972179500185064
S1A_532786063,0.004288327373188714,0.07801772597678396,0.028907370892730832
S1A_533670346,0.7053150168865661,4.2251670819439065e-5,0.2571545265931161
S1A_534774157,0.5496758923764336,0.8995648099225169,0.6118456363390169
S1A_535441008,0.5543949975422114,0.8966951276899178,0.9326694980596384
S1A_535858090,0.6400650212221419,0.8694988028383069,0.7987161853191811
S1A_536609007,0.8686058043244415,0.09056286705418415,0.4266846953652004
S1A_536614397,0.7319095173384219,0.0014435419780145895,0.171186590878244
S1A_536664287,0.5610819589195872,0.01972303918165872,0.10591365739716818
S1A_537350548,0.10180964872300143,0.11194588235729813,0.24723939596870662
S1A_537889065,0.17984257686172372,0.07091541786510927,0.23932362034769078
S1A_540053917,0.02854655181694679,0.13614896198827825,0.706547097145946
S1A_540664712,0.39014982678154353,0.05783529878658645,0.0037580722481623994
S1A_541320361,0.23708760601436707,0.6841478269425973,0.7141158614187753
S1A_541892208,0.23358933270485466,0.0880859225979287,0.030376809360480327
S1A_543780843,0.23358933270485466,0.0880859225979287,0.030376809360480327
S1A_544495389,0.23358933270485466,0.0880859225979287,0.030376809360480327
S1A_544915041,0.23358933270485466,0.0880859225979287,0.030376809360480327
S1A_545762254,0.23823906061702416,0.13992096034453605,0.04041742053532174
S1A_548298746,0.44566619351805636,0.39429414159271226,0.6213773391413628
S1A_548683187,0.23358933270485466,0.0880859225979287,0.030376809360480327
S1A_548956406,0.3741600129202267,0.25247873847950714,0.016147421994748352
S1A_549287288,0.23358933270485466,0.0880859225979287,0.030376809360480327
S1A_549851181,0.17869392041597004,0.11701558920178884,0.12375584506172647
S1A_550948175,0.2597411872753834,0.28706070097365755,0.2585269051025455
S1A_551910214,0.23358933270485466,0.0880859225979287,0.030376809360480327
S1A_557886121,0.23358933270485466,0.0880859225979287,0.030376809360480327
S1A_558316677,0.23358933270485466,0.0880859225979287,0.030376809360480327
S1A_559009518,0.29804353690357605,0.08796911854842863,0.8506210848485383
S1A_559780854,0.12350747267920148,0.10261045437905299,0.09533735578064098
S1A_563281185,0.06626632667645505,0.48422711353491277,0.008041804571872889
S1A_564314347,0.23358933270485466,0.0880859225979287,0.030376809360480327
S1A_565049957,0.23358933270485466,0.0880859225979287,0.030376809360480327
S1A_566184334,0.23358933270485466,0.0880859225979287,0.030376809360480327
S1A_567630576,0.23358933270485466,0.0880859225979287,0.030376809360480327
S1A_568003154,0.23358933270485466,0.0880859225979287,0.030376809360480327
S1A_570108584,0.23358933270485466,0.0880859225979287,0.030376809360480327
S1A_570620103,0.23358933270485466,0.0880859225979287,0.030376809360480327
S1A_572022462,0.23358933270485466,0.0880859225979287,0.030376809360480327
S1A_572337796,0.4544707379731415,0.16287023530337572,0.7400962806463638
S1A_572680899,0.2929745514960462,0.23619072311057937,0.6450823691265686
S1A_573064575,0.23358933270485466,0.0880859225979287,0.030376809360480327
S1A_574476448,0.23358933270485466,0.0880859225979287,0.030376809360480327
S1A_575223412,0.23358933270485466,0.0880859225979287,0.030376809360480327
S1A_577480402,0.6006004876600632,0.9802175722970494,0.5869630539943308
S1A_577594312,0.6578358935655175,0.14785311827565406,0.7512761740440019
S1A_577719590,0.7560845352015517,0.2725810059805787,0.46487315509531635
S1A_577986628,0.4319125786140754,0.15430733302186683,0.5811646400468855
S1A_578329017,0.30361828452737966,0.3900774025776156,0.6674096015077882
S1A_578357031,0.3827941129383611,0.2689459644687844,0.6085198535653449
S1A_578785369,0.9580750972797966,0.4770720035264878,0.6791404595334352
S1A_578921601,0.19345931836592706,0.7565971450342328,0.5704817891951046
S1A_578933504,0.6634162344747578,0.07766832281444348,0.8958479495799474
S1A_579157342,0.6394218310862263,0.25663878750095875,0.7292553924827964
S1A_579198536,0.2512630810470309,0.08594777374165719,0.8568197001218538
S1A_579302715,0.520271096625528,0.6763270959078581,0.8791034380039265
S1A_580452798,0.8996777011721366,0.21532293163262264,0.8105474376220162
S1A_580958028,0.8896137391419969,0.22130280758421256,0.8162274607304919
S1A_580961728,0.21769951056685585,0.11594272536704148,0.491217286816793
S1A_581471061,0.8110075995646621,0.07749696503252967,0.5729841120935283
S1A_581754308,0.698936059883718,0.05278802936805684,0.9282974911502733
S1A_582654741,0.7622091520145107,0.08189508042282273,0.6485037273968479
S1A_583819106,0.2481323422744534,0.26568197614532907,0.1283085180093808
S1A_583866450,0.09038825801628676,0.5347048016665866,0.4451617233892161
S1A_584516856,0.47287387967000316,0.05954772439975579,0.0583950634987209
S1A_584671763,0.2481323422744534,0.26568197614532907,0.1283085180093808
S1A_584676757,0.6606267421889156,0.285895419549727,0.2226522219812598
S1A_585624643,0.2481323422744534,0.26568197614532907,0.1283085180093808
S1A_585645812,0.2147272382575259,0.03423550642366114,0.19243804923589344
S1A_585645875,0.15964445728055565,0.022940614587778463,0.1279621763722268
S1A_585786129,0.7969392842898204,0.1535863332773504,0.09324175980943454
S1A_586108109,0.31315614327881175,0.023737612981066584,0.07789932274022149
S1A_586292857,0.39990683546947814,0.029376562627580285,0.04906914724135626
S1A_586955655,0.00796712804989936,0.03983661109748857,0.4267472824439571
S1A_587572802,0.06682805514389498,0.12156919105858068,0.42128695985658615
S1A_587931769,0.2481323422744534,0.26568197614532907,0.1283085180093808
S1A_588098228,0.5605299906919474,0.22756532820401568,0.019691216369051866
S1A_588112699,0.28194059050704967,0.06750837326627751,0.10724544596445006
S1A_588683254,0.2481323422744534,0.26568197614532907,0.1283085180093808
S1A_589032864,0.03899565278895351,0.030250217630834207,0.9018528169225744
S1A_589247569,0.22040242741049756,0.014814915989176199,0.623407329742407
S1A_590005256,0.08691723378883928,0.1433875240208101,0.3517859373929684
S1A_590967799,0.08460194886773666,0.06935867447049043,0.7343289091013709
S1A_591147633,0.5077533839008054,0.737899397937753,0.5971159215061406
S1A_591308551,0.013956429876897464,0.014588516855243672,0.46195750453507844
S1A_592088481,0.2481323422744534,0.26568197614532907,0.1283085180093808
S1A_592536968,0.0451640945534502,0.040044332968239005,0.17854452425156128
S1A_592770484,0.9898068709303562,0.5586063044262093,0.6664483931664411
S1B_3213222,0.8843251198114981,0.3103742387459818,0.12510569207953118
S1B_3657994,0.8843251198114981,0.3103742387459818,0.12510569207953118
S1B_4535992,0.0014090954954455873,9.259902659158516e-4,0.9586122945460123
S1B_4536001,0.18171807903291573,0.5061126910783265,0.2949906126403892
