id,p_Awns,p_WDR,p_Powdery_mildew,p_Height,p_ave_SpS,p_ave_infert,p_WeightOf1000Particles,p_SampleAreaAverage,p_WKAreaMedian,p_days_to_head,p_seeds_per_spikelet
S1A_1698908,0.3986521589554475,0.05497900041834886,0.29948121212847584,0.4517390443650139,0.007628653280553642,0.5638158362175631,0.020736122245690505,0.07685057435103664,0.020408714099968535,0.3855840930898433,0.37550176018058823
S1A_1722425,0.006649156892182956,0.015638372736835274,1.9319713988343406e-5,0.1815459302152486,NA,NA,NA,NA,NA,0.5630425335940246,NA
S1A_1838929,0.7939760146791637,0.4356654513509497,0.18700254278486753,0.9726726265109683,0.12556103136819297,0.07197089393675854,0.3071297644198445,0.1828594890056646,0.2333499203877147,0.9226576319419748,0.42207246357891015
S1A_1838947,0.1922404038131334,0.312483396747145,0.0033441435235415434,0.13840147893170116,0.09653413041351666,0.023457428795780538,0.16225552871561552,0.016522504052726424,0.09583276284053519,0.5498248097404167,0.6244562690983761
S1A_1846809,0.6494276719713872,0.37118037470509624,0.2856306997024278,0.6276006443807854,0.25081822075269244,0.0807249436351302,0.4665139144533993,0.2238263463861487,0.3852820993345354,0.8027625327532193,0.24009412949392397
S1A_1846831,0.7343260728537389,0.8499715395854792,0.02075967881565015,0.7032237673651791,0.4007973576718731,0.15758768193680492,0.6671285358460534,0.5839780766990137,0.7806616391472179,0.376548577746023,0.2383269389412791
S1A_1989314,0.1593152014384726,0.8366033139252262,0.34554765624897743,0.011213346764520148,0.9343653240373346,0.4497629111783895,0.907785640848149,0.5236690468545306,0.9153973078353386,0.7809379578754192,0.05071858244816449
S1A_2155191,0.07299509747970714,0.29269231387704026,0.2879345710754089,0.940642653067842,0.4007973576718731,0.15758768193680492,0.6671285358460534,0.5839780766990137,0.7806616391472179,0.13755158556515534,0.2383269389412791
S1A_2390246,0.1200307181637461,0.29486895741299596,2.1221035817696304e-16,0.607488454194635,0.00865815217956401,0.0846738029106151,0.41668170474045796,0.6197166945041892,0.9132311621908006,0.3534066259343732,0.8874312948717367
S1A_2926887,0.9105512856277046,0.9007862161410306,0.19358850048187137,0.13320866071807683,0.0018872596643373359,0.5034640431179633,0.017872669219218797,0.30579610019468256,0.026561234232139522,0.851905050207665,0.9221848004391934
S1A_2988801,0.18800496977289738,0.7518022000342403,0.5065010481516298,0.4076591677147715,0.08180465089801783,0.9609241442797677,0.34175509080193645,0.21135232421719424,0.24792938867247705,0.6034181358299351,0.15259205013507893
S1A_3381907,0.8428885530502395,0.4265301862222278,2.251569404528378e-56,0.008188352666365275,NA,NA,NA,NA,NA,0.6438678559511379,NA
S1A_3381967,0.3206967421387514,0.007788318085391736,2.4490822896744633e-26,0.16253566252918297,0.006266827311983768,0.21130636328500885,0.16275310856194233,0.0683735489992079,0.06783184427685025,0.007281539587155242,0.09387481993579407
S1A_3452684,0.4302907170953556,0.0097415141033913091,1.1067546861230399e-10,0.2018121631163563,0.008102897870646582,0.7656159512501357,0.7658941256162187,0.35050318794997126,0.5315754441386067,0.030389687117974323,0.2126291335409469
S1A_3452749,0.9278820739586731,0.9441452088690095,0.002244074783193731,0.08277217641796764,NA,NA,NA,NA,NA,0.8176796752768156,NA
S1A_3516790,0.7965128447132614,0.1682650428585275,0.1762177323107789,0.4221557385285327,NA,NA,NA,NA,NA,0.8377042630405349,NA
S1A_3613321,0.8640267292075909,0.0381848289078884,9.40916779925468e-10,0.5664764498894326,0.003398911110062112,0.5059598607163487,0.05123712145459298,0.447964883848624,0.0669947752242724,0.021444889820148014,0.5920062614965569
S1A_3613616,5.337802692305379e-4,0.6638875317092618,4.7344476294206445e-4,0.8692688304317617,0.45105003050271986,0.4380267900085588,0.9079251119122691,0.20240732064733943,0.5957141970987798,0.4776789061695541,0.08753263967047377
S1A_3618173,0.05276872979495029,0.2188609616439654,0.8639600838257773,0.8602147355321847,0.45105003050271986,0.4380267900085588,0.9079251119122691,0.20240732064733943,0.5957141970987798,0.8804437162225903,0.08753263967047377
S1A_3657148,0.6314842295738359,0.3093809186265248,8.489842692067004e-13,0.3498400134816245,NA,NA,NA,NA,NA,0.01420204893709475,NA
S1A_3681123,0.5484681097386966,0.048508780451705154,6.737375579580035e-9,0.7258347547763652,0.2870323270862634,0.4441942267835327,0.015988853266210155,0.005016984517483755,0.0027029744564113596,0.13889276957328014,0.08477136773441087
S1A_3702037,0.4690006957167947,0.008891840266690232,2.127007225111722e-8,0.9456939285608963,0.2870323270862634,0.4441942267835327,0.015988853266210155,0.005016984517483755,0.0027029744564113596,0.0523540943152072,0.08477136773441087
S1A_3795226,0.5346022787925273,0.5036356451623071,0.08111462915800544,0.8279302123545054,0.7020067691242777,0.10888341417974862,0.47707450299447385,0.7925946423307675,0.5855412370541284,0.3317363298173075,2.1716294489788423e-7
S1A_3943497,0.029271920537982648,0.8307887105208929,0.49289844939480754,0.4408890196279598,0.45105003050271986,0.4380267900085588,0.9079251119122691,0.20240732064733943,0.5957141970987798,0.7802248038037451,0.08753263967047377
S1A_4090235,0.009855203034591298,0.7001866072578147,0.02387077010623244,0.059532899230617206,0.8360805728977833,0.1916626600242504,0.2706414959140864,0.37644961276947875,0.33543645841102077,0.7406750714558505,0.16609395523124115
S1A_4213050,0.016107924737078446,0.8759217383044783,0.6729880472295018,0.20942411227887012,0.10714658995487425,0.35330289412823446,0.8421458259547473,0.5855802152222356,0.5793503334407966,0.18068479922021508,0.00782493855319044
S1A_4363168,0.30318659110306334,0.13343849946116715,2.678604362306291e-5,0.20027286132175487,0.0067535466810246325,0.8255197952481792,0.823837203445714,0.39737928175776804,0.5700474450805921,0.17470674525970734,0.23971886214063626
S1A_4700791,0.010187535165184048,0.6241127375002324,2.5250337831510856e-43,0.41088826429311154,NA,NA,NA,NA,NA,0.3092955449400667,NA
S1A_4700809,0.0057897385082495015,0.46447264333212746,3.28076280587134e-43,0.35228616111845057,NA,NA,NA,NA,NA,0.2419179456386758,NA
S1A_5149784,0.1632828477867152,0.03498639498560124,1.2812092905037083e-11,0.08921492240877138,NA,NA,NA,NA,NA,0.12228941909382805,NA
S1A_5491807,0.07202817395020591,0.9218310292541604,9.627797279859608e-18,0.3373855610761941,0.3596431908343617,0.07305266822742262,0.23782092939267432,0.892654354385785,0.2887682248471445,0.02845245530532064,0.49540958903548804
S1A_5565985,0.6460770800273234,0.009319250024615313,2.1002630044014793e-14,0.05503256787476306,NA,NA,NA,NA,NA,0.01756171771461559,NA
S1A_6345753,0.609195787621863,0.25259179268039195,0.5287799625107146,0.500104210621082,0.32784963651910304,0.11438503168497295,0.07867824300326466,0.17905247550384887,0.02462242817166852,0.523038586160465,0.0788982864133846
S1A_6370123,0.5874693157420035,0.8665739965728425,0.5154712644167293,0.302574553273469,0.4259722952780254,0.13878546293475105,0.8563993251859385,0.78033635213656,0.5537433603838495,0.5171071308597734,0.07630573536236172
S1A_6370156,0.2710942548508223,0.24943793642283763,7.151966220437099e-5,0.795328794747815,0.25755892466856883,0.09767789532405388,0.9824047666769775,0.7446767431580683,0.8520258765144282,0.05741495241333993,0.010597887370067503
S1A_6370170,0.6705493844689723,0.15508254369929017,0.5049894653914766,0.3736180621018328,0.37747207499403246,0.08787651977297407,0.870001214592745,0.8609596778216573,0.6467261156593676,0.9586002314307123,0.08288645429265462
S1A_6394543,0.9083505798854075,0.23932268743743285,3.363847265184771e-51,0.008574462392039697,NA,NA,NA,NA,NA,0.4069736546293139,NA
S1A_6405139,0.8164543351310025,0.28751957855302357,0.45766324825495197,0.38941596305661086,0.008102897870646582,0.7656159512501357,0.7658941256162187,0.35050318794997126,0.5315754441386067,0.9143787035482447,0.2126291335409469
S1A_6632531,0.9820879397025897,0.07402723566087757,0.48984728181378034,0.3672617318950616,0.007628653280553642,0.5638158362175631,0.020736122245690505,0.07685057435103664,0.020408714099968535,0.3591960518869616,0.37550176018058823
S1A_6669808,0.41128844781854434,0.5751912492568771,0.9513672354228182,0.939915426409782,0.35447908782557946,0.11634650926355328,0.07222504331256434,0.1696779647368508,0.022823672587150828,0.15825104995534822,0.08702088136117625
S1A_6721112,0.5373553262149015,0.005432752009366735,5.313999182815884e-16,0.03950702002191992,0.5808546657324172,0.7870532343612298,0.02238247594488462,0.4095790371189384,0.08995242768727642,4.2570414808599426e-4,0.7870932111551139
S1A_6765264,0.11836349590670857,0.40631981324331967,3.379503440078059e-9,0.1699407329392577,NA,NA,NA,NA,NA,0.15162202622277746,NA
S1A_6766373,0.10240553050771424,0.624746695991057,1.6004320729326758e-12,0.7476791169106582,0.13190837324302673,0.34872897303233463,0.0036578422766388,0.0028886069680146773,5.843318976774696e-4,0.8217371721719642,0.019851372496964868
S1A_6766389,0.1010554508151654,0.09403026421413578,1.9859347862833563e-76,0.07696682596320231,7.54359888718165e-4,0.7077977907036949,0.062033271466836265,0.06543206928785293,0.03039257353131125,0.06894938740819906,0.27360476576975234
S1A_6770617,0.6335054299378144,0.4043611426367564,0.007056108630125244,0.29903677095660386,2.612269106981579e-4,0.18104459680222068,0.6432947403995484,0.40935661853421057,0.8845142510572404,0.022860638539047407,0.5812052516653352
S1A_6770618,0.6188035653456487,0.7599603643413144,0.006516384784440745,0.07563028428446916,2.612269106981579e-4,0.18104459680222068,0.6432947403995484,0.40935661853421057,0.8845142510572404,0.04885093288123498,0.5812052516653352
S1A_6776219,0.7486407946936862,0.8087005991588045,0.8773002580433071,0.2707555731033073,0.7115747931915526,0.11851784676179868,0.36477611752471306,0.48386430533634484,0.24138108629132785,0.6750886711235948,0.09249668297924378
S1A_6812534,0.28808390367240294,0.4887103196599101,1.673324492397601e-7,0.16109560908659673,0.3858907246305918,0.3007614734447661,0.5435635632332112,0.39310419835327204,0.2791745368915368,0.6594787320802545,0.1552133302479807
S1A_6870929,0.8726937527277643,0.46196772471416236,0.8023018866750188,0.14566215292702103,0.75407091792554,0.09928378697488267,0.32897760074798954,0.46690167732725074,0.21480167631011696,0.3901435791589314,0.0789563964421993
S1A_7191475,0.15270499038890606,0.09454017468768487,1.2413168653176208e-7,0.20163986164952363,0.13359566642064846,0.41350164093873865,0.1726411317286901,0.047413171686673444,0.08887302638691898,0.09626783527991184,0.12467691416984525
S1A_7214017,0.2054989084042832,0.5602046644377892,0.8113385294931457,0.7261513494644576,0.14040061140953272,0.3704801832703719,0.2325522144345459,0.04698059343691606,0.0407600380683971,0.8274773473930597,0.5064309861820737
S1A_7214024,0.5823842653133782,0.1786119613728839,0.0011918689578579653,0.8350629880771245,0.19718707143612554,0.0469435757620104,0.9692461399967368,0.5893018985088766,0.9826163862282522,0.0389979254174682,0.006868691883285384
S1A_7233300,0.7907873910365925,0.3848918439130137,0.5501533592855827,0.13179020288430174,0.32736183882859815,0.30046445500675467,0.09219503344395441,0.1295820553326189,0.01889286592416821,0.36220637130261546,0.17963595996390985
S1A_7233302,0.5125073834046703,0.9845337740328284,0.006130142225331192,0.423619059961199,6.614448152273417e-5,0.1060010262215575,0.3889440833469948,0.08250887728891147,0.6432127070977343,0.6545443745936859,0.3455319120209983
S1A_7274964,0.391419219156927,0.9296378659333262,0.054084201467366234,0.49304719096516747,0.14040061140953272,0.3704801832703719,0.2325522144345459,0.04698059343691606,0.0407600380683971,0.8948011336012988,0.5064309861820737
S1A_7277935,0.5033077365551475,0.32075937323604015,0.42358385607645277,0.5039168849742963,0.8144251529704096,0.14233566515326943,0.6660653968588823,0.33008848948871317,0.5388822261245809,0.692583709992769,0.08340129140296575
S1A_7315305,0.2847573125607102,0.05148910940644113,3.819324619294228e-5,0.3135574065341476,0.013713867755101994,0.8236987969971105,0.6438683026100498,0.29602892070255915,0.480948176669166,0.05268470467626536,0.20383129211029627
S1A_8174650,0.8275885432914499,0.09175852882861589,0.014065130557955266,0.05710892534816265,NA,NA,NA,NA,NA,0.05906948047474768,NA
S1A_8174678,0.7102970491969687,0.05331824622676341,0.44426960298600204,0.6052675284316928,0.7958092135080841,0.1702115042345355,0.1536953272646546,0.14646981605600704,0.04707902070118259,0.7101098220489392,0.33409863037234144
S1A_8295817,0.28835370112681213,0.55687913222133,0.24557013148418444,0.1577801479360417,0.07052160114363401,0.16801659251478637,0.88061359181699606,0.7439864664076363,0.9860831693098748,0.5730120236432451,0.19203276675954317
S1A_8297293,0.015646921859091327,0.12316484086359772,0.1448283633008114,0.6160828568820478,0.7584780011255882,0.1356291199753175,0.6761735911776576,0.9718489755976428,0.8511331586068244,0.22895470149444694,0.02051767078597881
S1A_8320421,0.38916026749846844,0.9983392531779168,4.0334559014133474e-6,0.7717718583792779,0.0011382859649863852,0.14436919996177883,0.07506833487666238,0.013283953841205714,0.08604585462432379,0.15508250812702237,0.637254924818319
S1A_8320460,0.5429747663075186,0.6035116651906496,0.19918296397134752,0.3533468093235804,0.30119246859283505,0.31749479668365205,0.4570904269959626,0.7817003824059248,0.7848538962530417,0.29636381129704653,0.08685012929551002
S1A_8401041,0.5349526535620122,0.6747750395361884,0.03545927705646008,0.9355622583461906,0.5385775294765203,0.38031153113380367,0.4001746696450108,0.49015121145610707,0.13886141636597904,0.26918639801334665,0.9950566272453357
S1A_8434128,0.47627314072864146,0.40011487924181244,9.207934217045499e-5,0.30258892723287184,0.07628561384614656,0.7159689350195113,0.39299126283577535,0.22217846370654667,0.2669687946582139,0.4894739879981289,0.14700885680861872
S1A_8500746,0.2267782268340896,0.32068449868100624,0.7424668856901591,0.5694393038117957,NA,NA,NA,NA,NA,0.36521093702767715,NA
S1A_8515990,0.17696421114196792,0.15558263457212013,8.429441188474283e-70,0.09958591611321076,NA,NA,NA,NA,NA,0.08972361892467157,NA
S1A_8516115,0.3315841234681335,0.7942532969858186,0.46370483970588494,0.03778203289184227,0.9141505065226294,0.28248773505503433,0.03384067249180051,0.065891435237768,0.039889656925472514,0.18314957844902358,0.1798208500493295
S1A_8574911,0.5642765569733866,0.20088439167242453,0.23488527681410254,0.864775099981156,0.6196387690190966,0.19870482886479438,0.836923268567581,0.9358848155227875,0.5788050765617414,0.5926281242411724,0.8793944668597534
S1A_8574914,0.007275329797600629,0.18411445652989694,3.705122878905241e-14,0.12134867704327479,NA,NA,NA,NA,NA,0.7855398300311851,NA
S1A_8574966,0.08244501125706938,0.4853294157858614,9.66435856829284e-8,0.860272549298183,0.015481259328910748,0.7669515550245211,0.8545290682491766,0.40522934665065535,0.7043621908131871,0.5393371596205264,0.2122722743029351
S1A_8575021,0.9292650259708148,0.18545671938448569,0.08331849780728873,0.04470102861328109,NA,NA,NA,NA,NA,0.2642904088922306,NA
S1A_8633498,0.30678176351370057,0.07423891964869563,8.790727592719198e-13,0.5606288464545133,0.001919925540805221,0.3805278363487343,0.03737285432261228,0.18093215149974037,0.0331800039834279,0.10619545246774409,0.5899798708784588
S1A_8668367,0.5355288117957664,0.26722607189680514,0.8338877660023062,0.6221193495069945,0.6527495189342711,0.3251735571560267,0.011460716787123236,0.006403002597306239,0.0038408684378177013,0.9500459143847467,0.05658103378724128
S1A_8688915,0.40628662971759066,0.943084900188372,6.142075369699963e-15,0.5216655237029855,0.8517658657366456,0.2116985673195359,0.8649571947088882,0.9660119565839744,0.5550833964325763,0.8730691426215031,0.7245354684988665
S1A_8688923,0.7797907808189468,0.709466987674967,8.322902979843271e-4,0.5682366712924454,0.6800600220752098,0.17753703396048198,0.779829325063427,0.6856195584092135,0.9824944426194759,0.9202604936447265,0.68324529653866
S1A_8719018,0.8716945674315764,0.23911677760738678,0.8887997681813096,0.9821822382624243,0.5057934446751474,0.3601527535350114,0.023448855460494786,0.014330851049830161,0.008157354557241803,0.8459104370316228,0.04069103523456391
S1A_9104582,0.1346663226468076,0.39833180202519514,4.1635218237067844e-14,0.6981096132856883,0.22973364279387634,0.5708790852399713,0.00551231423159771,0.014488416528726658,0.0023652816592831085,0.11617598922410093,0.9759606543280579
S1A_9236441,0.07553317604907142,0.7243980680831457,5.21032713102218e-12,0.21971850356009498,0.09617269668157123,0.18734574072608068,0.533185034690488,0.7996542637793422,0.8996841447599018,0.13601029529527967,0.19110776909170882
S1A_9236464,0.07896161130681047,0.7943356247824337,1.4316215274946307e-22,0.5642757348137208,0.14245818744009742,0.17901047520478908,0.28832239779402424,0.28948354160280126,0.30099938115015734,0.2625149043831717,0.24314734420670442
S1A_9236507,0.46794201529108437,0.008243105834295307,8.621317584132124e-18,0.2106741845348955,0.014317618267225761,0.47993566904370577,0.17011473566108842,0.35320654338591295,0.17214238686467248,0.005834617868658683,0.9976690716247733
S1A_9236518,0.16250297711541195,0.9075761269067797,1.5765287347387708e-8,0.4605591420374172,0.11668903326132257,0.19860947263472398,0.3243239210240033,0.4020211267185324,0.38960197688679443,0.6039703148647664,0.24815461404150393
S1A_9236540,7.195672399846383e-4,0.33845315480831517,6.807224092006312e-33,0.009587950158255218,NA,NA,NA,NA,NA,0.9918332527030127,NA
S1A_9544932,0.013338073364590065,0.49521527377862007,4.629749096335426e-22,0.7425805814630333,NA,NA,NA,NA,NA,0.08409722048202216,NA
S1A_9558860,0.06729843987111479,0.6009617132647527,5.435649256349468e-4,0.9953370423607086,0.9787001747999629,0.205187075521608,0.5920795906724095,0.7286975110993135,0.6704984010083024,0.8504192475391091,0.02756416533509634
S1A_9565863,0.8940846804621814,0.27832114235606337,0.005182452871006396,0.7122795250260183,0.9787001747999629,0.205187075521608,0.5920795906724095,0.7286975110993135,0.6704984010083024,0.04367401179055805,0.02756416533509634
S1A_9600607,0.6308991198637177,0.3551797005441729,3.055436683293814e-43,0.22154872415358068,NA,NA,NA,NA,NA,0.7398462305583171,NA
S1A_9605976,0.5147439715661413,0.537032515569349,1.1196708755364807e-42,0.18312843997773826,NA,NA,NA,NA,NA,0.9145928821070033,NA
S1A_9763236,0.3589483313255095,0.07447403828893646,9.33193202529747e-8,0.8046455593959367,0.24814124485245012,0.12434448111961398,0.03227203975750966,0.017855945104719644,0.009130296135651523,0.17893457693289455,0.0974680941865739
S1A_9940119,0.5374178891188404,0.22296254288615638,0.3643912451954603,0.005062743335947334,0.5595224057922606,0.010940066239053341,0.47123383669641983,0.27788019370732886,0.0943623996886087,0.9855426236104334,0.018285886090648847
S1A_9954146,0.9706245818291008,0.9007378805447863,0.4185453389225072,0.2970715467759606,0.07345715955390149,0.1544015338064414,0.14278920337767279,0.02234763404766632,0.010781142460831188,0.19342985681919012,0.28544119751311237
S1A_9968711,0.32078364559789463,0.44703067384242723,1.7664986263785067e-5,0.5207262357064029,0.29031711959154066,0.7598313517370375,0.001260965094188141,0.002823533975945981,1.8348490077319248e-4,0.11801691818346172,0.9207650169748776
S1A_9971970,0.1398576098678282,0.08739918974246501,3.1344803254612824e-8,0.30043607993303423,0.3950616524753564,0.6014398000822481,0.6502979300622361,0.8881756145077488,0.8212052110574753,0.00534752559062541,0.15261087404785267
S1A_9972042,0.1919831984373388,0.1992377339229767,5.4422722201927305e-6,0.26447101469690537,0.8758496355017273,0.13297765766257397,0.5989078970103734,0.7251660694159825,0.7586923193421649,0.036799182134261615,0.01799182506291616
S1A_9972049,0.45145021331668467,0.036306118839520125,4.0119802999765006e-8,0.2184065123683041,0.9284319237237417,0.3673300242115234,0.5421388690198992,0.3315952134485548,0.2416631970403391,0.027860296269415885,0.9659951424627808
S1A_9973220,0.3109516166315883,0.17476368828001462,1.1042533325742039e-4,0.5314697509485975,0.016467768328737403,0.8004692499826161,0.9827606195160694,0.5908938680059395,0.795181603128172,0.2501430008589925,0.23231470309420166
S1A_10122169,0.9204782439057744,0.6029056334949343,0.0018839115959297232,0.07501593800135918,0.9769544773971157,0.20307039657857995,0.39056741121867444,0.3667279752627848,0.45158077031206234,0.13046875488373738,0.02128820435526387
S1A_10132752,0.9377743642413858,0.5730348615996269,9.688927659261228e-4,0.025718022335964673,0.09088318367219515,0.02434361080882614,0.5144995607691893,0.8282492976548909,0.6704956351350686,0.19299895865086422,0.005813378083754483
S1A_10151390,0.589089688414207,0.5833376960288126,1.0013800157477251e-22,0.17501126198320718,0.04524356709007567,0.20170884934093788,0.07043126260460915,0.00836841539530929,0.003519793535157364,0.4297724154707545,0.2601965769772504
S1A_10214692,0.9256321361358998,0.45500420406100117,0.6116296579506836,0.14025809282861038,0.21599618396512762,0.022913418253394796,0.5771393997604899,0.91330116654467,0.7735430752095317,0.030896535536349783,0.010544152582101425
S1A_10214731,0.3724628253833764,0.04208475928738146,0.002499045300026373,0.06168730683066848,0.09708624520994573,0.6029433481510166,0.27463759752416356,0.4313321796336457,0.13576776212930894,0.24096039040032136,0.202538419894685
S1A_10223986,0.20956006539379538,0.9048394784975313,0.220594250796049,0.2735280288963017,0.11685821608831767,0.02390737641544458,0.3431375809696421,0.8138780312486797,0.9564348661731152,0.16780484755892341,0.06528231606160852
S1A_10249458,0.5126577000956358,0.07704188086499175,0.0025798465670232268,0.19328414374580524,0.005238030732260582,0.3484412139277492,0.04143511243884851,0.2138922926826829,0.04134090029998368,0.44730649668273825,0.9495144777610663
S1A_10406996,0.0663311837925397,0.027298349456858915,1.8231776930312517e-4,0.1924684517348523,0.5255421524995242,0.8625688712385411,0.12478392579208332,0.11567332009189629,0.16205434271210167,0.6510333128772006,0.3935026382967863
S1A_10407007,0.14467907386105575,0.042428547221832695,0.0072660890088409825,0.05515051837582066,0.30509433608991304,0.03345539730046263,0.22445300929068235,0.2702463536503608,0.0705086397791238,0.10282646032665384,0.07919146192334987
S1A_10423143,0.4486620978633352,0.01569089663123312,0.0029781739019466204,0.4237236858683838,0.005555713605507989,0.9458473632893134,0.024106289526162054,0.1798881533219714,0.02237728744893236,0.13416425503420512,0.750300370684312
S1A_10423167,0.6462102141135837,0.339991531437307,0.36759183518298766,0.23668349379904915,0.06568013856181999,0.029768798203569497,0.6073926836440703,0.8337027062354686,0.7653760606860243,0.13367696479461527,0.05176500896778943
S1A_10428084,0.9324173054863353,0.9774512104916677,0.4575774533750758,0.09448799856923866,0.11685821608831767,0.02390737641544458,0.3431375809696421,0.8138780312486797,0.9564348661731152,0.07439697371385627,0.06528231606160852
S1A_10483505,0.8488492012080195,0.7604122134288684,0.834808287362384,0.6429042259683173,0.6388992279232418,0.48636229162056954,0.05592436659383148,0.12884853392268356,0.07644094732526166,0.4939130039855125,0.8287144106910058
S1A_10483518,0.8174002972792505,0.41033651228055334,7.813228483159958e-5,0.3449210622217783,0.14168751423816509,0.5230636537293067,2.697787167307782e-4,7.471680488296867e-4,4.113368623482115e-5,0.22291872388312498,0.8380996175365973
S1A_10605048,0.716330292883596,0.3207280657682353,3.4356027386366043e-9,0.011181943797284745,0.6133643441233252,0.3929923612986119,0.5752641917513983,0.9459420423844856,0.9513620313875973,0.055702092753929865,0.1146829621196881
S1A_10605061,0.8110210315331495,0.24615565636872483,2.677811913080624e-8,0.002898308554339879,0.10804835563353575,0.03451471200337031,0.44318535040512386,0.9233056005719545,0.8021186887579599,0.10662218846764147,0.008609387529918432
S1A_10607278,0.4307800912208384,0.049502199794868945,0.007309853831299875,0.008449825742759555,0.05062088495287186,0.4804285263647783,0.19868036385604634,0.306641176416923,0.09221615750392347,0.3472042495975549,0.2314248077059056
S1A_10844708,0.434421116277826,0.0060924593442880795,0.006068133946846094,0.01704719882537958,0.06286490021591241,0.127049276657681,0.1421757239362084,0.17622533580267474,0.04686564735358214,0.162283787382689,0.3210037378643741
S1A_11160656,0.6140706064630316,0.737713092629622,1.603356996688295e-4,0.18447913814368302,0.534283509081023,0.7453789457751532,8.557333705220424e-4,6.337909961454782e-4,1.6436079174470987e-4,0.06889043966746358,0.9664346797333223
S1A_11718023,0.12315524063294353,0.13040577285714203,0.012514102526852028,0.8391638030938064,0.08980125071745318,0.41860271046046504,0.15038465809521698,0.02203009082944897,0.012486887418645124,0.8729793772228409,0.5596536020622732
S1A_12011526,0.08127909432079215,0.8011354490931621,4.417468324276131e-6,0.6131366115625215,0.11558306463908402,0.06738425694797294,0.6563045728032472,0.3128513735037499,0.6897876434619646,0.5447498930088985,0.048325043673933386
S1A_12092096,0.4936076823144592,0.02291992175223636,0.6752811217938965,0.13174499525356212,0.04941808207666907,0.06744136969092407,0.9390130570963651,0.5260884236223456,0.9947786759300677,0.335450020986367,0.03511249171931633
S1A_12130329,0.05247390999102252,0.9670741103057134,5.505560793647081e-5,0.3960674103654006,0.6063808824760915,0.12121339249245094,0.09169490834337186,0.04147728064560102,0.1147606337267688,0.17400212433950085,0.01505128388118698
S1A_12172907,0.19251981094363727,0.7971946549384572,1.8725325921840018e-4,0.9554040542608448,0.2035886319281897,0.03501550730309251,0.28342350690521956,0.23241903592993876,0.14933394869277872,0.7333292981988497,0.06333443379780498
S1A_12192364,0.207851833602867,0.18665683796475177,0.7854861410212692,0.8558783590829078,0.45791102397233785,0.05006040681443222,0.08964122951098147,0.013733673589745678,0.031222211746914894,0.8305427892015123,0.10301989529198637
S1A_12219139,0.23338004359742448,0.17865379545439988,0.8397046656639932,0.8232324816079755,0.45791102397233785,0.05006040681443222,0.08964122951098147,0.013733673589745678,0.031222211746914894,0.7600425599169336,0.10301989529198637
S1A_12223694,0.23338004359742448,0.17865379545439988,0.8397046656639932,0.8232324816079755,0.45791102397233785,0.05006040681443222,0.08964122951098147,0.013733673589745678,0.031222211746914894,0.7600425599169336,0.10301989529198637
S1A_12375870,0.17492188527275135,0.3282942582025886,0.5028408976416621,0.305133412006719,0.6731519244049007,0.28312936211273254,0.9203524001036155,0.875982462488423,0.7402922609965801,0.8054750682796624,0.12149830494116651
