id,p_WDR,p_Height,p_Rust,p_ave_SpS,p_ave_infert,p_WeightOf1000Particles,p_SampleAreaAverage,p_WKAreaMedian,p_days_to_head,p_seeds_per_spikelet
S1A_8434128,0.16224236104147138,0.4425702200575957,0.5294881529700306,0.33539563589225285,0.6870979684903511,0.6879347284205138,0.32533100643749213,0.3005468822099007,0.6055763578501806,0.2627000357411632
S1A_8500746,0.34709310873261734,0.7791433862526655,0.6065408071392724,NA,NA,NA,NA,NA,0.163990322945094,NA
S1A_8515990,0.8732372581796224,0.469297331949763,0.07243412787427427,NA,NA,NA,NA,NA,0.09626947356487132,NA
S1A_8516115,0.47042586321088964,0.009275966516773143,0.04821832697549129,0.5114437141497513,0.26070587916746213,0.012859295785512084,0.23585466918656578,0.03522036789476021,0.11210097257146731,0.5249084223862152
S1A_8574911,0.5251038026060859,0.7115722813496593,0.19997915874903044,0.5246478360312785,0.48477962371404704,0.3479076921736566,0.970770313360177,0.28303505501530407,0.7198982944436007,0.2795426742661468
S1A_8574914,0.32109244676082144,0.12367094969099653,0.9090892295551112,NA,NA,NA,NA,NA,0.96359813043454,NA
S1A_8574966,0.7502568872722397,0.5549709649711759,0.6199380450135548,0.13075315629760376,0.6528128605226192,0.8631140955981964,0.4268781682488282,0.6909949863745914,0.6970195333670643,0.3749136528092334
S1A_8575021,0.8816212959268257,0.04022712038828987,0.004247607505563393,NA,NA,NA,NA,NA,0.5322643398751705,NA
S1A_8633498,0.1060709427663233,0.44663211211618736,0.12182569702015349,0.027991836782114594,0.6736075994868609,0.22414597194134386,0.45125628545865715,0.16026649748167066,0.07406449600819456,0.6315980633228062
S1A_8668367,0.17992573788524194,0.7137874180727988,0.1767695834008657,0.9985068610975034,0.7660603757258351,0.2830767984924425,0.03891800316181092,0.03399372599949333,0.7543376313014734,0.15894439040249883
S1A_8688915,0.5779864652026945,0.2992718958442701,0.01706863762293944,0.9021760739814836,0.7843755779951879,0.4509424452708294,0.8225827828417095,0.3631958701358813,0.4988634321020333,0.28348262401642643
S1A_8688923,0.4466840021071884,0.21573842864516404,0.22452513777597935,0.9220903740429075,0.6094565079808975,0.5495215589947295,0.7404116652434362,0.4707047598713615,0.5966138739230274,0.2484800609297676
S1A_8719018,0.16494735827078472,0.9020968615382785,0.20519929009257776,0.9294697632427086,0.7204407174883674,0.43023717646759463,0.08339329961603013,0.06599466496475836,0.9572945416831127,0.1257649097421501
S1A_9104582,0.5420863760728671,0.6376935229369167,0.049511172360050926,0.41320408306970746,0.6006457081521182,0.030067304573469626,0.12775423195198185,0.01574669163627014,0.05710961280704593,0.5587244354188352
S1A_9236441,0.5527870621120188,0.057106120909988164,0.015833398860636103,0.014387708306120307,0.010779982564559499,0.15732004902656538,0.953476727344883,0.5324179904055433,0.09974555400139141,0.3738301155843554
S1A_9236464,0.32593790337998707,0.5402821306327107,0.8334820940640818,0.7625670695244143,0.28049892219461153,0.07749606357387157,0.5078832541752611,0.16867577207584172,0.30794288745184445,0.6141274399369494
S1A_9236507,0.023154915283746167,0.2830958180673491,0.8090119943953619,0.13003608425573168,0.7674965855955487,0.5417643413341895,0.5321033358297239,0.4160421846411554,0.031123005590843727,0.9596694807602846
S1A_9236518,0.792915523229907,0.17236979030358765,0.006763585970215243,0.6679452591467689,0.25942899102183725,0.09047975475358797,0.6114258070938235,0.20335710813961444,0.5044475089249485,0.7314508343499446
S1A_9236540,0.21030559114954142,0.08906453360400016,0.8844440606910436,NA,NA,NA,NA,NA,0.8960174167317313,NA
S1A_9544932,0.6794691688698535,0.7535127541663823,0.017129325183931177,NA,NA,NA,NA,NA,0.0686190390876331,NA
S1A_9558860,0.9993050957740179,0.5214757406685461,0.8494489446309239,0.6724230553347035,0.6185386051326718,0.10592778539811415,0.8904027049371757,0.3896106039490005,0.6997474145560029,0.1925440253891727
S1A_9565863,0.06932624550385397,0.15298794499142448,0.645722981589067,0.6724230553347035,0.6185386051326718,0.10592778539811415,0.8904027049371757,0.3896106039490005,0.038126848006322815,0.1925440253891727
S1A_9600607,0.7549336817867033,0.6623343685106695,0.7472357189563443,NA,NA,NA,NA,NA,0.7752924325457541,NA
S1A_9605976,0.5106733740957423,0.6207744708646081,0.5369611481697627,NA,NA,NA,NA,NA,0.8772325917725292,NA
S1A_9763236,0.010820373746370324,0.46378229026221895,0.2227429406382503,0.5081925756661745,0.9954666368381476,0.4872711759712084,0.0679846573533105,0.07042610218510653,0.23163909754982825,0.9258694146249012
S1A_9940119,0.8843825698161935,5.720064265703154e-4,0.04913698647683484,0.9017463709484834,0.0060230137321910715,0.9644984276397488,0.5386171654196493,0.41531533397522147,0.950206913362694,0.029424930680056614
S1A_9954146,0.8475419301024227,0.45148759311218745,0.45087124935066514,0.43967820770544086,0.05861644208235656,0.1282514610975052,0.1703529393676927,0.04228880082073258,0.21464185585466,0.13410988779992894
S1A_9968711,0.08984394795298094,0.9217307972335463,0.8049086316667606,0.3917252543039418,0.37060734995899536,0.018100116400736558,0.09477374753740074,0.0072955269236441396,0.18481969480517627,0.6191996289786867
S1A_9971970,0.005408044404463846,0.020786912280573035,0.11957038677549744,0.09684317773801558,0.014390153581423528,0.19449712577447203,0.9218235317695685,0.6068004362627479,0.019014188668016782,0.21685375926189693
S1A_9972042,0.01861579734356571,0.033613971797939894,0.20840683311282324,0.5919362361113523,0.45844283878920744,0.09435148783008254,0.8205394018535976,0.41786474198732904,0.053953599767139246,0.14538765473913173
S1A_9972049,0.02179010572930798,0.44886415448220607,0.2917746643022881,0.9656496124346832,0.09843039079494455,0.2925026619612405,0.5727626408552569,0.3477180230940822,0.057975000895419924,0.6681408002048304
S1A_9973220,0.07970955365891379,0.9348076432534821,0.47654371435238174,0.13904788892870473,0.6309742333856467,0.676360734596485,0.6707319702706713,0.7941663360389357,0.41643594257409877,0.34221496016419684
S1A_10122169,0.041291135282523615,0.007656139740588117,0.42067155546914625,0.5879874157149145,0.6821374900783274,0.07853204135978512,0.6387231232442725,0.3113357683360303,0.10182375027691638,0.17649199073993538
S1A_10132752,0.027707000143829506,0.001046375158580801,0.08374744430380138,0.08349954320739088,0.0038160492093830246,0.34419987947931596,0.9464669700866433,0.9054307881102771,0.16825822557994985,0.006566923641553795
S1A_10151390,0.5714798284894272,0.4945472891944357,0.3519018522277907,0.29895196214236186,0.04761676017184441,0.10389795906114345,0.13691092744273128,0.029541072510290083,0.35371020387275987,0.12000892090621844
S1A_10214692,0.6259419528297561,0.2394702484726958,0.17494295220536582,0.8214517361730147,0.0740746608941621,0.8694475039289612,0.9505504592862168,0.7669839893793824,0.07725969752340085,0.004691660274217978
S1A_10214731,0.45113795422398684,0.0356318578074277,0.355581178721884,0.8389611140028579,0.07363575900593487,0.9461894958654556,0.7451948234207569,0.6053207282497063,0.3663829042095105,0.3028894690397445
S1A_10223986,0.2926581803452872,0.2666399020342192,0.18498241620322867,0.5019369441092554,0.024448876599453852,0.5466019446026416,0.8917330661302378,0.9445807957523206,0.46031715932683026,0.06914773705269305
S1A_10249458,0.2860484653504635,0.10289894464618873,0.8241703913265379,0.06417140771724023,0.8640380891198284,0.2136365895318919,0.3548569161178028,0.15051411056113137,0.7465886325204406,0.05041591073664253
S1A_10406996,0.02601598000745795,0.22355571481543543,0.9410368638817559,0.6445984171568874,0.2295032606451617,0.1413622383139799,0.13381506871953994,0.17833730008710524,0.7621871830436489,0.5797663951020056
S1A_10407007,0.10797612084155273,0.03181692560546014,0.6092441652588847,0.3156089648053662,0.1320669292667307,0.4053004167177856,0.4371977359646373,0.19442012775622275,0.2626366374642593,0.2348841436703263
S1A_10423143,0.10590955982253616,0.28559529083171203,0.6002827516760337,0.07527672944501786,0.7280982406098206,0.1754226832406979,0.36991082322709035,0.11009118440781834,0.26031123588232524,0.6617867172183793
S1A_10423167,0.81453695307775,0.22834861194261596,0.18654780421537778,0.37936706227713624,0.08580359235314101,0.8886141849435213,0.7093255245169314,0.7324318641814211,0.3305697461254451,0.09443579115898931
S1A_10428084,0.5398330060677604,0.07857977667843752,0.21927239348917466,0.5019369441092554,0.024448876599453852,0.5466019446026416,0.8917330661302378,0.9445807957523206,0.24229022770895764,0.06914773705269305
S1A_10483505,0.9947981896900653,0.4449732213676243,0.12368451292238966,0.9741171854659987,0.16714362952054979,0.5253276563860233,0.28140902684502944,0.2013669268957682,0.5757308621868114,0.4585195552841057
S1A_10483518,0.07371737443963759,0.5080429911038449,0.3063938383504863,0.17395498563976922,0.7561818081665765,0.00620233034377331,0.034026497552829375,0.0025482412721569555,0.423557362169947,0.7657994331832269
S1A_10605048,0.0474412073453434,0.0038220478065149437,0.13890278085860006,0.14376995834979772,0.024578014067221564,0.19342108123832558,0.7183846141434109,0.4956792020264785,0.10280330658137879,0.06107657750104961
S1A_10605061,0.028976518466962767,3.712096346674677e-4,0.10709564054590048,0.08425092882461095,0.004449536507499658,0.2889865320859742,0.9950284644325451,0.789037166647664,0.1024448642835645,0.007980799382051509
S1A_10607278,0.7159299672952941,0.0023718542341958147,0.5092947516697865,0.5732662021228034,0.13595382162700956,0.6474826796325557,0.4164740723721446,0.32581537168736296,0.6319665469089508,0.451217213835169
S1A_10844708,0.21735437412633735,0.007854719967034981,0.33093431304744736,0.6358048763674833,0.10799859862436673,0.5737975686419665,0.2918592590948173,0.2452649066816518,0.21006260114626962,0.8715721410004017
S1A_11160656,0.013082270091379364,0.02194629794278478,0.04882673176393457,0.5526843670881325,0.20734084976929373,0.012837544569083963,0.031011910644692418,0.002534702020983179,0.08987110774598361,0.9820383493670704
S1A_11718023,0.42369891038572394,0.8499404146121925,0.5838543605756308,0.5122699923526207,0.2010840758417093,0.25125496438349815,0.22795706382666311,0.09988385461741793,0.5816334941806993,0.2515984409511681
S1A_12011526,0.41245750632464884,0.5204670381113556,0.4757260161171948,0.8882333209044186,0.10026412767870012,0.6520223098437159,0.8838781836039182,0.9955437524874091,0.8338453684374838,0.2343616754189678
S1A_12092096,0.3331723740892243,0.11158682159493126,0.7440798590090328,0.7345198854033346,0.10856234280917172,0.9003415131949069,0.9608062490782545,0.8474689779161515,0.3858257004678103,0.2020384978195886
S1A_12130329,0.3858597646225651,0.878509573888565,0.2572833913771632,0.07173707269898806,0.026212988931705455,0.13450417938672443,0.3752771079877083,0.31637407137024304,0.4256371337120841,0.07030756266570078
S1A_12172907,0.626086831656107,0.24179257383187128,0.5301126629541777,0.6108467404385503,0.011379587163237339,0.6424333754489377,0.267912345503237,0.39128481128802706,0.7199738779125557,0.1180379919226649
S1A_12192364,0.5658035809251204,0.6660546246814728,0.47175244876220623,0.9769755353574531,0.8444900912939703,0.4986946420024235,0.43127679833188615,0.4084278445011589,0.8563844761297753,0.5500351367547233
S1A_12219139,0.7028589487352275,0.49811584160407096,0.8704817521726196,0.9769755353574531,0.8444900912939703,0.4986946420024235,0.43127679833188615,0.4084278445011589,0.4107989777570419,0.5500351367547233
S1A_12223694,0.7028589487352275,0.49811584160407096,0.8704817521726196,0.9769755353574531,0.8444900912939703,0.4986946420024235,0.43127679833188615,0.4084278445011589,0.4107989777570419,0.5500351367547233
S1A_12375870,0.6258679362535233,0.6085776754576715,0.6545671456792017,0.2338941603418281,0.02097611054636997,0.2890348851083418,0.7729407716814922,0.6190457925127595,0.8817877158211677,0.07048505689383038
S1A_12375898,0.11557484406533797,0.47217239551536794,0.0808225954229065,0.08777626929424194,0.009608357534827906,0.30804008895554535,0.7751947110687538,0.607391472365109,0.08916994408028293,0.06617084691593801
S1A_12587918,0.5384217103337507,0.18810210971628982,0.5373613685456073,0.32626463111268755,0.36200701772511334,0.707143080653662,0.6200091948250926,0.3413429293393575,0.8482829740803204,0.9123205069165826
S1A_12770438,0.3391016059900692,0.05843623069516673,0.8930091209396744,0.3648671584292166,0.7710043735720182,0.9414840929968743,0.5600058639344917,0.3742756368206076,0.7967904018091,0.4514766106445809
S1A_12770492,0.3832034174935547,0.20304338490767196,0.5673935380863481,0.1404846383830412,0.23272695969226606,0.7094108141419967,0.525538963785071,0.5396219059423879,0.5796239378300674,0.6002997785442785
S1A_12772631,0.6568731100224798,0.3268858104204567,0.9642498411529645,0.6476161437523371,0.40678238914173087,0.4579744620778305,0.574750109040186,0.6296557840668513,0.551380156598233,0.7719825342061264
S1A_12856045,0.2817099947718527,0.7103920393114822,0.5368174835381476,0.6185333775018589,0.49853771822834536,0.6249645216076753,0.3818557482428949,0.43748660631062175,0.609390885442141,0.8097929075890506
S1A_12919680,0.022573273827203685,0.8588625285685728,0.9083150155942427,0.1284028892459619,0.21028697736619315,0.17158307956081922,0.6326027364815483,0.2770128207731583,0.32079103618482446,0.12191905018219895
S1A_13270454,0.6449825331411831,0.17861731906686912,0.4485429243383703,0.32155442458554045,0.050927470851188046,0.2950021343607287,0.8171595949329036,0.5348740833343997,0.6633720870101067,0.10662215534514366
S1A_13350168,0.6382894087103439,0.29715790378801216,0.452177832218035,0.13916423944692277,0.334554917618455,0.5472124226146953,0.4601136859703632,0.29147637003527527,0.7481973024902369,0.9609187808799975
S1A_13382820,0.41771406321206184,0.24383161933702013,0.9641228514310181,0.874798655992902,0.05889141017031674,0.6290220274008436,0.3549756368883843,0.44762767451202423,0.6983495843459802,0.836951044006933
S1A_13417684,0.7270043902125307,0.5582729222506482,0.08392279279758275,0.8069172364357529,0.2817593624837732,0.3086850821030668,0.4363267888607051,0.3107502148083264,0.5617215586785955,0.8347183186101403
S1A_13417699,0.9768614158467042,0.2950223203255821,0.09564669519579268,0.1284028892459619,0.21028697736619315,0.17158307956081922,0.6326027364815483,0.2770128207731583,0.43847027971463925,0.12191905018219895
S1A_13456724,0.03575330313491032,0.014817625167112188,0.19870028561783754,0.042749879325970144,0.31279714703960737,0.5089530858147672,0.7299352511643553,0.49168480067218,5.9050803025437154e-5,9.106406209137618e-4
S1A_13666679,0.6594845898105323,0.13657225145559665,0.39080197161462393,0.39696052391666037,0.9976573790844881,0.16722719088298718,0.5831799639648826,0.252289772390225,0.9454062018960608,0.8398832010127252
S1A_13666694,0.8585111661914915,0.3434682508083985,0.09767336481500676,0.6029580010436367,0.0675669590334331,0.05566466833460294,0.08760406063558902,0.10577214759754883,0.9170330884633462,0.0452955118315493
