id,p_days_to_head
S1A_13940761,0.42378616323489315
S1A_13943348,0.9825712730679048
S1A_14189306,0.24886950459277982
S1A_14189450,0.9458701773839281
S1A_14233808,0.22613444509112493
S1A_14427918,0.6003328558197483
S1A_14430145,0.27739547774601014
S1A_14468537,0.13075761146557552
S1A_14472289,0.2769702524318161
S1A_14520423,0.4527951772674652
S1A_14520449,0.8824006147961276
S1A_14593199,0.6795878250488208
S1A_14593220,0.7431564489237428
S1A_14614704,0.42201072632433034
S1A_14614818,0.2572405751038222
S1A_14614832,0.22613444509112493
S1A_14805693,0.04085450803743247
S1A_14805697,0.08682394122812775
S1A_14805742,0.9285007850217492
S1A_14805815,0.5460182028171883
S1A_14840437,0.8553381983174151
S1A_15034885,0.7941304730822142
S1A_15036494,0.5556264262711045
S1A_15036506,0.8553381983174151
S1A_15036514,0.8553381983174151
S1A_15078283,0.013773586967928336
S1A_15122208,0.9660305252219921
S1A_15182249,0.8553381983174151
S1A_15191232,0.9040409766336002
S1A_15328329,0.858951989556598
S1A_15516712,0.8553381983174151
S1A_15516825,0.9792807071999904
S1A_15516839,0.5653987061958436
S1A_15686346,0.8553381983174151
S1A_15790766,0.9333984654150981
S1A_15807387,0.9141538661863358
S1A_15955019,0.7095007032272418
S1A_15955034,0.8793953949609339
S1A_15955039,0.7211576290380953
S1A_15978850,0.5954805399856954
S1A_15978865,0.5954805399856954
S1A_15978870,0.11978523533243722
S1A_15978903,0.37107362784488784
S1A_16023092,0.7380808205222822
S1A_16040619,0.8553381983174151
S1A_16280408,0.2834536436899701
S1A_16331030,0.6003777016505452
S1A_16417367,0.5720771653861614
S1A_16852356,0.8268893058621525
S1A_16914014,0.8553381983174151
S1A_16933262,0.7445452679610133
S1A_16933335,0.5011354685475907
S1A_18458819,0.7223954709718245
S1A_18461833,0.5946722935613413
S1A_20028685,0.3551106542683836
S1A_20119369,0.3747902611926711
S1A_20158773,0.09515871284644466
S1A_20212520,0.8298750345116188
S1A_20272724,0.9034418904099455
S1A_20317965,0.7680851851277923
S1A_20415627,0.9035544912604913
S1A_20415634,0.8285381098073342
S1A_20420194,0.6978277782576727
S1A_20460782,0.8979632760517076
S1A_20745160,0.9034418904099455
S1A_20745169,0.8779462836548724
S1A_20745179,0.9110341814104843
S1A_20865030,0.0780210245842174
S1A_20886731,0.6266114923925165
S1A_20889093,0.9537296192607576
S1A_20907484,0.9640682126158002
S1A_20922019,0.631224326959162
S1A_21098850,0.44984608475506993
S1A_21098868,0.6069423753532719
S1A_21477986,0.1895933404170473
S1A_21483397,0.6070973231940291
S1A_21483452,0.7297329222005757
S1A_21645252,0.05122630709684363
S1A_21674684,0.10968762571119559
S1A_21674975,0.5725140516028048
S1A_22331274,0.11940464188487307
S1A_22535000,0.7614384922121081
S1A_22612418,0.8256097484700444
S1A_22639327,0.8597919176339526
S1A_22661606,0.8597919176339526
S1A_22922588,0.8990426112484373
S1A_23138343,0.5621408255347696
S1A_23152703,0.5437204689712417
S1A_23155641,0.7356557158090336
S1A_23155708,0.3841729995178821
S1A_23155865,0.5019031838801629
S1A_23164133,0.8199507093924951
S1A_23442272,0.8199507093924951
S1A_24247126,0.7400515015289246
S1A_24395999,0.4042001942917359
S1A_24428086,0.3565556830452715
S1A_24428106,0.2685610006436738
S1A_24561914,0.9919976676727259
S1A_24772778,0.7553034725997954
S1A_24778651,0.7495129039821842
S1A_24826522,0.2909118489987017
S1A_24946667,0.8745381068611993
S1A_25289361,0.7436575757885439
S1A_25289518,0.5837115646607757
S1A_25289557,0.4137334496948828
S1A_25542313,0.9068985557149052
S1A_25704167,0.7436575757885439
S1A_25725731,0.469030758051335
S1A_25804599,0.3295346047687667
S1A_25938292,0.8802079775741019
S1A_26488669,0.8802079775741019
S1A_26598441,0.469030758051335
S1A_26598468,0.5057240453291656
S1A_26961879,0.82682751501528
S1A_27043787,0.22263275282360198
S1A_27139601,0.9733752620191802
S1A_27192043,0.9815989022891947
S1A_27257601,0.7561827542927595
S1A_28610421,0.82682751501528
S1A_28663814,0.9815989022891947
S1A_28663820,0.47333565819145285
S1A_28663893,0.8861903773800028
S1A_28717259,0.7436575757885439
S1A_28762153,0.9399569251855323
S1A_28894088,0.4718437887367185
S1A_29116428,0.6210508193025543
S1A_29122284,0.34076623703741304
S1A_29789944,0.8783924662103455
S1A_29799231,0.34076623703741304
S1A_30015422,0.6883941414318302
S1A_30118988,0.39454849492254696
S1A_30119067,0.5847194658075153
S1A_30191476,0.7872251405280886
S1A_30321888,0.7216983671043727
S1A_30336747,0.6117752492667518
S1A_31254950,0.6901240313501414
S1A_31918096,0.8706238237329427
S1A_31974210,0.8451664769990164
S1A_32282191,0.8451664769990164
S1A_32533905,0.874050483575514
S1A_33369383,0.8451664769990164
S1A_33618583,0.8706238237329427
S1A_33893501,0.6492943749650748
S1A_34656333,0.634187410302423
S1A_34851632,0.7144533558971842
S1A_34878333,0.6526419060806576
S1A_34881232,0.7527911412286696
S1A_34942089,0.8001711030417401
S1A_34979346,0.6769661436555179
S1A_35111248,0.4964769693311235
S1A_35112952,0.914539206264821
S1A_35455716,0.43678667583057196
S1A_35530415,0.7121515963101841
S1A_36173814,0.8701235957642836
S1A_36562581,0.9877601198335915
S1A_36605423,0.82682751501528
S1A_36612835,0.7051958963143057
S1A_36824553,0.2742463877330681
S1A_37489975,0.2742463877330681
S1A_37507495,0.23701998776809044
S1A_38715697,0.4218725317135169
S1A_38718101,0.3088104702146291
S1A_39183260,0.45530794511666783
S1A_39183475,0.9373001466914485
S1A_39409265,0.8995971374995229
S1A_39409268,0.9741193852796988
S1A_39409365,0.7411370476317951
S1A_39652795,0.18723757423963244
S1A_39793056,0.9021677747047704
S1A_39896355,0.2514675396700797
S1A_39918639,0.35905342930435324
S1A_40498794,0.057437628503120376
S1A_40917621,0.6938605183354181
S1A_41074089,0.7609726733133937
S1A_41368108,0.2730210933626369
S1A_41375014,0.7868573367734544
S1A_41393391,0.1664440331072832
S1A_41743658,0.8037470913733786
S1A_41897428,0.2250473106360172
S1A_41901221,0.7879289205173142
S1A_42118911,0.2468307010753467
S1A_42151456,0.22560302852225236
S1A_42253306,0.9126502375710848
S1A_43573807,0.5467114984657286
S1A_45588946,0.46776526395008644
S1A_45609712,0.7868573367734544
S1A_45834648,0.731514115045093
S1A_45855275,0.4379083321424162
S1A_46222270,0.29915656669314405
S1A_46222311,0.06385541575926673
S1A_46276720,0.3453813135691436
S1A_47521369,0.08597506402339238
S1A_47816996,0.8787565206046523
S1A_47824957,0.7142691912453779
S1A_48757494,0.22963435378254402
S1A_48793315,0.31430148031637867
S1A_48793364,0.11909773318016538
S1A_48994281,0.23052458381377175
S1A_48998793,0.5331841534144066
S1A_49004285,0.7745919202313098
S1A_49111238,0.11640333440959016
S1A_49245446,0.06347511109630823
S1A_49254503,0.10077738941094742
S1A_49281757,0.45543615098478163
S1A_49361479,0.36476044326919954
S1A_50915649,0.13628491074928775
S1A_51221934,0.7865078380180465
S1A_51681656,0.7865078380180465
S1A_51692032,0.9124704861695205
S1A_52231514,0.3836281415040207
S1A_52440317,0.27798977327199587
S1A_53437762,0.39199467427590684
S1A_53903789,0.43426203426233057
S1A_54460009,0.6827235314496855
S1A_54460442,0.43426203426233057
S1A_54856729,0.45692754273378566
S1A_56148313,0.45692754273378566
S1A_56164122,0.48549025130870793
S1A_57204953,0.45692754273378566
S1A_57399833,0.8758779306312414
S1A_58020065,0.9238819657026888
S1A_58168226,0.9607887613156656
S1A_58479260,0.9521692542088954
S1A_58840457,0.13323841534295186
S1A_58840466,0.4647772282605779
S1A_59111458,0.856027247733451
S1A_59111490,0.44353908309273204
S1A_60145684,0.5559176049812943
S1A_61006243,0.724771826916247
S1A_62010013,0.22027820475963414
S1A_62010091,0.44353908309273204
S1A_62010152,0.9566638153217839
S1A_62614546,0.9566638153217839
S1A_64548817,0.5680014331047258
S1A_64835777,0.5790738973728697
S1A_66176037,0.44281946098089
S1A_66176109,0.9816088210526746
S1A_67467673,0.44281946098089
S1A_68536174,0.5373696331080251
S1A_71445206,0.767138425002525
S1A_71775630,0.26065377948419693
S1A_71775643,0.6422217189440783
S1A_72554075,0.3837287174066958
S1A_73310721,0.9965488063486994
S1A_73321370,0.767138425002525
S1A_76031032,0.2166856765767644
S1A_76365563,0.5093454018219603
S1A_78330704,0.9975115666468819
S1A_78964544,0.86751850238839745
S1A_78964546,0.9053247157642474
S1A_79111900,0.48540600268001466
S1A_82184943,0.16714588904719066
S1A_85337432,0.6901470396152292
S1A_85903707,0.716823910824332
S1A_89547820,0.23017758908111877
S1A_90108210,0.716823910824332
S1A_91175575,0.716823910824332
S1A_91413161,0.19784633211960867
S1A_95055013,0.8700440531928962
S1A_95313767,0.017854602204965504
S1A_95833703,0.6248245425425006
S1A_96312262,0.5013719855640012
S1A_98524891,0.5464847281520395
S1A_98524914,0.8059651298334177
S1A_99009761,0.9078723275120331
S1A_99663780,0.44107976498268886
S1A_99753936,0.5641870708328662
S1A_99867642,0.714604122157747
S1A_99867645,0.3530734467338894
S1A_99869655,0.18500149942723151
S1A_99912918,0.5574619683751934
S1A_100272316,0.7871276447985388
S1A_101243214,0.6026242892978306
S1A_101243366,0.8931902761663386
S1A_101379465,0.7843426415667938
S1A_102252708,0.7643027593145562
S1A_102889522,0.6036419382033692
S1A_103629939,0.8916149238814837
S1A_104208322,0.9975211227464411
S1A_104222428,0.7843426415667938
S1A_104921251,0.9975211227464411
S1A_106217988,0.4330208941316481
S1A_107103997,0.5616913830807431
S1A_108912343,0.9632876257923502
S1A_118848158,0.5756127395006558
S1A_119710934,0.8335488348485736
S1A_124479544,0.7256981674013354
S1A_125146886,0.7256981674013354
S1A_126515565,0.21511027009273379
S1A_133414652,0.003899526500734116
S1A_150546706,0.6023069559619001
S1A_155708291,0.8440653010549243
S1A_162883674,0.4836493883270414
S1A_171194602,0.6996924895275154
S1A_171194605,0.770653137032745
S1A_171797188,0.274778165405406
S1A_173272168,0.8989282906174725
S1A_175076200,0.7387014126841795
S1A_176898771,0.23497536933388924
S1A_177513636,0.4970900978325353
S1A_180001065,0.8742075084240515
S1A_181886331,0.22573810893626722
S1A_192592225,0.8094682493443677
S1A_208718132,0.30553057246453735
S1A_208718176,0.9717779229613672
S1A_213605752,0.4258418170203311
S1A_219369883,0.7092866678968949
S1A_220176480,0.7992951917883528
S1A_221755123,0.7261122115948524
S1A_221795939,0.82682751501528
S1A_230726899,0.7261122115948524
S1A_237613227,0.393129285489384
S1A_238691007,0.7261122115948524
S1A_243749582,0.9397787007502159
S1A_244496871,0.7261122115948524
S1A_252094907,0.6210769559190186
S1A_255875099,0.7756448924756039
S1A_256921241,0.8176994600467726
S1A_256928919,0.7992951917883528
S1A_258451347,0.19324211832289262
S1A_259478516,0.8335632401202613
S1A_261746066,0.8335632401202613
S1A_262128453,0.8335632401202613
S1A_262443087,0.8057180757867645
S1A_264627084,0.04834742127716196
S1A_264984531,0.8335632401202613
S1A_266198813,0.3040883969218683
S1A_267186876,0.8335632401202613
S1A_268120982,0.8335632401202613
S1A_268930562,0.8335632401202613
S1A_270575281,0.8335632401202613
S1A_273506828,0.8335632401202613
S1A_274207546,0.8335632401202613
S1A_275765978,0.9609845992058934
S1A_278230314,0.8335632401202613
S1A_279293102,0.8335632401202613
S1A_283855283,0.7875036796299747
S1A_285206887,0.8158116893973321
S1A_285351710,0.8392083742262721
S1A_285635261,0.8158116893973321
S1A_287297753,0.29338107352116194
S1A_288479310,0.7722429146624492
S1A_289268398,0.7722429146624492
S1A_289914836,0.920164790778746
S1A_290588945,0.786053296911891
S1A_290732234,0.7722429146624492
S1A_290955784,0.5061166816267562
S1A_291616981,0.1651560687421815
S1A_291617008,0.00800523447602276
S1A_292360052,0.5963199065001883
S1A_293246145,0.17615871408725342
S1A_294513533,0.53297165541775815
S1A_294734915,0.7977099874316093
S1A_294734999,0.182970933720382
S1A_294735020,0.761912864508245
S1A_294736741,0.796266506677068
S1A_295464805,0.7977099874316093
S1A_295537776,0.8135269826352028
S1A_297738248,0.8091026164204773
S1A_297884677,0.748903919859184
S1A_298108877,0.74168895395835
S1A_298628845,0.6599488011112595
S1A_298646355,0.5862419494619663
S1A_299295180,0.05593844879593465
S1A_300002943,0.9753658797199456
S1A_302504546,0.8774970774369284
S1A_302785113,0.9738000387689794
S1A_302939347,0.7192820294654838
S1A_303057267,0.9164889491378427
S1A_303679292,0.885893981884774
S1A_305110930,0.9513555559577263
S1A_305386371,0.5671686554212805
S1A_305972250,0.7403301093912171
S1A_306143327,0.24447751243623375
S1A_307408817,0.9882991331216205
S1A_309452599,0.9013026928540987
S1A_309760861,0.6826320268289668
S1A_309760960,0.6082724698514921
S1A_310247417,0.6826320268289668
S1A_310870124,0.7192820294654838
S1A_310971341,0.6826320268289668
S1A_311808383,0.7192820294654838
S1A_312613160,0.7877893973030669
S1A_313452845,0.39152251866428855
S1A_317815070,0.6826320268289668
S1A_319774851,0.6826320268289668
S1A_320331200,0.6826320268289668
S1A_320798381,0.4374200377722518
S1A_335371115,0.8251855230960579
S1A_335545655,0.7689623925179433
S1A_335994472,0.7689623925179433
S1A_335995428,0.9933112614909558
S1A_336110446,0.39962659566334646
S1A_336476310,0.8371055033957275
S1A_337630441,0.7228743817358585
S1A_339847714,0.060100849107031014
S1A_339927670,0.8532569914570837
S1A_341122428,0.7322156849771717
S1A_342385338,0.7689623925179433
S1A_345115118,0.7689623925179433
S1A_345531464,0.7669329600300722
S1A_345833920,0.11978141623335148
S1A_347648337,0.7322156849771717
S1A_347907934,0.8532569914570837
S1A_348300842,0.7689623925179433
S1A_349750391,0.5423440043803283
S1A_350410536,0.15302582087825578
S1A_351340522,0.7669329600300722
S1A_351882595,0.7669329600300722
S1A_352137657,0.7669329600300722
S1A_353912420,0.9725646327867707
S1A_353922106,0.6818200480807517
S1A_357065886,0.6742236157490482
S1A_358151433,0.6742236157490482
S1A_361072543,0.6742236157490482
S1A_362063808,0.5093703822572835
S1A_362203211,0.9607602461460331
S1A_362203216,0.11198053682978647
S1A_362203239,0.18801473178620928
S1A_364223804,0.6412480033888079
S1A_364223869,0.6742236157490482
S1A_366276276,0.5093703822572835
S1A_366589354,0.5093703822572835
S1A_367011454,0.8225014688701917
S1A_368746801,0.5900040032621608
S1A_368801860,0.7189929016634458
S1A_368815750,0.3259925520234761
S1A_369082866,0.5061644440402168
S1A_369272583,0.5061644440402168
S1A_370523592,0.812448814910593
S1A_371945216,0.6453190023449256
S1A_371949336,0.9998212910008499
S1A_372520743,0.6864489359503907
S1A_372554621,0.8396348043351856
S1A_372638780,0.9792912458695413
S1A_373765465,0.9998212910008499
S1A_374216815,0.8214797045324396
S1A_374570726,0.8416622495873753
S1A_374952097,0.7107821719109311
S1A_375468477,0.9960530631006133
S1A_376476374,0.9998212910008499
S1A_376476500,0.8214797045324396
S1A_378566172,0.9027284049559615
S1A_379584288,0.6194464217370854
S1A_379860859,0.9701749745506734
S1A_382247260,0.6846774486658497
S1A_382741869,0.9339160990956433
S1A_384336344,0.9339160990956433
S1A_384775604,0.7784729321426467
S1A_386477447,0.9146226746762872
S1A_386508162,0.6078918038990606
S1A_391669510,0.770289937442735
S1A_392044194,0.4771954859037004
S1A_394260776,0.5306166902662446
S1A_394817980,0.7534196439279772
S1A_394857078,0.3956330706446972
S1A_395204847,0.4771954859037004
S1A_396455873,0.4771954859037004
S1A_399232216,0.619200722386944
S1A_399473996,0.6517060843466964
S1A_400957020,0.29662411618640344
S1A_402236557,0.7594833851563532
S1A_403654793,0.9184866460057495
S1A_403654820,0.5793847876669256
S1A_406627217,0.3152571040879717
S1A_431973271,0.41513275529905913
S1A_446035808,0.8172867955375467
S1A_449180428,0.07665779726321399
S1A_449180436,0.7356751243769852
S1A_449180454,0.5492901061326225
S1A_451116119,0.35397764734336956
S1A_451727048,0.03811970778052414
S1A_455492409,0.6621646971639428
S1A_462617163,0.1627937677249958
S1A_462699022,0.4209023873217692
S1A_463407231,0.5160611480035837
S1A_464836983,0.44025671169173197
S1A_464836987,0.5561295194845981
S1A_464836990,0.4986405064549313
S1A_465501557,0.5408088908121984
S1A_466348542,0.0017201147465483227
S1A_466910260,0.5408088908121984
S1A_467184972,0.5753710161253802
S1A_468234495,0.5753710161253802
S1A_468829856,0.5488420066146333
S1A_469187288,0.6167155429609625
S1A_469486527,0.5587825853990037
S1A_471490140,0.5587825853990037
S1A_471700659,0.8853906018714071
S1A_471968982,0.8853906018714071
S1A_472151120,0.8853906018714071
S1A_472430336,0.7880056029677895
S1A_474229146,0.4850798812857987
S1A_474555860,0.6938134437987815
S1A_475408855,0.483558946205746
S1A_475475053,0.4859155818997297
S1A_475625509,0.5718005270198554
S1A_475708681,0.6489940098493494
S1A_475709265,0.6977770006198292
S1A_475755264,0.4859155818997297
S1A_476982450,0.4694985019419131
S1A_477935558,0.5133996591971448
S1A_478261764,0.8915962097891394
S1A_478424706,0.4957267814105676
S1A_479089839,0.7859180142911522
S1A_479089853,0.8065531041889544
S1A_479713960,0.5221299700630766
S1A_479840228,0.7859180142911522
S1A_480263017,0.5133996591971448
S1A_480551334,0.7859180142911522
S1A_480750379,0.9104889555523447
S1A_480826969,0.7859180142911522
S1A_481518816,0.958735573238622
S1A_483605123,0.9845796996297973
S1A_483605125,0.9845796996297973
S1A_483674978,0.8549563426597939
S1A_484277884,0.8549563426597939
S1A_486052839,0.8549563426597939
S1A_486594043,0.8549563426597939
S1A_488108987,0.8549563426597939
S1A_488634428,0.8549563426597939
S1A_489356628,0.8549563426597939
S1A_490112421,0.6679651451573374
S1A_494027609,0.31237142870093515
S1A_494821800,0.838960416827522
S1A_495189104,0.838960416827522
S1A_497213490,0.5656488274746663
S1A_497221127,0.5656488274746663
S1A_497489735,0.30569294727910595
S1A_497779817,0.2679092975607226
S1A_497902351,0.24131201005829947
S1A_497918920,0.24025098321015387
S1A_498287359,0.2884964545788425
S1A_498427041,0.37017500291190575
S1A_498539597,0.2711870989147945
S1A_498585440,0.8920257480749642
S1A_499183034,0.44905477792690507
S1A_499736632,0.3664956621847889
S1A_499808950,0.13093535166713413
S1A_500074551,0.2104993501427674
S1A_500842256,0.19571627216769813
S1A_500980841,0.1291343601306983
S1A_501031655,0.17539028978865365
S1A_501034068,0.04863441241785203
S1A_501034081,0.45783736363159544
S1A_501034658,0.0934935077517998
S1A_501034671,0.45582117478339634
S1A_502682678,0.21823676601995465
S1A_503381311,0.47427571199485075
S1A_503737471,0.028402744576971697
S1A_503737526,0.14289469915024938
S1A_504089999,0.08118586165259281
S1A_504091240,0.06726726884725778
S1A_504243481,0.25986756646144954
S1A_504335953,0.02995507967720894
S1A_504420080,0.23977620641018688
S1A_504703030,0.21223452545368857
S1A_504977501,0.32249045265563026
S1A_504981565,0.45214109755256104
S1A_504981587,0.08155353810863086
S1A_507336810,0.6293645187045284
S1A_507767975,0.08707215274790349
S1A_507936949,0.6408540578390018
S1A_507956069,0.7419236508312061
S1A_508047046,0.7165012528105483
S1A_508120855,0.19199060218743533
S1A_508184636,0.2421327744369311
S1A_508184675,0.7215277607800474
S1A_508202200,0.7002701896062175
S1A_508202202,0.6854068600580663
S1A_508571601,0.6732032836621569
S1A_508720387,0.6873934441281911
S1A_508723994,0.6871968111417694
S1A_509012997,0.82295787391929
S1A_509013016,0.7080200787838995
S1A_509033664,0.02866874660806446
S1A_509676136,0.011821021912135219
S1A_509676242,0.07072110596606032
S1A_509700492,0.0821168545047942
S1A_509773089,0.40003898140106886
S1A_509773172,0.07592882659879063
S1A_509773218,0.1972314189380727
S1A_510281396,0.12779943476560357
S1A_510292911,0.18933421086502897
S1A_510300902,0.7165012528105483
S1A_510457584,0.7080200787838995
S1A_510457626,0.8584935914021145
S1A_510830701,0.18933421121405566
S1A_510849322,0.20154017418230075
S1A_510983454,0.05342807084012629
S1A_511152083,0.42541447940614163
S1A_511486283,0.3050409287377561
S1A_511609396,0.9646399467020697
S1A_511614411,0.06938997015491519
S1A_511632612,0.8869115117029831
S1A_511633074,0.20955217823174632
S1A_512208504,0.20507069012818172
S1A_512475340,0.7307702868817569
S1A_512475389,0.8184547608813857
S1A_512475800,0.9863866046025938
S1A_512491739,0.13276081913576318
S1A_512491747,0.5783749962878809
S1A_512666143,0.6204396012662377
S1A_512666409,0.7367622736613639
S1A_512885554,0.5765579272940053
S1A_512947443,0.7128311448389986
S1A_513209096,0.6363186784882613
S1A_513503125,0.6227824240068476
S1A_513503126,0.503139202760059
S1A_513519921,0.7501291744700671
S1A_513660886,0.5783749962878809
S1A_513844928,0.14003827629304633
S1A_513896120,0.04864002783087652
S1A_514025092,0.2026394097629705
S1A_514038689,0.8097281277998036
S1A_514096062,0.22342361480224726
S1A_514115822,0.5354255830223437
S1A_514115825,0.20118524933104626
S1A_514115849,0.3325461889670056
S1A_514529731,0.3570945363675502
S1A_514667179,0.25545772093709745
S1A_515341789,0.4106484587941964
S1A_515341817,0.5523723211051422
S1A_515365892,0.33876997733344083
S1A_515496083,0.890279337577962
S1A_515662296,0.9999585491776206
S1A_515759602,0.2517440795209878
S1A_515960887,0.9406402924587285
S1A_516040850,0.25307120721021953
S1A_516064763,0.4096123081829469
S1A_516064856,0.37631595537142326
S1A_516235924,0.08593426469565356
S1A_516354935,0.10617899117929254
S1A_516580542,0.09119779870623637
S1A_516580611,0.35006120774788063
S1A_516581303,0.41727852123172215
S1A_516584271,0.8051126456150327
S1A_516739574,0.6421118006477138
