id,p_WeightOf1000Particles,p_SampleAreaAverage,p_WKAreaMedian,p_seeds_per_spikelet
S1A_11208352,0.7079644222231247,0.866197339739569,0.8308658252744076,0.042764151903318795
S1A_11718023,0.5880506500675007,0.7522569728507316,0.7209971468241364,0.16966532868695475
S1A_12011526,0.05340832004659298,0.3079013876149146,0.05991146032241186,0.8561713791461137
S1A_12092096,0.022239861524519126,0.23354718078304507,0.04772288726585256,0.9692302347991917
S1A_12130329,0.8099949895607146,0.6219977026028333,0.9619615636868808,0.27652147295131674
S1A_12172907,0.07609097693345634,0.09165590197394771,0.048613573258942035,0.5171596854286604
S1A_12192364,0.974302161089433,0.5642451346687674,0.7979264297891884,0.6508921583603964
S1A_12219139,0.974302161089433,0.5642451346687674,0.7979264297891884,0.6508921583603964
S1A_12223694,0.974302161089433,0.5642451346687674,0.7979264297891884,0.6508921583603964
S1A_12568339,0.9086495446169164,0.5705157587223362,0.9427502870472724,0.471425604931065
S1A_12587918,0.7030062488584184,0.8743633277875325,0.8685290613850497,0.028814185498965958
S1A_12770438,0.7015002768539522,0.6267860879881991,0.8200944525643515,0.66374796862978
S1A_12770492,0.7765918338331733,0.5850522241397071,0.9703620654132233,0.4692464618231158
S1A_12772631,0.6178260193819911,0.4663048909229526,0.6641456137865905,0.5806392228806961
S1A_12822045,0.08584904314602199,0.09757641692928734,0.053849118813989905,0.570779709693107
S1A_12856045,0.6843732289589579,0.4933186811531317,0.7686198784262352,0.3883725690778972
S1A_12919680,0.15981606769378257,0.10964502721627359,0.18056106514286963,0.4785601879551493
S1A_13350168,0.4045662882833332,0.9307597666326444,0.22577609305163177,0.8624348842566316
S1A_13382820,0.01754361340310657,0.14906571130159432,0.036692608975401185,0.8758685848615494
S1A_13417684,0.9835238588704575,0.4813873621837972,0.895714917499074,0.5842476393401934
S1A_13417699,0.15981606769378257,0.10964502721627359,0.18056106514286963,0.4785601879551493
S1A_13456724,0.8879464013236373,0.8796155169482494,0.8802616762208648,0.6040066923250188
S1A_13666679,0.8719461504394558,0.5250683885853593,0.8962391056965802,0.5117808035031244
S1A_13666694,0.8537881030463352,0.6892458958675286,0.9256872374744112,0.7420878651209198
S1A_13667563,0.38813388198163656,0.8574522828149703,0.792607834876871,0.8897182171082206
S1A_13767805,0.08978531749228798,0.5383306436814574,0.12699617641607594,0.34873832937419247
S1A_13767832,0.65697615038268,0.7141819041296718,0.9680341393905365,0.2819105876875376
S1A_13806217,0.08308916452862666,0.5645718934691556,0.13716068954276353,0.36265051391197645
S1A_13861936,0.5431076982297566,0.9281729695249674,0.7010916914195062,0.4826906443276916
S1A_13940761,0.5431076982297566,0.9281729695249674,0.7010916914195062,0.4826906443276916
S1A_13943348,0.6840640787705052,0.9973994124921597,0.8555870645235817,0.951450329220324
S1A_14189306,0.22781748153066014,0.22297045192134365,0.5210339620585066,0.5256850712860403
S1A_14430145,0.36340944838420564,0.9109366745535971,0.5347249977899858,0.3426396624305109
S1A_14468537,0.36340944838420564,0.9109366745535971,0.5347249977899858,0.3426396624305109
S1A_14472289,0.36340944838420564,0.9109366745535971,0.5347249977899858,0.3426396624305109
S1A_14593199,0.8183475727531454,0.8369891228105042,0.43292682607237243,0.9305917486488937
S1A_14614704,0.2144649186889685,0.5990070926228355,0.38776596790766793,0.5413842776525742
S1A_14614818,0.3631885074123802,0.8512345890490993,0.5393636586560735,0.2466705581333154
S1A_14805693,0.9174361440136829,0.8755893538878199,0.758204253565935,0.7511048924306705
S1A_14805697,0.44803921546064585,0.9365034630907709,0.7326893058222503,0.14861959997356788
S1A_14805742,0.4936498523665156,0.5651098042152969,0.018625933310234634,0.07689226845308465
S1A_14805815,0.05156342791676051,0.36092885155786514,0.08100599264685442,0.40038323027518974
S1A_14840437,0.17246477297551668,0.5518936389456803,0.3065239332376056,0.39107699819608
S1A_15034885,0.05156342791411671,0.3609288515274677,0.08100599262730825,0.4003832274193324
S1A_15036494,0.5751807418965635,0.7666455460656412,0.5194443442704062,0.1949161897113533
S1A_15036506,0.17246477297551668,0.5518936389456803,0.3065239332376056,0.39107699819608
S1A_15036514,0.17246477297551668,0.5518936389456803,0.3065239332376056,0.39107699819608
S1A_15078283,0.259638456610271,0.3592506685595075,0.29685770725046806,0.5893982359763702
S1A_15122208,0.08978531749228798,0.5383306436814574,0.12699617641607594,0.34873832937419247
S1A_15182249,0.17246477297551668,0.5518936389456803,0.3065239332376056,0.39107699819608
S1A_15191232,0.5024174257951557,0.26058864057396486,0.2034234087569945,0.8399741920689335
S1A_15328329,0.05156342791411671,0.3609288515274677,0.08100599262730825,0.4003832274193324
S1A_15516712,0.17246477297551668,0.5518936389456803,0.3065239332376056,0.39107699819608
S1A_15516825,0.5004490857578218,0.63604357067263,0.04478776602708628,0.05059882335744941
S1A_15516839,0.13092674807939197,0.197035050765525,0.19058966686786666,0.9207567088871134
S1A_15686346,0.17246477297551668,0.5518936389456803,0.3065239332376056,0.39107699819608
S1A_15790766,0.12244551304264448,0.6195409495059981,0.13424128322876655,0.405970002461418
S1A_15807387,0.051059494417717885,0.3709442661335992,0.06459147140399443,0.4379394838901951
S1A_15955019,0.06660722027021587,0.5750861886185162,0.08298329837433793,0.885561174320421
S1A_15955034,0.5319838485770703,0.8515447806546133,0.7184297013879413,0.06774616079235622
S1A_15955039,0.5319838485770703,0.8515447806546133,0.7184297013879413,0.06774616079235622
S1A_15978850,0.07696612236149508,0.5915357010980054,0.10824401249361737,0.9367719538081499
S1A_15978865,0.07696612236149508,0.5915357010980054,0.10824401249361737,0.9367719538081499
S1A_15978870,0.20902162211418004,0.6927089613595511,0.09284318331331434,0.872155073839445
S1A_15978903,0.4948328761736345,0.6058021020680346,0.3751641677122681,0.2474546595888689
S1A_16023092,0.12244551304264448,0.6195409495059981,0.13424128322876655,0.405970002461418
S1A_16040619,0.17246477297551668,0.5518936389456803,0.3065239332376056,0.39107699819608
S1A_16280408,0.32804663139129775,0.29586113910638445,0.3443012125197227,0.0841026393594574
S1A_16331030,0.12244551304264448,0.6195409495059981,0.13424128322876655,0.405970002461418
S1A_16417367,0.3631885074123802,0.8512345890490993,0.5393636586560735,0.2466705581333154
S1A_16852356,0.12244551304264448,0.6195409495059981,0.13424128322876655,0.405970002461418
S1A_16914014,0.17246477297551668,0.5518936389456803,0.3065239332376056,0.39107699819608
S1A_16933262,0.051059494446612834,0.3709442661828303,0.06459147135254201,0.43793948413186234
S1A_16933335,0.5744158084127531,0.778970821707319,0.4687475496863176,0.21293152412531824
S1A_18458819,0.6003510167641765,0.8022115723623874,0.5152771053144214,0.23297665287403402
S1A_18461833,0.05780056864907349,0.3931389787823255,0.0801678434839642,0.4789104026105697
S1A_20028685,0.014024615732252645,0.12315860993674352,0.055582452768285426,0.31493031724809684
S1A_20119369,0.9114635256936695,0.6838496779955936,0.5966518760239901,0.0049869882662260745
S1A_20158773,0.32929011031876,0.6186400932799052,0.6655660268102899,0.8334676134497556
S1A_20212520,0.4889872647785004,0.6068858938899993,0.4109721848444523,0.2479092587160625
S1A_20317965,0.32804663139129775,0.29586113910638445,0.3443012125197227,0.0841026393594574
S1A_20415627,0.25389674678921376,0.4279304176664961,0.20853830752551428,0.5767922286680566
S1A_20415634,0.2649385642842795,0.6347764647442371,0.366949467118145,0.5745938227000353
S1A_20420194,0.30009621603125985,0.6370759427854145,0.3885741217583032,0.3302109052502449
S1A_20460782,0.624722880691293,0.4182880249141788,0.3899170130252173,0.7078981222842902
S1A_20745169,0.624722880691293,0.4182880249141788,0.3899170130252173,0.7078981222842902
S1A_20745179,0.624722880691293,0.4182880249141788,0.3899170130252173,0.7078981222842902
S1A_20865030,0.765801090715069,0.4201968040898644,0.40187667448413866,0.49478274044239645
S1A_20886731,0.36623223950514305,0.561116934087436,0.2485214374270307,0.7599525958020565
S1A_20889093,2.2082306144132844e-5,0.006308395931749264,6.308245893621668e-4,0.19710332993300947
S1A_20907484,0.9685033900100111,0.8660561195548862,0.7210974151227245,0.3138851952345897
S1A_20922019,0.9683961453892942,0.7655968175492828,0.804989688762123,0.37179999672389963
S1A_21098850,0.26501365911843333,0.6957370688194873,0.5185415542697078,0.5589114326986064
S1A_21098868,0.3877016043592648,0.82679363935132,0.6008638885678412,0.5645822822151284
S1A_21477986,0.015924696729823707,0.04725646295267592,0.006270637196961557,0.5209099906039266
S1A_21483397,0.3513254242095072,0.7408266224735229,0.5503972691406951,0.5527101660132263
S1A_21483452,0.3513254242095072,0.7408266224735229,0.5503972691406951,0.5527101660132263
S1A_21645252,0.495568279627283,0.578462459033113,0.8119740714370431,0.4382354690010022
S1A_21674684,0.08553022024850743,0.3353936300998569,0.14076814472137547,0.14538243950827043
S1A_21674975,0.32994565650775065,0.7502044405031018,0.4856305894056314,0.6044715403528673
S1A_22331274,0.8201898996566857,0.8692145450349489,0.825868802483824,0.7347188158227114
S1A_22639327,0.6351635918028863,0.18832168904791152,0.5189295008979429,0.5746677032530954
S1A_22661606,0.6351635918028863,0.18832168904791152,0.5189295008979429,0.5746677032530954
S1A_22922588,0.6178260193819911,0.4663048909229526,0.6641456137865905,0.5806392228806961
S1A_23138343,0.4724634918062698,0.9531681032037385,0.2766097138038531,0.18179403413679981
S1A_23152703,0.15625805943392077,0.228537751010259,0.043958177673251074,0.21645703818056372
S1A_23155708,0.6281233146971141,0.9336585126290831,0.4837029129711554,0.3669206952092592
S1A_23155865,0.4724634918062698,0.9531681032037385,0.2766097138038531,0.18179403413679981
S1A_23164133,0.4915473297311542,0.13163330259323305,0.38903951106425194,0.5702186844278474
S1A_23442272,0.4915473297311542,0.13163330259323305,0.38903951106425194,0.5702186844278474
S1A_24247126,0.4915473297311542,0.13163330259323305,0.38903951106425194,0.5702186844278474
S1A_24395999,0.9512605626978503,0.5360538226873882,0.8017791125977599,0.07508640233754584
S1A_24428086,0.06124269526737465,0.6282196967163038,0.6594130731786906,0.885144526272617
S1A_24428106,0.06124269526737465,0.6282196967163038,0.6594130731786906,0.885144526272617
S1A_24778651,0.5267433433714188,0.147305503314302,0.42690175192777113,0.5261190910866143
S1A_24826522,0.7472424757160495,0.35381309618643186,0.7469947035319912,0.20004658203396655
S1A_24946667,0.4904779210070792,0.10111501320484462,0.25336761564186344,0.6190735595327734
S1A_25289518,0.3766089431405065,0.10674426975805212,0.2811272271344484,0.6261105119264707
S1A_25289557,0.3935782220921046,0.5480176672586085,0.1587391096986421,0.020095147619582112
S1A_25542313,0.5633716954259571,0.7901861061496072,0.5988447587576629,0.0947401753778563
S1A_25725731,0.9364557955883112,0.5496222397146158,0.7831293344357414,0.06493168627657256
S1A_25804599,0.5376403767025911,0.7042017526682485,0.320738899435707,0.06144483380629565
S1A_25938292,0.4915473297311542,0.13163330259323305,0.38903951106425194,0.5702186844278474
S1A_26488669,0.4915473297311542,0.13163330259323305,0.38903951106425194,0.5702186844278474
S1A_26598441,0.9364557955883112,0.5496222397146158,0.7831293344357414,0.06493168627657256
S1A_26598468,0.2805937367836434,0.23145086068876963,0.7119942999191307,0.42782967871082545
S1A_27043787,0.34163530291790634,0.10812508286772464,0.3264693435766458,0.37418701625853557
S1A_27139601,0.8854345534405614,0.49660722725000095,0.9213316633784316,0.09042649594755879
S1A_27192043,0.9910518767723198,0.8012761269755001,0.4560540814744275,0.6697486271807507
S1A_27257601,0.4882069171459722,0.6858239784413989,0.9017099515952224,0.509549050157245
S1A_28663814,0.9910518767723198,0.8012761269755001,0.4560540814744275,0.6697486271807507
S1A_28663820,0.2920687128492744,0.5195536392322242,0.16717733895119602,0.0231787857366935
S1A_28663893,0.15981606769378257,0.10964502721627359,0.18056106514286963,0.4785601879551493
S1A_28762153,0.6661391766438187,0.9621571693979003,0.7211097868896095,0.40941872603419627
S1A_28894088,0.1345053578912108,0.8123469419326624,0.34699745485442524,0.1265542556817698
S1A_29116428,0.763921130774154,0.237611579750532,0.5040650831198665,0.9185556112991484
S1A_29122284,0.7396293320920213,0.7965186583089062,0.743725125380537,0.148171394068941
S1A_29799231,0.7396293320920213,0.7965186583089062,0.743725125380537,0.148171394068941
S1A_30015422,0.9910518767723198,0.8012761269755001,0.4560540814744275,0.6697486271807507
S1A_30118988,0.06864095790925757,0.3541772033821593,0.07763758876062186,0.7288730713732702
S1A_30119067,0.14283454073523894,0.7664927388845733,0.19567459118005237,0.07588832615734097
S1A_30321888,0.8526395411003062,0.9303112930935462,0.712526886734884,0.7666664423612396
S1A_30336747,0.8526395411003062,0.9303112930935462,0.712526886734884,0.7666664423612396
S1A_31254950,0.8305368049626168,0.9240987980979095,0.583387271487402,0.28816073310423196
S1A_31918096,0.6258906586546924,0.5736363309211835,0.2447929666364197,0.41449805015859553
S1A_31974210,0.6258906586546924,0.5736363309211835,0.2447929666364197,0.41449805015859553
S1A_32282191,0.6258906586546924,0.5736363309211835,0.2447929666364197,0.41449805015859553
S1A_33369383,0.6258906586546924,0.5736363309211835,0.2447929666364197,0.41449805015859553
S1A_33618583,0.6258906586546924,0.5736363309211835,0.2447929666364197,0.41449805015859553
S1A_34656333,0.6042930687336631,0.2120980518669385,0.48815530119885675,0.459461444526029
S1A_34851632,0.4707470167339626,0.2921841570033783,0.8117468820017126,0.4111759406962755
S1A_34878333,0.6537942728411945,0.31678271113819945,0.405322739970992,0.8169570987459231
S1A_34881232,0.4707470167339626,0.2921841570033783,0.8117468820017126,0.4111759406962755
S1A_34942089,0.5633233111435737,0.30178180875235644,0.47073175912251053,0.8220021743017392
S1A_34979346,0.6178260174418402,0.46631256930541665,0.6641456173289817,0.5806392250564414
S1A_35111248,0.46223853456980746,0.2603246140978055,0.7094330159801028,0.29401584490036403
S1A_35112952,0.46223853456980746,0.2603246140978055,0.7094330159801028,0.29401584490036403
S1A_35455716,0.96114847243107715,0.8331794876621181,0.504213688711485,0.5258962557228282
S1A_35530415,0.6181333224227988,0.31655293285757746,0.7455663483569518,0.29259043194966067
S1A_36173814,0.3767024402081016,0.0929041498712836,0.30353292555474215,0.4198437546065613
S1A_36562581,0.5462099247011152,0.199970750103148,0.5355719493218328,0.32231000076020977
S1A_36612835,0.11267342115241684,0.054864759763003874,0.054378627528319304,0.3084204132487398
S1A_36824553,0.18902668928732602,0.02077728057548739,0.14910115068842092,0.2030203058813693
S1A_37489975,0.18902668928732602,0.02077728057548739,0.14910115068842092,0.2030203058813693
S1A_37507495,0.9482043333914216,0.3213519564441347,0.7229131276281309,0.5778559180514985
S1A_38715697,0.704293082664379,0.153175191033082,0.699964140709221,0.022322676489117704
S1A_38718101,0.1790507941379651,0.017371716598905438,0.1414038101114642,0.21516204451278162
S1A_39183260,0.7596651637315919,0.19412504621651244,0.8129483075617023,0.012431210036033764
S1A_39183475,0.8056120314856374,0.17839714259109918,0.9645923092434279,0.015961678258643957
S1A_39409268,0.9860316764238635,0.06444718195177128,0.37748651729827765,0.2622871763396472
S1A_39409365,0.7341885384338191,0.7561715000808369,0.5050536491826132,0.0105699771793149
S1A_39652795,0.3656583778141127,0.15044195878001917,0.41536785142699706,0.27973252988821257
S1A_39793056,0.7392653864295438,0.8291956987073053,0.480633762002907,0.011353268608091953
S1A_39896355,0.08861162799966982,0.0302067907839793,0.026029036023070978,0.1984559043802895
S1A_39918639,0.10641589015649615,0.24450007072047467,0.053992864875914114,0.0050458573382656
S1A_40498794,0.8039017988274588,0.692335525777779,0.3773383961479716,0.1340698112368332
S1A_40917621,0.8677577107989162,0.8450622067382534,0.6542729479238489,0.17696622879462814
S1A_41074089,0.36475024854959837,0.07268206440183403,0.23161643695181075,0.45500090746662625
S1A_41368108,0.19879895242305176,0.022248605698036113,0.1594628605344133,0.1849591552557636
S1A_41375014,0.3455735420830519,0.06883855218032298,0.18337127688830251,0.4962757656074923
S1A_41393391,0.22490618967422965,0.3036685885224271,0.18057412067488643,0.06590538411442975
S1A_41897428,0.15126896312927152,0.18246755813616658,0.05768653757309134,0.03310713324422892
S1A_42118911,0.15575834103327238,0.21081706886790919,0.06278708833346208,0.02775276959186045
S1A_42151456,0.15575834103327238,0.21081706886790919,0.06278708833346208,0.02775276959186045
S1A_43573807,0.6887532599544517,0.7507740303224308,0.2260037709314432,0.24731261122694992
S1A_45588946,0.0605646329003419,0.19451493188729485,0.05641652854957828,0.15939285727969552
S1A_45609712,0.3455735420830519,0.06883855218032298,0.18337127688830251,0.4962757656074923
S1A_45834648,0.9240211288972098,0.6958604764493042,0.7888523714765521,0.33284521171842896
S1A_46222270,0.3568307860214488,0.2969192309059477,0.07537145028188828,0.16338325376242444
S1A_46222311,0.8365986966066596,0.9051820240814905,0.346839641352898,0.0947444378569958
S1A_46276720,0.4356002377783347,0.04742513521365714,0.05628449781464475,0.8954244306779604
S1A_47521369,0.3816400229539427,0.2998288041126129,0.08174832762718426,0.12145297205996582
S1A_47816996,0.8525554855587056,0.5698947449632511,0.8533600768755661,0.2974913159357617
S1A_48757494,0.8365986966066596,0.9051820240814905,0.346839641352898,0.0947444378569958
