ID,Date,Time,ProductType,InstrumentID,CalibrationFile,SWVersion,SampleName,SampleComments,SampleError,SampleWeight,NumberOfParticles,WeightOf1000Particles,RiceType,RiceTypeCalculatedBy,LabLMedian,LabAMedian,LabBMedian,LabLMode,LabAMode,LabBMode,WKWeightPerc,BrokenWeightPerc,OutlierWeightPerc,ChalkyWeightPerc,LightChalkyWeightPerc,TotalChalkyWeightPerc,BlackWeightPerc,RedWeightPerc,YellowWeightPerc,GreenWeightPerc,OtherWeightPerc,LongRiceWeightPerc,MediumRiceWeightPerc,ShortRiceWeightPerc,WKNumber,BrokenKernelsNumber,OutlierNumber,ChalkyKernelsNumber,LightChalkyKernelsNumber,TotalChalkyKernelsNumber,BlackKernelsNumber,RedKernelsNumber,YellowKernelsNumber,GreenKernelsNumber,OtherKernelsNumber,LongRiceNumber,MediumRiceNumber,ShortRiceNumber,WKPerc,BrokenKernelsPerc,OutlierKernelsPerc,ChalkyKernelsPerc,LightChalkyKernelsPerc,TotalChalkyKernelsPerc,BlackKernelsPerc,RedKernelsPerc,YellowKernelsPerc,GreenKernelsPerc,OtherKernelsPerc,LongRiceKernelsPerc,MediumRiceKernelsPerc,ShortRiceKernelsPerc,SampleLengthAverage,SampleWidthAverage,SampleAreaAverage,SampleLWAverage,WKWidthAverage,WKLengthAverage,WKAreaAverage,WKLWAverage,SampleWidthMedian,SampleLengthMedian,SampleAreaMedian,WKWidthMedian,WKLengthMedian,WKAreaMedian,SampleWidthSTDEV,SampleLengthSTDEV,SampleAreaSTDEV,WKWidthSTDEV,WKLengthSTDEV,WKAreaSTDEV,BrokenThreshold,OutlierThresholdWidth,OutlierThresholdLength,OutlierThresholdArea,OutlierThresholdLW,BrokenDefinedAsFailPerc,ChalkyDefinedAsFailPerc,LightChalkyDefinedAsFailPerc,BlackDefinedAsFailPerc,RedDefinedAsFailPerc,YellowDefinedAsFailPerc,GreenDefinedAsFailPerc,OtherDefinedAsFailPerc,ChalkyLabMin,ChalkyLabMax,LightChalkyLabMin,LightChalkyLabMax,BlackLabMin,BlackLabMax,RedLabMin,RedLabMax,YellowLabMin,YellowLabMax,GreenLabMin,GreenLabMax,OtherColorLabMin,OtherColorLabMax,LongRiceUSDAMin,LongRiceUSDAMax,MediumRiceUSDAMin,MediumRiceUSDAMax,ShortRiceUSDAMin,ShortRiceUSDAMax,AverageWKChalkyPercentage,std_l,std_a,std_b,sampleAveragePerimeter
11,2022_7_5,19:11:44,GRAINS,147,WHEAT,  7.0.30 ,Kin22_UX1993-18_14-8-4_Ap,,,10.200,310,36.814,Mixed,L/W,56.860,10.000,31.000,59.220,10.000,33.000,97.088,2.912,0.336,0.090,2.126,2.216,0.791,0.000,0.000,0.168,0.171,0.000,43.336,53.417,269,38,3,2,11,13,5,0,0,3,4,0,117,152,86.774,12.258,0.968,0.645,3.548,4.193,1.613,0.000,0.000,0.968,1.290,0.000,37.742,49.032,5.550,2.951,12.550,1.881,3.164,5.952,13.961,1.888,3.159,5.987,14.090,3.259,6.050,14.488,0.690,1.280,4.635,0.380,0.657,2.986,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.012,4.833,2.545,4.344,14.277
12,2022_7_5,19:12:49,GRAINS,147,WHEAT,  7.0.30 ,Kin22_UX1993-21_14-9-1_Ap,,,10.300,348,35.034,Mixed,L/W,58.820,9.000,29.000,59.220,10.000,30.000,95.238,4.762,0.064,0.218,2.417,2.635,0.090,0.000,0.000,0.037,0.426,0.000,18.879,76.295,280,67,1,7,24,31,2,0,0,2,12,0,61,219,80.460,19.253,0.287,2.011,6.897,8.908,0.575,0.000,0.000,0.575,3.448,0.000,17.529,62.931,5.249,2.901,11.803,1.809,3.211,5.874,13.885,1.838,3.202,5.817,13.558,3.311,5.990,14.643,0.751,1.426,4.926,0.353,0.557,2.628,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.088,5.465,2.975,6.282,13.724
13,2022_7_5,19:14:14,GRAINS,147,WHEAT,  7.0.30 ,Kin22_UX1993-170_14-9-2_Ap,,,7.500,286,29.847,Mixed,L/W,54.510,10.000,31.000,59.220,10.000,35.000,93.920,6.080,1.079,0.069,2.783,2.852,6.348,0.000,0.000,0.051,0.714,0.000,49.199,43.641,236,44,6,1,14,15,28,0,0,2,6,0,142,94,82.517,15.385,2.098,0.350,4.895,5.245,9.790,0.000,0.000,0.699,2.098,0.000,49.650,32.867,5.300,2.698,10.738,1.964,2.890,5.725,12.092,2.010,2.844,5.674,11.733,3.016,5.767,12.602,0.637,1.132,3.885,0.425,0.539,2.596,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.043,5.128,2.424,4.566,13.511
14,2022_7_5,19:16:24,GRAINS,147,WHEAT,  7.0.30 ,Kin22_UX1993-10_14-9-3_Ap,,,11.800,382,34.857,Mixed,L/W,55.690,10.000,31.000,59.220,10.000,33.000,98.073,1.927,1.120,0.000,0.358,0.358,1.600,0.000,0.000,0.137,0.189,0.000,76.542,20.411,332,39,11,0,3,3,13,0,0,5,7,0,272,60,86.911,10.209,2.880,0.000,0.785,0.785,3.403,0.000,0.000,1.309,1.832,0.000,71.204,15.707,5.774,2.842,12.516,2.032,3.058,6.174,13.932,2.035,3.080,6.156,13.863,3.143,6.251,14.416,0.700,1.259,4.520,0.373,0.527,2.710,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.009,4.637,2.538,4.000,14.617
15,2022_7_5,19:18:3,GRAINS,147,WHEAT,  7.0.30 ,Kin22_UX1993-29_14-9-4_Ap,,,8.200,238,38.896,Mixed,L/W,61.180,8.000,29.000,61.180,8.000,30.000,96.292,3.708,0.668,0.070,3.655,3.725,0.086,0.000,0.000,0.058,0.121,0.000,24.033,71.590,203,31,4,2,19,21,2,0,0,2,3,0,63,140,85.294,13.025,1.681,0.840,7.983,8.823,0.840,0.000,0.000,0.840,1.261,0.000,26.471,58.824,5.671,3.118,13.371,1.819,3.338,6.119,14.963,1.856,3.356,6.086,14.622,3.458,6.210,15.370,0.759,1.302,5.073,0.478,0.608,3.407,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.087,4.592,2.258,4.910,14.744
16,2022_7_5,19:19:49,GRAINS,147,WHEAT,  7.0.30 ,Kin22_UX1993-51_14-10-1_Ap,,,7.900,269,33.348,Mixed,L/W,59.610,9.000,30.000,59.220,10.000,33.000,97.512,2.488,1.449,0.279,3.870,4.149,0.214,0.000,0.000,0.135,0.041,0.000,42.444,53.619,231,30,8,5,19,24,2,0,0,6,1,0,121,110,85.874,11.152,2.974,1.859,7.063,8.922,0.743,0.000,0.000,2.230,0.372,0.000,44.981,40.892,5.518,2.833,11.960,1.948,3.045,5.919,13.335,1.972,2.975,5.929,12.705,3.109,6.000,13.467,0.726,1.270,4.581,0.455,0.526,3.008,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.223,4.953,2.754,5.511,14.143
17,2022_7_5,19:21:55,GRAINS,147,WHEAT,  7.0.30 ,Kin22_UX1993-7_14-10-2_Ap,,,7.900,240,34.594,Mixed,L/W,58.430,10.000,32.000,59.220,10.000,35.000,98.965,1.035,0.215,0.019,1.863,1.882,0.735,0.000,0.000,0.085,0.020,0.000,75.162,23.588,226,12,2,1,11,12,2,0,0,2,1,0,179,47,94.167,5.000,0.833,0.417,4.583,5.000,0.833,0.000,0.000,0.833,0.417,0.000,74.583,19.583,5.951,2.921,12.760,2.037,3.013,6.087,13.357,2.047,3.122,6.187,13.986,3.162,6.224,14.132,0.589,1.059,3.750,0.439,0.557,2.927,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.194,3.931,2.267,4.109,14.924
18,2022_7_5,19:23:58,GRAINS,147,WHEAT,  7.0.30 ,Kin22_ARGA051160-14LE31_14-10-3_Am,,,8.100,218,38.755,Short,L/W,59.610,9.000,28.000,59.220,8.000,30.000,99.040,0.960,0.000,0.188,0.355,0.543,0.000,0.000,0.000,0.027,0.045,0.000,7.315,91.725,207,11,0,2,3,5,0,0,0,1,1,0,21,186,94.954,5.046,0.000,0.917,1.376,2.293,0.000,0.000,0.000,0.459,0.459,0.000,9.633,85.321,5.625,3.229,13.773,1.742,3.317,5.788,14.353,1.754,3.316,5.800,14.355,3.347,5.829,14.468,0.505,0.829,3.371,0.324,0.399,2.273,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.039,4.676,1.878,4.045,14.837
19,2022_7_5,19:25:53,GRAINS,147,WHEAT,  7.0.30 ,Kin22_UX1993-56_14-10-4_Ap,,,11.400,309,41.238,Short,L/W,61.570,9.000,29.000,59.220,8.000,30.000,96.584,3.416,0.125,0.185,3.035,3.220,0.171,0.000,0.000,0.019,0.033,0.000,5.027,91.432,267,41,1,7,20,27,3,0,0,1,1,0,18,249,86.408,13.269,0.324,2.265,6.472,8.737,0.971,0.000,0.000,0.324,0.324,0.000,5.825,80.583,5.562,3.246,13.744,1.714,3.464,6.004,15.302,1.742,3.480,5.995,15.481,3.562,6.094,15.975,0.703,1.280,4.859,0.375,0.540,2.899,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.142,4.413,2.354,5.323,14.707
20,2022_7_5,19:27:33,GRAINS,147,WHEAT,  7.0.30 ,Kin22_UX1993-38_14-11-1_Ap,,,10.900,383,31.060,Mixed,L/W,56.860,10.000,30.000,59.220,10.000,31.000,98.024,1.976,0.621,0.000,0.646,0.646,1.707,0.000,0.000,0.072,0.104,0.000,80.090,17.313,344,35,4,0,7,7,6,0,0,4,2,0,291,53,89.817,9.138,1.044,0.000,1.828,1.828,1.567,0.000,0.000,1.044,0.522,0.000,75.979,13.838,5.777,2.757,12.073,2.096,2.907,6.089,13.079,2.118,2.897,6.100,12.998,2.951,6.187,13.406,0.647,1.204,4.173,0.419,0.620,2.926,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.017,4.649,2.446,3.492,14.529
21,2022_7_5,19:29:19,GRAINS,147,WHEAT,  7.0.30 ,Kin22_UX1993-30_14-11-2_Ap,,,8.400,200,43.108,Mixed,L/W,60.780,8.000,28.000,59.610,8.000,30.000,99.045,0.955,0.000,0.000,0.743,0.743,1.315,0.000,0.000,0.000,0.000,0.000,49.589,49.456,193,7,0,0,2,2,3,0,0,0,0,0,103,90,96.500,3.500,0.000,0.000,1.000,1.000,1.500,0.000,0.000,0.000,0.000,0.000,51.500,45.000,6.380,3.268,15.433,1.952,3.316,6.508,15.835,1.995,3.376,6.557,16.071,3.404,6.572,16.122,0.532,0.828,3.605,0.459,0.465,2.937,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.008,4.029,1.530,2.952,16.205
22,2022_7_5,19:31:4,GRAINS,147,WHEAT,  7.0.30 ,Kin22_NC08-23383_14-11-3_Am,,,7.300,207,35.427,Mixed,L/W,59.220,9.000,29.000,59.220,8.000,30.000,99.971,0.029,0.000,0.000,0.503,0.503,0.000,0.000,0.000,0.029,0.000,0.000,63.181,36.790,206,1,0,0,2,2,0,0,0,1,0,0,147,59,99.517,0.483,0.000,0.000,0.966,0.966,0.000,0.000,0.000,0.483,0.000,0.000,71.014,28.502,5.971,3.009,13.165,1.984,3.019,5.993,13.224,2.000,3.064,6.028,13.438,3.064,6.028,13.460,0.362,0.503,2.336,0.330,0.396,2.178,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.053,2.897,1.533,2.296,15.051
23,2022_7_5,19:32:39,GRAINS,147,WHEAT,  7.0.30 ,Kin22_UX1993-188_14-11-4_Ap,,,9.500,246,40.000,Mixed,L/W,58.820,9.000,29.000,59.220,10.000,30.000,99.368,0.632,0.059,0.000,0.170,0.170,1.206,0.000,0.000,0.060,0.162,0.000,11.177,88.131,236,9,1,0,1,1,4,0,0,2,3,0,34,202,95.935,3.659,0.407,0.000,0.407,0.407,1.626,0.000,0.000,0.813,1.220,0.000,13.821,82.114,5.832,3.291,14.190,1.772,3.372,5.936,14.684,1.770,3.400,5.954,14.681,3.413,5.988,14.818,0.555,0.857,3.566,0.373,0.502,2.674,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.035,4.068,2.040,3.600,15.222
24,2022_7_5,19:34:39,GRAINS,147,WHEAT,  7.0.30 ,Kin22_UX1993-57_14-12-1_Ap,,,7.200,190,39.774,Mixed,L/W,60.780,9.000,30.000,59.220,8.000,33.000,99.434,0.566,0.413,0.000,0.788,0.788,0.000,0.000,0.000,0.099,0.040,0.000,19.281,79.741,180,8,2,0,4,4,0,0,0,3,1,0,49,131,94.737,4.211,1.053,0.000,2.105,2.105,0.000,0.000,0.000,1.579,0.526,0.000,25.789,68.947,5.815,3.180,13.758,1.829,3.288,5.976,14.370,1.835,3.321,6.040,14.668,3.341,6.050,14.789,0.625,0.921,3.785,0.417,0.501,2.751,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.013,3.940,2.121,3.444,14.986
25,2022_7_5,19:37:5,GRAINS,147,WHEAT,  7.0.30 ,Kin22_GA001138-8E36_14-12-2_Ap,,,13.100,344,41.338,Mixed,L/W,54.900,10.000,30.000,59.220,10.000,35.000,98.454,1.546,0.334,0.137,1.258,1.395,13.532,0.000,0.000,0.054,0.081,0.000,15.747,82.372,312,29,3,5,11,16,41,0,0,3,3,0,65,247,90.698,8.430,0.872,1.453,3.198,4.651,11.919,0.000,0.000,0.872,0.872,0.000,18.895,71.802,5.757,3.167,13.765,1.818,3.338,6.067,14.862,1.829,3.354,6.102,15.005,3.425,6.176,15.374,0.690,1.175,4.490,0.406,0.560,2.947,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.031,5.495,2.852,4.960,14.959
26,2022_7_5,19:38:27,GRAINS,147,WHEAT,  7.0.30 ,Kin22_UX1993-44_14-12-3_Ap,,,9.300,412,35.445,Mixed,L/W,61.180,9.000,30.000,63.140,10.000,35.000,87.277,12.723,1.844,3.342,11.388,14.730,0.265,0.082,0.000,0.223,0.855,0.000,22.629,62.804,229,171,12,54,75,129,5,3,0,10,9,0,75,154,55.583,41.505,2.913,13.107,18.204,31.311,1.214,0.728,0.000,2.427,2.184,0.000,18.204,37.379,4.504,2.523,9.363,1.785,3.280,5.996,14.394,1.849,2.812,5.404,9.914,3.375,6.067,14.941,1.009,1.896,6.273,0.446,0.580,3.127,4.264,4.591,8.210,24.450,2.892,70,25,0,15,30,30,10,10,75,100,75,100,0,35,0,60,60,97,97,165,0,0,3.000,8.000,1.900,3.000,1.000,1.900,0.854,7.874,4.003,9.129,12.016
