id,p
S1A_59111458,3.649950466035479e-10
S1A_62010091,2.439552931593657e-13
S1A_64835777,0.7157430811176908
S1A_67467673,5.110474277620714e-13
S1A_71445206,8.701477839111356e-10
S1A_73321370,7.888628150077356e-11
S1A_74441286,2.324421635871685e-10
S1A_76031032,0.09742461461870897
S1A_82132072,0.0024293005455431624
S1A_85903707,2.745319009750395e-9
S1A_90108210,2.824501616382514e-9
S1A_91175575,1.0553026142010879e-11
S1A_91413161,0.1159338244805405
S1A_95055013,6.032821061657439e-12
S1A_95833703,1.810708708870812e-10
S1A_96550311,0.08796343014827637
S1A_99009761,2.3965873673105588e-11
S1A_99867645,0.007355349133075663
S1A_99869655,2.0657367166457162e-14
S1A_100272312,9.957258946925244e-14
S1A_104208322,4.646612500286436e-9
S1A_106217988,2.5214789514548336e-9
S1A_108912339,3.3454799398147086e-5
S1A_108912343,1.5043629509529512e-9
S1A_108912408,9.288938623796584e-7
S1A_118848158,4.705659415576269e-10
S1A_119710934,5.75841142143208e-9
S1A_125146886,4.836967941207614e-10
S1A_131521539,1.1247892432275077e-9
S1A_170503438,1.0066926798383242e-5
S1A_219369883,1.1118119535266747e-9
S1A_220176480,3.2524091259960533e-9
S1A_221795939,2.3694688137983663e-10
S1A_227196936,1.1161127621949752e-5
S1A_238691007,1.0233735870795005e-9
S1A_255875099,0.8179333335817376
S1A_256921241,1.960821692372724e-9
S1A_259478516,3.9649146151082035e-10
S1A_262443087,1.426836558283804e-11
S1A_264984531,1.2474241373913964e-10
S1A_268930562,7.421398595383031e-11
S1A_270575281,3.8678541652096053e-10
S1A_273506828,1.8333787091911877e-10
S1A_278230314,1.9528173633166506e-10
S1A_285351710,6.576540442120206e-10
S1A_285635261,7.933079274061134e-9
S1A_288479310,6.611204933707521e-10
S1A_289268398,8.977819570686139e-11
S1A_290588945,7.128252018588552e-10
S1A_290955784,0.9940460305765622
S1A_292625090,0.34433051121548874
S1A_294734915,9.474104263681391e-11
S1A_294735020,0.7671550029164949
S1A_294736741,3.587604941537405e-9
S1A_295464805,1.898659833825713e-9
S1A_296244133,0.5536533285226051
S1A_297738248,0.6963273824470787
S1A_297884677,2.5309911543631076e-10
S1A_298108848,0.9021321316530186
S1A_298108877,4.051616104852168e-9
S1A_298628845,0.06724247050474122
S1A_298646355,1.0646268033752426e-8
S1A_300002943,3.703847194741771e-10
S1A_302939347,2.3048159734460874e-10
S1A_303728178,6.762641942613783e-8
S1A_305110930,0.9930494469197885
S1A_306143327,2.5032142866878453e-11
S1A_309760861,1.5685998950004288e-10
S1A_309760960,4.1467187474129657e-16
S1A_310247417,1.3192443602324147e-10
S1A_310870124,7.585168568458905e-10
S1A_317815070,1.9568223461898215e-11
S1A_319774851,1.3188155714996456e-10
S1A_320331200,1.960493827369992e-9
S1A_335545655,2.2627447913995988e-10
S1A_335994472,7.04145189686248e-10
S1A_336476310,9.047152492121477e-10
S1A_337630441,3.0291450044794586e-11
S1A_338746404,1.7724229597412172e-11
S1A_339927670,3.50212950524839e-10
S1A_342385338,4.759580914500625e-11
S1A_345531464,6.319224029115152e-10
S1A_347648337,5.891835933105664e-10
S1A_347922930,3.204304049793582e-10
S1A_348300842,6.373706264729572e-10
S1A_351340522,2.895452853759918e-10
S1A_351882595,2.929525555109522e-10
S1A_352137657,6.811128203020383e-11
S1A_353912420,4.3675726908272275e-11
S1A_353922106,4.239583626016417e-10
S1A_357065886,3.409263244990316e-11
S1A_358151433,9.356650169498864e-11
S1A_362063808,4.138529003589178e-10
S1A_366276276,9.88015119339234e-11
S1A_366589354,2.157249672333798e-11
S1A_367011454,4.991906668480097e-10
S1A_367438009,4.1381620343996854e-9
S1A_368452245,0.1018861886557727
S1A_368801860,1.2226318225804984e-10
S1A_368801905,2.5078440722537306e-10
S1A_369272583,1.1186071749624035e-10
S1A_371949336,1.992202092465198e-9
S1A_373765465,1.8391491560941373e-9
S1A_374257495,1.7469636827336103e-13
S1A_374952154,0.007324891002257347
S1A_375468477,2.530237706778303e-9
S1A_376476374,3.607122453917698e-9
S1A_378566172,4.950015076352029e-9
S1A_379860859,6.6839632478953816e-9
S1A_382247260,1.5640001145623912e-9
S1A_384336344,5.647604632121178e-9
S1A_387519796,4.700081258324995e-10
S1A_391669510,1.0822040784550423e-9
S1A_392044194,8.096623637460982e-11
S1A_394260776,0.6731147728532445
S1A_394533130,0.02262073827333186
S1A_394817980,1.3454089421366511e-10
S1A_395204847,1.2115985597264293e-10
S1A_396455873,2.0833105440491028e-10
S1A_399232216,1.211598559726398e-10
S1A_402236557,3.575681505373056e-9
S1A_403654793,7.540616097470265e-9
S1A_403654820,0.24170440377173258
S1A_408492952,0.025907027925118887
S1A_431973271,0.24170440377173258
S1A_459177303,0.09742461461871267
S1A_462699022,0.020964369121872644
S1A_464855761,0.5991905201728289
S1A_467184972,0.6653953287607449
S1A_468829856,0.7686656477601281
S1A_469486527,0.6941368207657534
S1A_475408855,0.04213490855873079
S1A_475408896,0.02590702792511853
S1A_475708681,0.04213490855873079
S1A_475709265,0.09742461461871267
S1A_476982450,0.04213490855873079
S1A_477935558,0.04213490855873079
S1A_478261764,0.4883730731694319
S1A_480750379,0.09742461461871267
S1A_481518816,0.09742461461871267
S1A_483605087,0.09742461461871267
S1A_484300076,0.09742461461871267
S1A_486052839,0.11593382448052962
S1A_488108987,0.09742461461871267
S1A_488634286,0.09742461461871267
S1A_489171124,0.09742461461871267
S1A_494799791,0.24170440377173258
S1A_497221127,0.018817656905161385
S1A_497221140,0.24170440377173258
S1A_497489735,0.005731842959662258
S1A_497779817,0.015990990732442156
S1A_497863932,0.027243958240815526
S1A_498287359,0.0664701655870597
S1A_498539570,0.09742461461871267
S1A_498539597,0.05531520103191283
S1A_499808950,0.08981632598751686
S1A_500074551,0.04213490855873079
S1A_500961323,0.09742461461871267
S1A_500980841,0.06584733523573527
S1A_501031655,0.04213490855873079
S1A_503381311,4.022027774078469e-8
S1A_504089999,1.7285280414088215e-5
S1A_504091240,3.269304931364538e-6
S1A_504420080,2.416695237645441e-6
S1A_504703030,5.008736772563708e-6
S1A_507936949,4.427913418805798e-8
S1A_508184636,0.04141136842702525
S1A_508184675,2.7160491797394577e-7
S1A_508202200,5.3124256567006113e-8
S1A_508571601,1.7601048711756914e-8
S1A_508720387,3.1961000603885507e-8
S1A_509676242,0.1097524744072253
S1A_510292911,0.041009270918889465
S1A_510830701,0.155607630057541
S1A_511152083,0.14308448319772543
S1A_511410444,0.24170440377174954
S1A_511614427,0.00843313754094301
S1A_512491739,5.989845903186458e-6
S1A_512666143,1.6706259716476462e-10
S1A_513209096,4.1832952622624154e-10
S1A_514115822,0.046216965309213195
S1A_514115825,2.2179619707883597e-5
S1A_514115849,1.9585236755719946e-10
S1A_515759602,7.171875537805677e-11
S1A_516064856,0.012973321058896868
S1A_516164892,8.792581709465474e-9
S1A_516584271,0.033624308057317906
S1A_516739574,0.11593382448054022
S1A_517409836,0.24170440377173258
S1A_517762268,0.24170440377173258
S1A_518659077,0.24170440377173258
S1A_518935012,0.24170440377173258
S1A_519892941,0.24170440377173258
S1A_519892954,0.009752648807512027
S1A_519992162,0.01851308186386983
S1A_520792209,0.12433751692941322
S1A_520868179,0.02098321268578396
S1A_520939783,0.30970677318317086
S1A_521227646,0.04213490855873191
S1A_521933660,7.800001645546556e-17
S1A_521982343,0.04213490855873191
S1A_522189542,7.801591949318306e-11
S1A_522189599,3.475996981563654e-15
S1A_522519240,2.236660500700423e-15
S1A_523111437,2.7710907494093276e-16
S1A_524389483,2.771090749409369e-16
S1A_525021260,4.046012889649359e-18
S1A_526758145,4.1467187474131185e-16
S1A_526908615,1.1836578489770094e-16
S1A_529249759,0.04213490855873191
S1A_530178155,0.04213490855873191
S1A_531326794,0.030523405766570866
S1A_531680865,4.422899561820301e-5
S1A_531680875,0.09742461461870171
S1A_532432969,1.038668758547788e-6
S1A_532487814,6.26936125803115e-7
S1A_532668674,0.46926020310258965
S1A_532759501,8.564165708060054e-8
S1A_532786063,0.09742461461870897
S1A_533670346,6.391458171960464e-7
S1A_534774157,4.538849354456882e-6
S1A_535441008,1.0329238821810811e-14
S1A_535858090,1.1885487519142423e-14
S1A_536609007,0.5120735592942833
S1A_536614397,0.4110012644982881
S1A_536664287,0.5738848109499578
S1A_537350548,1.0132380615646368e-6
S1A_537889065,1.344177713069711e-6
S1A_540053917,0.10879981127083645
S1A_540664712,0.036641034201245655
S1A_541320361,0.336702912894533
S1A_541892208,0.09742461461870171
S1A_543780843,0.09742461461870171
S1A_544495389,0.09742461461870171
S1A_544915041,0.09742461461870171
S1A_545762254,0.050583264070481485
S1A_548298746,0.2109730539116251
S1A_548683187,0.09742461461870171
S1A_548956406,0.025907027925123918
S1A_549287288,0.09742461461870171
S1A_549851181,0.3208057407334072
S1A_550948175,0.02255015452190331
S1A_551910214,0.09742461461870171
S1A_557886121,0.09742461461870171
S1A_558316677,0.09742461461870171
S1A_559009518,3.4778505055259765e-5
S1A_559780854,0.32080574073341345
S1A_563281185,0.0018653123424804611
S1A_564314347,0.09742461461870171
S1A_565049957,0.09742461461870171
S1A_566184334,0.09742461461870171
S1A_567630576,0.09742461461870171
S1A_568003154,0.09742461461870171
S1A_570108584,0.09742461461870171
S1A_570620103,0.09742461461870171
S1A_572022462,0.09742461461870171
S1A_572337796,0.10670859752493912
S1A_572680899,0.09786899765893088
S1A_573064575,0.09742461461870171
S1A_574476448,0.09742461461870171
S1A_575223412,0.09742461461870171
S1A_577480402,2.981344268686587e-5
S1A_577594312,2.270742510440865e-5
S1A_577719590,0.006077447611835349
S1A_577986628,2.7723670531399084e-16
S1A_578329017,0.7770636146389011
S1A_578357031,1.5763298051379839e-16
S1A_578785369,3.7855429299553074e-16
S1A_578921601,0.04415422918336491
S1A_578933504,0.03970658744410067
S1A_579157342,0.006368001341141172
S1A_579198536,0.030230482875364045
S1A_579302715,2.931169771511698e-10
S1A_580452798,2.1127353053329077e-4
S1A_580958028,1.6385576779989918e-4
S1A_580961728,0.0032900907381381655
S1A_581471061,0.10248440626538585
S1A_581754308,0.042206496977409684
S1A_582654741,0.057907454755266395
S1A_583819106,0.24170440377174954
S1A_583866450,0.02973271594176026
S1A_584516856,9.81708375212247e-6
S1A_584671763,0.24170440377174954
S1A_584676757,2.4421320689984205e-4
S1A_585624643,0.24170440377174954
S1A_585645812,6.202703854140202e-5
S1A_585645875,3.22151657257615e-5
S1A_585786129,0.0011450319919207583
S1A_586108109,1.2089850912809891e-5
S1A_586292857,6.096054897570466e-6
S1A_586955655,0.001833877648171695
S1A_587572802,0.0020206945939225183
S1A_587931769,0.24170440377174954
S1A_588098228,8.901012658672494e-6
S1A_588112699,4.600615519164149e-5
S1A_588683254,0.24170440377174954
S1A_589032864,0.013532279222459052
S1A_589247569,0.21719782823669243
S1A_590005256,0.0010855490628521509
S1A_590967799,0.004216743855334257
S1A_591147633,0.971290095248529
S1A_591308551,0.0016359107272074474
S1A_592088481,0.24170440377174954
S1A_592536968,4.311955093364385e-4
S1A_592770484,2.1829538518398e-5
S1B_3213222,0.05058326407047549
S1B_3657994,0.05058326407047549
S1B_4535992,5.29358635127968e-4
S1B_4536001,0.09742461461869592
S1B_5193128,0.09742461461869592
S1B_5527912,0.09742461461869592
S1B_6485489,1.5464896571811784e-5
S1B_6485505,2.3946598150110023e-5
S1B_6678732,3.6393767906857116e-5
S1B_7989432,0.9098655933398099
S1B_9099016,5.0276986538227755e-5
S1B_9270095,1.7256367988888955e-4
S1B_9270111,1.3117578169636294e-4
S1B_9593548,1.0048734958598156e-5
S1B_9593562,0.007093642496223483
S1B_9593574,0.5530960086173886
S1B_9845441,1.2141929467150898e-4
S1B_10060312,0.0021117577110937704
S1B_12778822,5.350565608965263e-18
S1B_12918178,0.0013089325921548758
S1B_14343395,0.042134908558731796
S1B_14442565,9.006235660874867e-5
S1B_15289384,0.44832781198332194
S1B_16188311,0.31776596530000567
S1B_16217106,0.6602018191123471
S1B_16427196,0.5721817364700716
S1B_16627974,0.055458349023645694
S1B_17568004,4.4449387776050915e-5
S1B_17568008,0.8767431673587458
S1B_17892342,0.7987741066113387
S1B_19773234,0.2417044037717531
S1B_19887791,0.987716046796993
S1B_20047970,0.09742461461870777
S1B_20753261,0.2417044037717531
S1B_24255129,0.08742961670062292
S1B_24830811,3.17227357826239e-10
S1B_25812934,5.7839354194375275e-11
S1B_26075745,4.286550868239993e-7
S1B_26397262,4.680974744721219e-6
S1B_26397307,3.4077230296177615e-6
S1B_26591874,7.110922826716185e-13
S1B_26591910,0.7686656477601348
S1B_27242878,0.08742961670063105
S1B_27677312,0.029298471128397043
S1B_29119790,0.0415012153552746
S1B_30394680,3.910772888581772e-10
S1B_30726873,2.475313108567316e-10
S1B_31847036,0.1636284123330673
S1B_32420475,0.09796456726045379
S1B_32991773,0.7381572804499241
S1B_34798162,0.6428565010302534
S1B_34991030,0.10474176519150906
S1B_35942950,0.03657997061092376
S1B_36535564,0.06781094893690796
S1B_37210050,0.03908422878187507
S1B_38230260,0.039971399784205094
S1B_38276854,0.0017737749287094252
S1B_39234736,0.6377193825878541
S1B_39307362,0.032766651096501835
S1B_39854275,0.987716046796993
S1B_42348168,4.738135466923914e-8
S1B_43086827,0.4116262053672357
S1B_43086859,0.9594241366784955
S1B_43111497,0.2747992059395043
S1B_43111569,9.121377760203054e-9
S1B_43175987,3.290496605524616e-7
S1B_43639307,0.900520871221011
S1B_45375569,0.01086181975502018
S1B_46096648,5.26910020801605e-7
S1B_46225625,5.371239606810397e-5
S1B_46257098,0.024625746933778538
S1B_46660434,2.376952245300259e-5
S1B_47162694,5.43948602287491e-4
S1B_47925602,0.003991443018169809
S1B_48263421,2.416340729253136e-5
S1B_48279866,0.6941368207656634
S1B_48279869,5.651636495280502e-10
S1B_48279887,1.5826224129243326e-6
S1B_50019843,0.014026758071621077
S1B_52614349,5.479636113527745e-5
S1B_55461724,0.7225142183491857
S1B_56322413,7.564661537011144e-5
S1B_57068945,5.4285306175122574e-5
S1B_57687500,1.1140372310456339e-4
S1B_58586435,0.6941368207656624
S1B_59835531,1.077323444334503e-5
S1B_60256379,0.7686656477601348
S1B_61672313,1.280011950811249e-8
S1B_62023036,9.501277116140528e-6
S1B_63968292,0.8014465405997853
S1B_64279764,0.7887413849374904
S1B_65346615,4.199930805003331e-8
S1B_65768436,0.07701070031443887
S1B_67534688,5.556702988338415e-5
S1B_67534699,0.5991905201728205
S1B_68725720,8.332902210394038e-9
S1B_69252606,5.880966492785876e-9
S1B_69542618,2.3477058452282968e-8
S1B_70703309,5.758089082624065e-5
S1B_71620343,4.020283167457791e-9
S1B_72695457,1.3790967135499828e-8
S1B_73576940,1.0343305000468272e-8
S1B_74894895,4.990800808307624e-9
S1B_76143094,4.463420057758764e-9
S1B_84971903,6.3340013325163916e-9
S1B_85769487,7.84966886091593e-9
S1B_87972892,7.1085347805414595e-9
S1B_89450786,7.802398525844028e-10
S1B_91381981,1.4198266884093652e-9
S1B_94004381,0.8001237192236798
S1B_98447380,0.698009012886669
S1B_99799514,5.802298202266068e-6
S1B_101221210,0.4606684982762409
S1B_106765697,0.6235040742112972
S1B_110127002,0.6960913965595378
S1B_115286094,0.6674623969260629
S1B_117178278,0.8429527271545717
S1B_123352476,0.7885342125295915
S1B_144728705,1.7600399026691532e-5
S1B_150666897,0.5991905201728214
S1B_151865458,3.9630080336670176e-5
S1B_155408199,0.9876324510995673
S1B_159912961,0.7849698216957667
S1B_176291094,0.007734469737410818
S1B_176291120,3.899753626655362e-8
S1B_197786473,5.703184559062051e-10
S1B_226232221,0.006323538884885141
S1B_263748920,7.157218214191498e-10
S1B_264762000,6.45495468088113e-11
S1B_269041753,1.7693180877711157e-7
S1B_271932433,0.03576483330695581
S1B_285338856,0.2735732597214757
S1B_295181894,0.04747917210596767
S1B_297299583,0.030138027946237878
S1B_298074395,0.023909807658411827
S1B_299650980,0.01523260127985193
S1B_300951565,4.6451388077850576e-5
S1B_324358106,7.469558680661909e-8
S1B_325985493,0.32658178626153056
S1B_326763520,1.4318443567156981e-4
S1B_326790003,1.638007504333575e-5
S1B_327567658,0.6222348866588508
S1B_328669956,1.2139553459901134e-6
S1B_328942636,0.31761965397809977
S1B_330510456,7.278269424086497e-7
S1B_333780163,2.629825494778757e-6
S1B_334123657,9.521373143064727e-7
S1B_336069190,2.2108441439258806e-7
S1B_336353738,3.4648426019981005e-6
S1B_337280657,0.003745805813088189
S1B_338016386,1.102893409278654e-6
S1B_340462230,3.5398669750307054e-7
S1B_343953543,4.602687713465648e-7
S1B_354341395,0.3562477818255888
S1B_366877779,2.2313533774728194e-6
S1B_438090026,0.04490231227656879
S1B_442968510,0.7873038960239984
S1B_448740284,0.8623248861148369
S1B_453188672,9.095790407600187e-9
S1B_454888168,1.6412702921303185e-8
S1B_456744771,3.9116393674430245e-8
S1B_457378212,4.627115586921257e-8
S1B_458328073,3.1469450627819795e-8
S1B_458728562,3.575636631350939e-8
S1B_461236200,0.7858366655706779
S1B_461804602,2.6901266757687015e-8
S1B_465690424,2.494704447377697e-8
S1B_468389275,2.1381412748220246e-7
S1B_471174512,5.159064732841958e-8
S1B_471747245,4.121398580833762e-8
S1B_473825822,5.3678949673082e-7
S1B_474448016,6.229471253386338e-8
S1B_476032623,5.057479732351384e-8
S1B_476907297,2.815112410863786e-7
S1B_480841645,8.588489620698192e-8
S1B_483119502,7.226004516284803e-8
S1B_483878226,3.3515269521482435e-7
S1B_484510106,1.2325712385176528e-8
S1B_485606646,0.0011634540174856897
S1B_486488572,1.9886334001642036e-7
S1B_487411979,1.3581821318393966e-6
S1B_490427507,8.431592250430791e-8
S1B_491537462,6.131733417949059e-11
S1B_499556038,1.7220073170865311e-9
S1B_502951091,1.001231318641648e-6
S1B_512640162,0.24170440377174954
S1B_518877213,0.2073871459223463
S1B_529627602,0.05058326407048058
S1B_530659309,2.1308248264349955e-10
S1B_533749253,2.3601156512520033e-7
S1B_535939687,0.1415876617127415
S1B_541399659,0.5466051783856846
S1B_541399675,0.5935778689947274
S1B_542641823,0.5329784845557404
S1B_543089155,0.5361632974817948
S1B_543508377,0.819148942104537
S1B_544133222,0.5030639250465457
S1B_545426219,0.7770636146389011
S1B_547524267,0.48006609944992085
S1B_549454459,0.4610020013074537
S1B_550382309,0.24170440377174954
S1B_553823129,0.24170440377174954
S1B_553889780,0.24170440377174954
S1B_554222941,0.0568767091105919
S1B_555294217,3.05652242864351e-8
S1B_558496377,6.960036696788287e-10
S1B_560242537,5.414788742994475e-8
S1B_561317364,0.24170440377174954
S1B_561318622,1.5634040732027488e-9
S1B_561708663,5.37358751270122e-9
S1B_561712520,0.24170440377174954
S1B_563121178,2.7257188768234555e-8
S1B_563444512,1.2874173576418716e-8
S1B_564299598,4.3254149062701465e-6
S1B_564574880,6.3982145803016555e-6
S1B_564653528,0.24170440377174954
S1B_564653560,5.425386446400529e-6
S1B_565932317,1.1581255462624936e-5
S1B_565932320,0.7366053413245307
S1B_566016812,2.9465751721028065e-6
S1B_566171302,4.5446313623117206e-8
S1B_566715262,0.3574828624328066
S1B_569976012,4.760431716932225e-7
S1B_571204220,0.4150806274960235
S1B_575129210,0.3871926656236031
S1B_575417953,0.1990720752911645
S1B_576555721,6.283053008757456e-7
S1B_576555765,1.450121339337673e-6
S1B_577037083,2.326253514130334e-5
S1B_577037097,0.20963547147885184
S1B_583684838,5.749746814557521e-7
S1B_585322218,8.850498656054686e-6
S1B_587138373,0.25772299830661016
S1B_587524730,0.3448843605898073
S1B_587974698,0.34382467419833895
S1B_588284450,0.43869165862120385
S1B_588764194,0.5120621040976985
S1B_590504888,0.5830006322883692
S1B_591132592,0.26700249803061255
S1B_591425052,0.5293737547597064
S1B_592939411,7.366466221035287e-5
S1B_593448977,0.04182675670490689
S1B_594115552,1.7601148162923804e-4
S1B_595595078,4.769751800299465e-5
S1B_596162811,0.08207681216027934
S1B_598215030,0.03419302043131361
S1B_598697932,0.02923438705749013
S1B_600021843,0.08647471156854378
S1B_600377707,0.05639091963936737
S1B_601377919,9.405598394726383e-4
S1B_603092459,1.812832732896912e-4
S1B_613419644,0.5357835599985621
S1B_613937342,0.18238925696437924
S1B_614500790,0.5865360931570696
S1B_614716415,0.0015391412527065236
S1B_614943264,0.4690582122670305
S1B_615209584,8.836312027016077e-4
S1B_620787306,0.08056474151582395
S1B_621266693,1.294405104211109e-4
S1B_622062832,0.06319816787225707
S1B_622370017,0.14074150381344536
S1B_622696503,0.08742961670062249
S1B_623839623,2.3262890613905747e-7
S1B_628112579,4.376366367021908e-6
S1B_628607011,7.977717599956174e-6
S1B_628627506,0.24170440377172622
S1B_628927767,0.5517993119601643
S1B_629004087,0.5796479652642785
S1B_629304240,1.9464698277009103e-5
S1B_629664326,1.6023195726656717e-5
S1B_629770641,2.168876494992882e-4
S1B_631066217,0.010372019362813135
S1B_631216824,2.8200998085809714e-14
S1B_631718867,0.24945213596412757
S1B_632007325,1.071078442163103e-10
S1B_632670449,6.224310358102864e-14
S1B_632863835,0.15304388993586898
S1B_633016872,0.0017646744050047
S1B_634501704,6.494905110528315e-5
S1B_636062651,8.403072504543974e-5
S1B_636098863,1.5466674943734038e-13
S1B_636481257,2.7248234594704755e-14
S1B_636796017,1.2005777979027831e-5
S1B_636840957,0.010157496959449052
S1B_636860571,5.8648221491023614e-8
S1B_637367698,3.076311458049536e-8
S1B_637816666,0.260002239804956
S1B_637894381,0.24553536914457774
S1B_638067653,0.331319408403943
S1B_639043667,0.17350342206376984
S1B_639415604,8.960492471699838e-12
S1B_639499663,2.2298446524607256e-10
S1B_639499708,0.029184624965647027
S1B_639920937,1.2987423130253275e-7
S1B_639941318,0.07203676313723789
S1B_641140644,0.028875733016692294
S1B_641631040,0.018644778770681665
S1B_642491184,0.016430397338601185
S1B_642764784,0.006956195381837236
S1B_643024955,0.003717702908058145
S1B_644598926,0.008720582299956772
S1B_645139699,0.005486515401360458
S1B_645727411,2.025821539391467e-14
S1B_645944673,0.01273835524860809
S1B_646167476,2.716025124370892e-15
S1B_646476079,0.010958646017096266
S1B_646887856,0.007259792154579421
S1B_647162033,0.008354330609158704
S1B_647927661,0.009522668501464203
S1B_648792451,0.010784980153714667
S1B_649186897,0.01106687279118947
S1B_654116824,0.01639291510005203
S1B_654531498,0.005549803408244102
S1B_654609783,0.005376376680284792
S1B_655067795,0.006092708778627198
S1B_655468370,0.0069613242698420025
S1B_658364066,2.8672447707951383e-5
S1B_658921218,5.007307691316496e-5
S1B_658921256,6.284119527663943e-9
S1B_660101401,0.010079143628370018
S1B_660465378,1.1983148493577229e-9
S1B_660798416,7.819690257930821e-25
S1B_661567261,2.577187708863246e-25
S1B_662174435,4.7430409506275294e-11
S1B_662640739,2.559145663610917e-11
S1B_662640756,0.041469601602463095
S1B_664055186,2.1951367773465746e-11
S1B_664764071,0.9517261137473734
S1B_665152337,8.999601612653276e-5
S1B_665410008,5.755385399546521e-5
S1B_665410020,7.863717545461369e-5
S1B_666312148,1.2216680731533877e-7
S1B_666571847,5.877029058087642e-8
S1B_667363860,4.235730542401222e-9
S1B_667739565,6.6413404556293726e-9
S1B_668200656,0.405321575401827
S1B_671997202,2.6173070421963032e-5
S1B_673543455,1.7118681068505338e-8
S1B_673741559,0.02366275527946435
S1B_673948814,4.61412832259024e-8
S1B_675475029,0.005911230441454702
S1B_676179019,1.9675172983250282e-8
S1B_676782576,2.102010972453356e-6
S1B_677090913,2.1105349620223351e-7
S1B_677537869,1.4878429638233014e-7
S1B_678073586,1.4125951868821812e-5
S1B_678073630,2.4327681327667497e-7
S1B_678140761,5.392905392543053e-4
S1B_678254418,0.3636696967482931
S1B_678400174,0.1685290583091313
S1B_678405141,7.834396829953227e-4
S1B_678465602,7.932471543942472e-8
S1B_678869963,2.3383074655555977e-8
S1B_678910478,1.1431634802126895e-7
S1B_678911402,0.10827639058753166
S1B_679904495,0.004736703389479818
S1B_681055590,1.6797110031294973e-6
S1B_681076728,0.7659526084076663
S1B_681076729,1.0392499949489575e-7
S1B_681834051,0.041562813974892046
S1B_683150050,7.094059278433102e-7
S1B_683458563,0.003629001356945688
S1B_683589393,2.1003038991210778e-8
S1B_686206877,1.8094322825847563e-5
S1B_686753081,1.428103102467724e-5
S1B_686876645,3.3143154628291186e-7
S1B_687276472,0.00689251399217313
S1B_687536156,0.0022020656331886218
S1B_687796407,0.006608912427337628
S1B_688758015,5.22701554670255e-7
S1B_689783559,1.848012864478594e-7
